iw_n,Sigma_iw_n
-1101.9598231385844j,"[[ 4.79508405e-03-3.94929568e-04j -7.29155065e-05+1.89015681e-09j]
 [ 8.51812655e-05+1.89023026e-09j  3.99520440e+00-3.95114706e-04j]]"
-1101.5902240028681j,"[[ 4.84982542e-03-3.98243640e-04j -4.37287772e-05+1.99380509e-09j]
 [ 1.14367995e-04+1.99386247e-09j  3.99514977e+00-3.98444948e-04j]]"
-1101.2206248671516j,"[[ 4.87240848e-03-3.98133815e-04j -4.45319941e-05-1.81249822e-10j]
 [ 1.13564780e-04-1.81200757e-10j  3.99512725e+00-3.98325035e-04j]]"
-1100.8510257314351j,"[[ 4.88015157e-03-4.27114234e-04j -3.25389950e-05+1.48241491e-09j]
 [ 1.25557772e-04+1.48245333e-09j  3.99511958e+00-4.27293762e-04j]]"
-1100.4814265957189j,"[[ 4.87417774e-03-4.58682384e-04j -3.62155243e-05+1.51323873e-09j]
 [ 1.21881235e-04+1.51326490e-09j  3.99512564e+00-4.58823271e-04j]]"
-1100.1118274600024j,"[[ 4.89439124e-03-4.49142289e-04j -4.77451862e-05+1.22561846e-09j]
 [ 1.10351577e-04+1.22563390e-09j  3.99510550e+00-4.49196808e-04j]]"
-1099.7422283242859j,"[[ 4.93045988e-03-4.57039966e-04j -3.68122053e-05+8.07888039e-10j]
 [ 1.21284557e-04+8.07903618e-10j  3.99506943e+00-4.56999665e-04j]]"
-1099.3726291885694j,"[[ 4.94678916e-03-5.04499501e-04j -4.65216240e-05+6.31063736e-10j]
 [ 1.11575126e-04+6.31078920e-10j  3.99505311e+00-5.04355331e-04j]]"
-1099.0030300528529j,"[[ 4.89805683e-03-5.78759923e-04j -9.35861317e-05+5.62060134e-10j]
 [ 6.45105988e-05+5.62085159e-10j  3.99510177e+00-5.78525664e-04j]]"
-1098.6334309171366j,"[[ 4.85650670e-03-5.76507932e-04j -1.21748811e-04-1.67052464e-10j]
 [ 3.63479221e-05-1.67012280e-10j  3.99514322e+00-5.76236920e-04j]]"
-1098.26383178142j,"[[ 4.85486180e-03-5.55060489e-04j -1.15251392e-04+4.99170176e-10j]
 [ 4.28453484e-05+4.99221099e-10j  3.99514479e+00-5.54770096e-04j]]"
-1097.8942326457036j,"[[ 4.85262198e-03-5.53574666e-04j -1.06343739e-04-8.69059089e-10j]
 [ 5.17530034e-05-8.68994373e-10j  3.99514693e+00-5.53276316e-04j]]"
-1097.524633509987j,"[[ 4.83446463e-03-5.99650500e-04j -1.06937535e-04+2.00114839e-10j]
 [ 5.11591956e-05+2.00195170e-10j  3.99516498e+00-5.99408023e-04j]]"
-1097.1550343742706j,"[[ 4.76302926e-03-6.23022295e-04j -1.01110490e-04-3.49214039e-10j]
 [ 5.69862353e-05-3.49120699e-10j  3.99523632e+00-6.22895230e-04j]]"
-1096.785435238554j,"[[ 4.70133689e-03-6.35670216e-04j -1.15814826e-04+5.63287502e-10j]
 [ 4.22818974e-05+5.63379956e-10j  3.99529802e+00-6.35663878e-04j]]"
-1096.4158361028378j,"[[ 4.67764452e-03-5.43304465e-04j -1.45686983e-04+4.14287058e-11j]
 [ 1.24097680e-05+4.15184213e-11j  3.99532173e+00-5.43369028e-04j]]"
-1096.0462369671213j,"[[ 4.71125373e-03-5.12911720e-04j -1.23275763e-04-5.55334514e-10j]
 [ 3.48209986e-05-5.55245926e-10j  3.99528813e+00-5.13077496e-04j]]"
-1095.6766378314048j,"[[ 4.69344752e-03-4.82898020e-04j -1.35800779e-04-3.27591549e-10j]
 [ 2.22959922e-05-3.27511315e-10j  3.99530599e+00-4.83178363e-04j]]"
-1095.3070386956883j,"[[ 4.65373100e-03-4.76310863e-04j -1.38791415e-04+1.07870420e-09j]
 [ 1.93053593e-05+1.07876272e-09j  3.99534586e+00-4.76698641e-04j]]"
-1094.9374395599718j,"[[ 4.62235968e-03-4.37174756e-04j -1.72516019e-04+9.73524824e-10j]
 [-1.44192319e-05+9.73555723e-10j  3.99537742e+00-4.37542601e-04j]]"
-1094.5678404242556j,"[[ 4.64686782e-03-3.59986694e-04j -1.92366851e-04-1.57478596e-09j]
 [-3.42700394e-05-1.57476940e-09j  3.99535302e+00-3.60270258e-04j]]"
-1094.198241288539j,"[[ 4.77011914e-03-3.34685944e-04j -1.72007222e-04-1.98611761e-10j]
 [-1.39104023e-05-1.98604171e-10j  3.99522983e+00-3.34886531e-04j]]"
-1093.8286421528228j,"[[ 4.77889358e-03-3.74991939e-04j -1.63956972e-04-9.84674312e-10j]
 [-5.86016266e-06-9.84673422e-10j  3.99522110e+00-3.75125040e-04j]]"
-1093.4590430171063j,"[[ 4.71515680e-03-3.72756336e-04j -1.62735733e-04+1.32126362e-10j]
 [-4.63892111e-06+1.32118012e-10j  3.99528490e+00-3.72794945e-04j]]"
-1093.0894438813898j,"[[ 4.71220658e-03-3.42146853e-04j -1.75392389e-04-4.57568882e-10j]
 [-1.72955664e-05-4.57577178e-10j  3.99528785e+00-3.42050372e-04j]]"
-1092.7198447456733j,"[[ 4.77719393e-03-2.71921472e-04j -1.83763135e-04-1.15975906e-09j]
 [-2.56662912e-05-1.15975888e-09j  3.99522281e+00-2.71697467e-04j]]"
-1092.350245609957j,"[[ 4.88821928e-03-3.31127698e-04j -1.59922186e-04-2.45730422e-09j]
 [-1.82535800e-06-2.45729117e-09j  3.99511169e+00-3.30827768e-04j]]"
-1091.9806464742405j,"[[ 4.87311015e-03-3.86648549e-04j -1.42840098e-04-1.06396104e-09j]
 [ 1.52567154e-05-1.06393360e-09j  3.99512670e+00-3.86323011e-04j]]"
-1091.611047338524j,"[[ 4.81709527e-03-4.19772677e-04j -1.96437162e-04-9.08929204e-10j]
 [-3.83403564e-05-9.08890137e-10j  3.99518264e+00-4.19437732e-04j]]"
-1091.2414482028075j,"[[ 4.80329566e-03-3.74057024e-04j -2.38119711e-04-1.26064614e-09j]
 [-8.00228902e-05-1.26059743e-09j  3.99519637e+00-3.73700511e-04j]]"
-1090.871849067091j,"[[ 4.85372629e-03-3.53767162e-04j -2.20430349e-04-8.84106537e-10j]
 [-6.23335215e-05-8.84038238e-10j  3.99514580e+00-3.53431573e-04j]]"
-1090.5022499313748j,"[[ 4.90446209e-03-3.82640456e-04j -2.09247912e-04-2.60886645e-09j]
 [-5.11510913e-05-2.60878310e-09j  3.99509496e+00-3.82394515e-04j]]"
-1090.1326507956583j,"[[ 4.92014547e-03-4.59291067e-04j -1.75882383e-04-7.29299928e-10j]
 [-1.77855830e-05-7.29210751e-10j  3.99507924e+00-4.59168561e-04j]]"
-1089.7630516599418j,"[[ 4.82058398e-03-5.02085663e-04j -1.67234368e-04-7.87998584e-10j]
 [-9.13757830e-06-7.87913155e-10j  3.99517883e+00-5.02057833e-04j]]"
-1089.3934525242253j,"[[ 4.78928544e-03-4.04150859e-04j -1.68116835e-04-7.33307492e-10j]
 [-1.00200160e-05-7.33224472e-10j  3.99521014e+00-4.04200070e-04j]]"
-1089.0238533885088j,"[[ 4.85006103e-03-3.94032562e-04j -1.78780505e-04-1.16869660e-09j]
 [-2.06836810e-05-1.16861538e-09j  3.99514938e+00-3.94167384e-04j]]"
-1088.6542542527923j,"[[ 4.90131208e-03-4.40905113e-04j -1.76179863e-04+1.22790653e-10j]
 [-1.80830520e-05+1.22859478e-10j  3.99509821e+00-4.41162208e-04j]]"
-1088.284655117076j,"[[ 4.84167968e-03-4.83371418e-04j -1.42541624e-04-7.69278249e-10j]
 [ 1.55551766e-05-7.69234338e-10j  3.99515802e+00-4.83657346e-04j]]"
-1087.9150559813595j,"[[ 4.80430746e-03-4.61662934e-04j -1.80077666e-04-7.02549018e-10j]
 [-2.19808576e-05-7.02520728e-10j  3.99519550e+00-4.61905170e-04j]]"
-1087.545456845643j,"[[ 4.83517647e-03-3.99098521e-04j -1.95095638e-04-8.42643817e-10j]
 [-3.69988095e-05-8.42626321e-10j  3.99516470e+00-3.99275931e-04j]]"
-1087.1758577099265j,"[[ 4.91195663e-03-4.31093101e-04j -1.63610535e-04-1.14043641e-09j]
 [-5.51371450e-06-1.14042724e-09j  3.99508798e+00-4.31192028e-04j]]"
-1086.80625857421j,"[[ 4.89518334e-03-5.24127848e-04j -1.88912080e-04+4.69569330e-10j]
 [-3.08152854e-05+4.69572726e-10j  3.99510479e+00-5.24148156e-04j]]"
-1086.4366594384937j,"[[ 4.82342868e-03-5.35553146e-04j -1.97302066e-04-7.58272714e-10j]
 [-3.92052734e-05-7.58271281e-10j  3.99517656e+00-5.35462191e-04j]]"
-1086.0670603027775j,"[[ 4.76815125e-03-5.02496506e-04j -2.36509818e-04-1.04816308e-09j]
 [-7.84130138e-05-1.04815364e-09j  3.99523178e+00-5.02287809e-04j]]"
-1085.697461167061j,"[[ 4.81791354e-03-4.38524350e-04j -2.25812398e-04-1.46834672e-09j]
 [-6.77155733e-05-1.46832314e-09j  3.99518193e+00-4.38255908e-04j]]"
-1085.3278620313445j,"[[ 4.82905475e-03-5.15838687e-04j -2.07045310e-04-6.43260529e-10j]
 [-4.89485069e-05-6.43223290e-10j  3.99517069e+00-5.15579924e-04j]]"
-1084.958262895628j,"[[ 4.78435126e-03-5.60128920e-04j -2.05417567e-04-1.12672049e-09j]
 [-4.73207752e-05-1.12667760e-09j  3.99521536e+00-5.59881881e-04j]]"
-1084.5886637599115j,"[[ 4.67936483e-03-5.33552298e-04j -2.32388210e-04+3.22115777e-10j]
 [-7.42914088e-05+3.22162523e-10j  3.99532032e+00-5.33291220e-04j]]"
-1084.2190646241952j,"[[ 4.65887031e-03-4.62851599e-04j -2.80231502e-04-1.51127476e-10j]
 [-1.22134679e-04-1.51064646e-10j  3.99534070e+00-4.62593069e-04j]]"
-1083.8494654884787j,"[[ 4.71164841e-03-4.18990092e-04j -2.25214520e-04-1.65897507e-09j]
 [-6.71176825e-05-1.65890047e-09j  3.99528784e+00-4.18815965e-04j]]"
-1083.4798663527622j,"[[ 4.75059127e-03-4.14557595e-04j -1.88516508e-04+5.03127498e-10j]
 [-3.04196673e-05+5.03205362e-10j  3.99524888e+00-4.14503238e-04j]]"
-1083.1102672170457j,"[[ 4.78903382e-03-4.26627723e-04j -2.21948917e-04+1.00828419e-09j]
 [-6.38520783e-05+1.00835433e-09j  3.99521049e+00-4.26646260e-04j]]"
-1082.7406680813292j,"[[ 4.73494351e-03-4.68098758e-04j -2.43538952e-04+7.33204307e-10j]
 [-8.54421248e-05+7.33267805e-10j  3.99526462e+00-4.68147336e-04j]]"
-1082.371068945613j,"[[ 4.71166999e-03-4.60618927e-04j -2.40032732e-04+2.69612267e-10j]
 [-8.19359010e-05+2.69673387e-10j  3.99528791e+00-4.60698282e-04j]]"
-1082.0014698098964j,"[[ 4.72921404e-03-4.25406381e-04j -2.20201069e-04+1.12386927e-09j]
 [-6.21042262e-05+1.12392407e-09j  3.99527041e+00-4.25566718e-04j]]"
-1081.63187067418j,"[[ 4.76788757e-03-4.15834593e-04j -1.50560280e-04+2.56794588e-10j]
 [ 7.53656745e-06+2.56827526e-10j  3.99523189e+00-4.16011596e-04j]]"
-1081.2622715384634j,"[[ 4.78954987e-03-4.29477176e-04j -1.50579119e-04+1.28160186e-09j]
 [ 7.51772560e-06+1.28162092e-09j  3.99521032e+00-4.29571521e-04j]]"
-1080.892672402747j,"[[ 4.73057372e-03-4.65305249e-04j -1.95814308e-04+8.83888025e-10j]
 [-3.77174718e-05+8.83906032e-10j  3.99526930e+00-4.65327088e-04j]]"
-1080.5230732670304j,"[[ 4.68979235e-03-4.70444421e-04j -2.07789839e-04+5.12166163e-10j]
 [-4.96930026e-05+5.12180763e-10j  3.99531011e+00-4.70402600e-04j]]"
-1080.1534741313142j,"[[ 4.68100674e-03-4.22906068e-04j -1.73093611e-04+1.51765489e-09j]
 [-1.49967594e-05+1.51766833e-09j  3.99531890e+00-4.22800134e-04j]]"
-1079.7838749955977j,"[[ 4.76392190e-03-4.09687655e-04j -1.65353602e-04+6.59427339e-10j]
 [-7.25674518e-06+6.59437873e-10j  3.99523601e+00-4.09502721e-04j]]"
-1079.4142758598812j,"[[ 4.77947919e-03-4.53649326e-04j -1.64539927e-04+6.15644715e-10j]
 [-6.44308176e-06+6.15666400e-10j  3.99522037e+00-4.53337684e-04j]]"
-1079.0446767241647j,"[[ 4.69046446e-03-4.69045128e-04j -2.01864929e-04+1.78818136e-10j]
 [-4.37680863e-05+1.78856928e-10j  3.99530927e+00-4.68687256e-04j]]"
-1078.6750775884484j,"[[ 4.64839793e-03-4.21824120e-04j -2.09102424e-04+1.17855699e-09j]
 [-5.10055661e-05+1.17860949e-09j  3.99535125e+00-4.21468187e-04j]]"
-1078.3054784527321j,"[[ 4.71412773e-03-3.80877716e-04j -1.98471986e-04-1.37086351e-11j]
 [-4.03751139e-05-1.36388260e-11j  3.99528540e+00-3.80566390e-04j]]"
-1077.9358793170156j,"[[ 4.77906051e-03-4.08249952e-04j -1.65829613e-04+1.56643117e-09j]
 [-7.73274751e-06+1.56650869e-09j  3.99522041e+00-4.07994972e-04j]]"
-1077.5662801812991j,"[[ 4.75127226e-03-4.55553160e-04j -1.62021400e-04+6.47895800e-10j]
 [-3.92454769e-06+6.47979985e-10j  3.99524815e+00-4.55362117e-04j]]"
-1077.1966810455826j,"[[ 4.67528864e-03-4.53409574e-04j -1.57153649e-04+3.93991879e-10j]
 [ 9.43205683e-07+3.94083325e-10j  3.99532409e+00-4.53312698e-04j]]"
-1076.8270819098661j,"[[ 4.64982405e-03-3.79176233e-04j -1.40844181e-04+1.37271172e-09j]
 [ 1.72526972e-05+1.37280045e-09j  3.99534957e+00-3.79196407e-04j]]"
-1076.4574827741496j,"[[ 4.69620659e-03-3.60103031e-04j -1.28491522e-04+1.42425242e-09j]
 [ 2.96053634e-05+1.42433451e-09j  3.99530323e+00-3.60180265e-04j]]"
-1076.0878836384334j,"[[ 4.76226974e-03-3.82931962e-04j -1.08987286e-04+1.48901897e-09j]
 [ 4.91095945e-05+1.48909461e-09j  3.99523721e+00-3.83082367e-04j]]"
-1075.7182845027169j,"[[ 4.71749209e-03-4.34090406e-04j -1.10234242e-04+1.13549458e-09j]
 [ 4.78626248e-05+1.13555630e-09j  3.99528209e+00-4.34287272e-04j]]"
-1075.3486853670004j,"[[ 4.63902168e-03-3.63790636e-04j -1.09557205e-04+2.01319311e-09j]
 [ 4.85396836e-05+2.01324280e-09j  3.99536064e+00-3.63996657e-04j]]"
-1074.9790862312839j,"[[ 4.66122722e-03-2.42236423e-04j -1.11788806e-04+7.52638059e-10j]
 [ 4.63081202e-05+7.52675928e-10j  3.99533851e+00-2.42434286e-04j]]"
-1074.6094870955674j,"[[ 4.79635510e-03-2.24221116e-04j -8.17904562e-05+1.57884259e-09j]
 [ 7.63064769e-05+1.57886686e-09j  3.99520348e+00-2.24357870e-04j]]"
-1074.239887959851j,"[[ 4.94420529e-03-2.98456381e-04j -5.30305241e-05-2.78293447e-10j]
 [ 1.05066389e-04-2.78271626e-10j  3.99505565e+00-2.98517715e-04j]]"
-1073.8702888241346j,"[[ 4.90367894e-03-4.42187448e-04j -4.08789944e-05+9.27853324e-10j]
 [ 1.17217878e-04+9.27873656e-10j  3.99509618e+00-4.42186992e-04j]]"
-1073.500689688418j,"[[ 4.83205211e-03-4.57598673e-04j -9.10059111e-05+1.67322507e-09j]
 [ 6.70909580e-05+1.67324133e-09j  3.99516784e+00-4.57536291e-04j]]"
-1073.1310905527016j,"[[ 4.81937982e-03-4.42990835e-04j -9.53512043e-05+5.21905800e-10j]
 [ 6.27456706e-05+5.21923522e-10j  3.99518050e+00-4.42849849e-04j]]"
-1072.761491416985j,"[[ 4.87286195e-03-4.66061120e-04j -9.45078730e-05-6.51458096e-10j]
 [ 6.35889966e-05-6.51433061e-10j  3.99512697e+00-4.65818677e-04j]]"
-1072.3918922812686j,"[[ 4.84863734e-03-5.56685365e-04j -8.58638046e-05-1.66838983e-10j]
 [ 7.22330399e-05-1.66796740e-10j  3.99515108e+00-5.56375996e-04j]]"
-1072.0222931455523j,"[[ 4.75608296e-03-5.99935243e-04j -1.05515881e-04+3.29234926e-10j]
 [ 5.25809521e-05+3.29297601e-10j  3.99524349e+00-5.99662724e-04j]]"
-1071.6526940098358j,"[[ 4.68777134e-03-5.66427013e-04j -1.00371279e-04-7.11124576e-10j]
 [ 5.77255664e-05-7.11057416e-10j  3.99531177e+00-5.66214746e-04j]]"
-1071.2830948741193j,"[[ 4.67804195e-03-5.31358440e-04j -4.98725656e-05+7.90897992e-10j]
 [ 1.08224291e-04+7.90974758e-10j  3.99532144e+00-5.31156199e-04j]]"
-1070.913495738403j,"[[ 4.70963036e-03-5.25900477e-04j -4.79691946e-05-1.05870203e-09j]
 [ 1.10127665e-04-1.05861188e-09j  3.99528976e+00-5.25762615e-04j]]"
-1070.5438966026866j,"[[ 4.68135874e-03-5.91913392e-04j -2.33552043e-05-5.00689040e-10j]
 [ 1.34741638e-04-5.00591481e-10j  3.99531798e+00-5.91896306e-04j]]"
-1070.1742974669703j,"[[ 4.57654239e-03-5.91802347e-04j -3.33768274e-05+3.01611075e-10j]
 [ 1.24720016e-04+3.01706127e-10j  3.99542281e+00-5.91939624e-04j]]"
-1069.8046983312538j,"[[ 4.52894348e-03-5.17688643e-04j -7.86744467e-05+6.21815669e-10j]
 [ 7.94224206e-05+6.21895460e-10j  3.99547052e+00-5.17934764e-04j]]"
-1069.4350991955373j,"[[ 4.54079894e-03-4.51203140e-04j -6.20744860e-05-1.90349042e-10j]
 [ 9.60224025e-05-1.90285067e-10j  3.99545877e+00-4.51479280e-04j]]"
-1069.0655000598208j,"[[ 4.58987033e-03-4.50727977e-04j -3.67554059e-05+8.33343180e-11j]
 [ 1.21341484e-04+8.33854538e-11j  3.99540978e+00-4.51022629e-04j]]"
-1068.6959009241043j,"[[ 4.52942352e-03-4.54531513e-04j -8.19690775e-05-2.20591354e-10j]
 [ 7.61278132e-05-2.20552964e-10j  3.99547032e+00-4.54844297e-04j]]"
-1068.3263017883878j,"[[ 4.49274495e-03-3.97052614e-04j -1.39258095e-04-1.33169578e-10j]
 [ 1.88388146e-05-1.33148423e-10j  3.99550711e+00-3.97359622e-04j]]"
-1067.9567026526715j,"[[ 4.51181249e-03-3.54582395e-04j -1.52396156e-04+2.66376232e-10j]
 [ 5.70076733e-06+2.66375954e-10j  3.99548819e+00-3.54802342e-04j]]"
-1067.587103516955j,"[[ 4.53153600e-03-3.56862106e-04j -1.09706172e-04-2.25472915e-09j]
 [ 4.83907521e-05-2.25473669e-09j  3.99546851e+00-3.56918147e-04j]]"
-1067.2175043812385j,"[[ 4.55833885e-03-3.48244630e-04j -8.99196789e-05-8.52877459e-10j]
 [ 6.81772496e-05-8.52878059e-10j  3.99544167e+00-3.48175902e-04j]]"
-1066.847905245522j,"[[ 4.52197223e-03-3.16949599e-04j -8.27315099e-05-2.74933102e-10j]
 [ 7.53654295e-05-2.74927088e-10j  3.99547799e+00-3.16815378e-04j]]"
-1066.4783061098055j,"[[ 4.49019239e-03-2.65281470e-04j -1.32649373e-04-7.20029302e-10j]
 [ 2.54475836e-05-7.20017171e-10j  3.99550973e+00-2.65092453e-04j]]"
-1066.1087069740893j,"[[ 4.51235752e-03-2.21623916e-04j -1.72694767e-04-2.00219306e-09j]
 [-1.45977962e-05-2.00217264e-09j  3.99548751e+00-2.21370581e-04j]]"
-1065.7391078383728j,"[[ 4.57379660e-03-2.00609610e-04j -1.44520225e-04-1.90801283e-09j]
 [ 1.35767538e-05-1.90798076e-09j  3.99542599e+00-2.00303672e-04j]]"
-1065.3695087026563j,"[[ 4.65298358e-03-2.02400071e-04j -1.70318187e-04-1.17324847e-09j]
 [-1.22212070e-05-1.17319959e-09j  3.99534669e+00-2.02073207e-04j]]"
-1064.9999095669398j,"[[ 4.64884160e-03-2.30817054e-04j -2.01248860e-04-1.15159298e-09j]
 [-4.31518876e-05-1.15152887e-09j  3.99535073e+00-2.30555564e-04j]]"
-1064.6303104312233j,"[[ 4.62608543e-03-2.43653838e-04j -2.11057270e-04-2.54515426e-10j]
 [-5.29602991e-05-2.54448016e-10j  3.99537346e+00-2.43455402e-04j]]"
-1064.2607112955068j,"[[ 4.58631394e-03-2.41419215e-04j -1.92460807e-04-2.12784397e-09j]
 [-3.43638341e-05-2.12777046e-09j  3.99541319e+00-2.41255015e-04j]]"
-1063.8911121597905j,"[[ 4.62328314e-03-1.99626245e-04j -1.55847495e-04-1.26782912e-09j]
 [ 2.24949176e-06-1.26774754e-09j  3.99537617e+00-1.99514841e-04j]]"
-1063.521513024074j,"[[ 4.68310202e-03-2.25350276e-04j -1.35414243e-04-1.09202086e-09j]
 [ 2.26827379e-05-1.09193666e-09j  3.99531633e+00-2.25342970e-04j]]"
-1063.1519138883577j,"[[ 4.68465669e-03-2.40117640e-04j -1.44392405e-04+1.14469026e-10j]
 [ 1.37045733e-05+1.14550788e-10j  3.99531479e+00-2.40205000e-04j]]"
-1062.7823147526412j,"[[ 4.63517784e-03-2.66140663e-04j -1.60606171e-04-1.68625626e-10j]
 [-2.50919893e-06-1.68552107e-10j  3.99536433e+00-2.66308822e-04j]]"
-1062.4127156169247j,"[[ 4.55388235e-03-2.39406952e-04j -1.58982566e-04-4.76212638e-10j]
 [-8.85584259e-07-4.76154758e-10j  3.99544573e+00-2.39628940e-04j]]"
-1062.0431164812085j,"[[ 4.56565884e-03-1.89693978e-04j -1.52077425e-04-1.71321599e-09j]
 [ 6.01957342e-06-1.71317566e-09j  3.99543407e+00-1.89909243e-04j]]"
-1061.673517345492j,"[[ 4.64247315e-03-1.77688374e-04j -1.48108512e-04-4.59172256e-10j]
 [ 9.98849166e-06-4.59143135e-10j  3.99535733e+00-1.77869381e-04j]]"
-1061.3039182097755j,"[[ 4.63047508e-03-1.97123181e-04j -1.50680182e-04+5.41534132e-10j]
 [ 7.41681681e-06+5.41551759e-10j  3.99536941e+00-1.97244407e-04j]]"
-1060.934319074059j,"[[ 4.59950304e-03-1.61741052e-04j -1.26666217e-04-1.75682322e-09j]
 [ 3.14307944e-05-1.75681350e-09j  3.99540043e+00-1.61760884e-04j]]"
-1060.5647199383425j,"[[ 4.58417950e-03-1.21692071e-04j -6.22508382e-05-8.43791636e-10j]
 [ 9.58461867e-05-8.43778270e-10j  3.99541573e+00-1.21594532e-04j]]"
-1060.195120802626j,"[[ 4.64542184e-03-6.70490197e-05j -5.40374809e-05-8.67692461e-10j]
 [ 1.04059562e-04-8.67672083e-10j  3.99535444e+00-6.68727423e-05j]]"
-1059.8255216669097j,"[[ 4.68829467e-03-9.52416124e-05j -4.64171277e-05-2.23404944e-10j]
 [ 1.11679908e-04-2.23372582e-10j  3.99531149e+00-9.50131969e-05j]]"
-1059.4559225311932j,"[[ 4.71313446e-03-1.26397606e-04j -3.70454355e-05-1.35787711e-09j]
 [ 1.21051593e-04-1.35783442e-09j  3.99528658e+00-1.26117237e-04j]]"
-1059.0863233954767j,"[[ 4.66145287e-03-1.12274852e-04j -3.35802519e-05-1.51299740e-10j]
 [ 1.24516782e-04-1.51236133e-10j  3.99533812e+00-1.11981888e-04j]]"
-1058.7167242597602j,"[[ 4.66145340e-03-3.01133084e-05j -3.50381948e-05-1.56383244e-09j]
 [ 1.23058866e-04-1.56375224e-09j  3.99533801e+00-2.98883792e-05j]]"
-1058.3471251240437j,"[[ 4.75088538e-03-6.62508774e-06j -1.45241218e-05+4.27844899e-10j]
 [ 1.43572947e-04+4.27934917e-10j  3.99524851e+00-6.49570757e-06j]]"
-1057.9775259883274j,"[[ 4.80483362e-03-4.62919691e-05j -1.36374107e-05+5.88044780e-10j]
 [ 1.44459648e-04+5.88137456e-10j  3.99519455e+00-4.62554301e-05j]]"
-1057.607926852611j,"[[ 4.82134350e-03-7.69186577e-05j -4.02994308e-05-7.41834692e-10j]
 [ 1.17797620e-04-7.41739783e-10j  3.99517802e+00-7.69701628e-05j]]"
-1057.2383277168944j,"[[4.79391025e-03-5.73436855e-05j 8.51505420e-06+4.98538585e-10j]
 [1.66612113e-04+4.98631317e-10j 3.99520547e+00-5.74923943e-05j]]"
