iw_n,Sigma_iw_n
-1090.1326507956583j,"[[ 0.84371186+2.19661664e-03j -0.41684682+4.53754111e-08j]
 [-0.41532236+4.53741532e-08j  3.15628904+2.19683097e-03j]]"
-1089.7630516599418j,"[[ 0.84369187+2.28262462e-03j -0.41686183+2.97404975e-08j]
 [-0.41533737+2.97396527e-08j  3.15630874+2.28289415e-03j]]"
-1089.3934525242253j,"[[ 0.84361218+2.29660941e-03j -0.4169168 -6.95449844e-10j]
 [-0.41539234-6.96258029e-10j  3.1563884 +2.29687402e-03j]]"
-1089.0238533885088j,"[[ 0.84357867+2.19523888e-03j -0.41691301+2.26280343e-08j]
 [-0.41538855+2.26272993e-08j  3.15642186+2.19544212e-03j]]"
-1088.6542542527923j,"[[ 0.84356933+2.13423457e-03j -0.41688129+4.32566509e-08j]
 [-0.41535683+4.32559198e-08j  3.15643119+2.13450206e-03j]]"
-1088.284655117076j,"[[ 0.8435416 +2.13182258e-03j -0.4168605 +4.42133877e-08j]
 [-0.41533604+4.42125329e-08j  3.15645902+2.13216011e-03j]]"
-1087.9150559813595j,"[[ 0.84350626+2.09848061e-03j -0.416892  +6.34152664e-08j]
 [-0.41536754+6.34144170e-08j  3.15649435+2.09887557e-03j]]"
-1087.545456845643j,"[[ 0.84344415+1.97872815e-03j -0.41690407+9.70967920e-08j]
 [-0.41537961+9.70960809e-08j  3.15655635+1.97913243e-03j]]"
-1087.1758577099265j,"[[ 0.84341818+1.94373981e-03j -0.41688631+8.58064819e-08j]
 [-0.41536185+8.58056704e-08j  3.1565824 +1.94398943e-03j]]"
-1086.80625857421j,"[[ 0.84343705+2.00195950e-03j -0.41686739+5.88207218e-08j]
 [-0.41534293+5.88199280e-08j  3.15656352+2.00209544e-03j]]"
-1086.4366594384937j,"[[ 0.84343128+2.09153481e-03j -0.41687912+4.09850626e-08j]
 [-0.41535466+4.09842875e-08j  3.15656927+2.09166821e-03j]]"
-1086.0670603027775j,"[[ 0.84339332+2.10752957e-03j -0.4169038 +2.92942220e-09j]
 [-0.41537934+2.92854238e-09j  3.1566073 +2.10767160e-03j]]"
-1085.697461167061j,"[[ 0.8433391 +2.11513678e-03j -0.41690609-1.91453811e-08j]
 [-0.41538163-1.91464494e-08j  3.15666166+2.11533334e-03j]]"
-1085.3278620313445j,"[[ 0.84331113+2.14844212e-03j -0.4169067 -8.59513225e-09j]
 [-0.41538224-8.59617650e-09j  3.15668961+2.14869415e-03j]]"
-1084.958262895628j,"[[ 0.8432886 +2.16171485e-03j -0.41692749+3.89737176e-09j]
 [-0.41540303+3.89631224e-09j  3.15671216+2.16193817e-03j]]"
-1084.5886637599115j,"[[ 0.84328347+2.16725190e-03j -0.41693886+2.65138661e-08j]
 [-0.4154144 +2.65128396e-08j  3.15671726+2.16743003e-03j]]"
-1084.2190646241952j,"[[ 0.84320684+2.16709977e-03j -0.41694455+5.92041492e-08j]
 [-0.41542009+5.92031860e-08j  3.15679385+2.16718590e-03j]]"
-1083.8494654884787j,"[[ 0.84311778+2.21943556e-03j -0.41695048+4.72295607e-08j]
 [-0.41542602+4.72286734e-08j  3.15688285+2.21943613e-03j]]"
-1083.4798663527622j,"[[ 0.84315708+2.29341833e-03j -0.41693554+2.99348139e-08j]
 [-0.41541108+2.99338562e-08j  3.1568436 +2.29338049e-03j]]"
-1083.1102672170457j,"[[ 0.84317877+2.35800215e-03j -0.41691272+4.47028979e-08j]
 [-0.41538826+4.47019034e-08j  3.15682194+2.35802956e-03j]]"
-1082.7406680813292j,"[[ 0.84323579+2.37840467e-03j -0.4169171 +3.14002956e-08j]
 [-0.41539264+3.13992069e-08j  3.15676498+2.37853462e-03j]]"
-1082.371068945613j,"[[ 0.84331528+2.32613230e-03j -0.41692137+4.67755623e-08j]
 [-0.41539691+4.67744062e-08j  3.15668554+2.32625062e-03j]]"
-1082.0014698098964j,"[[ 0.8433473 +2.31466521e-03j -0.41691141+4.71857791e-08j]
 [-0.41538694+4.71845351e-08j  3.15665359+2.31475475e-03j]]"
-1081.63187067418j,"[[ 0.8433701 +2.28952126e-03j -0.41691066+3.67363007e-08j]
 [-0.41538619+3.67347721e-08j  3.15663099+2.28969316e-03j]]"
-1081.2622715384634j,"[[ 0.84339122+2.24884427e-03j -0.41694056+4.15592438e-08j]
 [-0.4154161 +4.15576335e-08j  3.15660992+2.24905458e-03j]]"
-1080.892672402747j,"[[ 0.84338596+2.15730030e-03j -0.41695557+5.09471637e-08j]
 [-0.41543111+5.09456539e-08j  3.15661511+2.15765968e-03j]]"
-1080.5230732670304j,"[[ 0.84342799+2.12376603e-03j -0.41692064+8.14717678e-08j]
 [-0.41539618+8.14703349e-08j  3.15657302+2.12429020e-03j]]"
-1080.1534741313142j,"[[ 0.84340594+2.13799652e-03j -0.41687878+7.75071326e-08j]
 [-0.41535432+7.75060320e-08j  3.15659484+2.13850988e-03j]]"
-1079.7838749955977j,"[[ 0.84337547+2.10778349e-03j -0.41686939+4.44621845e-08j]
 [-0.41534493+4.44612309e-08j  3.15662521+2.10822432e-03j]]"
-1079.4142758598812j,"[[ 0.84341558+2.05194737e-03j -0.41685765+2.79817444e-08j]
 [-0.41533319+2.79808418e-08j  3.15658506+2.05242728e-03j]]"
-1079.0446767241647j,"[[ 0.8433679 +2.06437530e-03j -0.41684412-2.37323242e-09j]
 [-0.41531966-2.37409170e-09j  3.15663271+2.06473385e-03j]]"
-1078.6750775884484j,"[[ 0.84323569+2.08596395e-03j -0.41682476-6.76425391e-10j]
 [-0.4153003 -6.77414285e-10j  3.15676501+2.08620650e-03j]]"
-1078.3054784527321j,"[[ 0.84319216+2.14958868e-03j -0.41682775+1.28611195e-08j]
 [-0.41530329+1.28602615e-08j  3.15680845+2.14967031e-03j]]"
-1077.9358793170156j,"[[ 0.84318727+2.21738080e-03j -0.41686287+1.99115015e-08j]
 [-0.41533841+1.99108141e-08j  3.15681321+2.21749992e-03j]]"
-1077.5662801812991j,"[[ 0.84324622+2.21566753e-03j -0.41690039+2.48873972e-08j]
 [-0.41537592+2.48869459e-08j  3.1567541 +2.21580342e-03j]]"
-1077.1966810455826j,"[[ 0.84331736+2.19873552e-03j -0.41690447-1.00352735e-09j]
 [-0.41538001-1.00384291e-09j  3.15668286+2.19878073e-03j]]"
-1076.8270819098661j,"[[ 0.84331017+2.17627576e-03j -0.41688801-2.24356707e-08j]
 [-0.41536355-2.24359267e-08j  3.15669001+2.17622745e-03j]]"
-1076.4574827741496j,"[[ 0.84327557+2.16699787e-03j -0.41687766-2.63898182e-08j]
 [-0.4153532 -2.63902152e-08j  3.15672471+2.16697367e-03j]]"
-1076.0878836384334j,"[[ 0.84330276+2.11781066e-03j -0.4168826 -1.39287092e-08j]
 [-0.41535814-1.39290873e-08j  3.1566975 +2.11760989e-03j]]"
-1075.7182845027169j,"[[ 0.84332244+2.12500506e-03j -0.41689424-1.20425075e-08j]
 [-0.41536978-1.20428722e-08j  3.15667781+2.12470424e-03j]]"
-1075.3486853670004j,"[[ 0.84336289+2.09898785e-03j -0.41689432-8.51968645e-09j]
 [-0.41536986-8.52010338e-09j  3.15663741+2.09858196e-03j]]"
-1074.9790862312839j,"[[ 0.84345987+2.09438288e-03j -0.41686439+1.51419663e-08j]
 [-0.41533993+1.51414329e-08j  3.15654051+2.09395302e-03j]]"
-1074.6094870955674j,"[[ 0.84350942+2.13490670e-03j -0.41685433+1.51696774e-08j]
 [-0.41532987+1.51691819e-08j  3.15649093+2.13454307e-03j]]"
-1074.239887959851j,"[[ 0.84350091+2.08466532e-03j -0.41687486+2.48355390e-08j]
 [-0.4153504 +2.48348120e-08j  3.1564996 +2.08443826e-03j]]"
-1073.8702888241346j,"[[ 0.84343905+2.08633151e-03j -0.41689029+2.19850622e-08j]
 [-0.41536583+2.19843531e-08j  3.15656145+2.08614885e-03j]]"
-1073.500689688418j,"[[ 0.84336622+2.11276339e-03j -0.41691317+1.58895883e-08j]
 [-0.41538871+1.58888305e-08j  3.15663431+2.11252154e-03j]]"
-1073.1310905527016j,"[[ 0.8433762 +2.07510872e-03j -0.41691192+3.79580559e-08j]
 [-0.41538746+3.79571327e-08j  3.15662445+2.07484372e-03j]]"
-1072.761491416985j,"[[ 0.84340305+2.07667849e-03j -0.41689807+3.54302326e-08j]
 [-0.41537361+3.54292719e-08j  3.15659763+2.07633499e-03j]]"
-1072.3918922812686j,"[[ 0.84342193+2.05182344e-03j -0.41694754+2.81709928e-08j]
 [-0.41542308+2.81698539e-08j  3.15657887+2.05149978e-03j]]"
-1072.0222931455523j,"[[ 0.84346087+1.97217112e-03j -0.41697418+5.99016773e-08j]
 [-0.41544972+5.99003696e-08j  3.15654004+1.97188679e-03j]]"
-1071.6526940098358j,"[[ 0.84354709+1.91110991e-03j -0.41695694+9.85719489e-08j]
 [-0.41543248+9.85707176e-08j  3.15645378+1.91100267e-03j]]"
-1071.2830948741193j,"[[ 0.84360402+1.87714524e-03j -0.41693458+1.29334157e-07j]
 [-0.41541012+1.29333254e-07j  3.15639661+1.87721749e-03j]]"
-1070.913495738403j,"[[ 0.8435839 +1.84344945e-03j -0.41692355+1.36063956e-07j]
 [-0.41539909+1.36063257e-07j  3.15641659+1.84352541e-03j]]"
-1070.5438966026866j,"[[ 0.84353487+1.82077225e-03j -0.41695955+9.61547674e-08j]
 [-0.41543509+9.61541923e-08j  3.15646554+1.82064791e-03j]]"
-1070.1742974669703j,"[[ 0.84343846+1.75112840e-03j -0.41696264+6.28526324e-08j]
 [-0.41543818+6.28522054e-08j  3.15656184+1.75090378e-03j]]"
-1069.8046983312538j,"[[ 0.84330195+1.75088071e-03j -0.41694471+6.30800887e-08j]
 [-0.41542025+6.30795258e-08j  3.15669845+1.75068493e-03j]]"
-1069.4350991955373j,"[[ 0.84322052+1.75426552e-03j -0.41691302+5.05198656e-08j]
 [-0.41538856+5.05192859e-08j  3.15677988+1.75408782e-03j]]"
-1069.0655000598208j,"[[ 0.84318168+1.89402998e-03j -0.41690243+7.15503244e-09j]
 [-0.41537797+7.15461708e-09j  3.15681861+1.89387248e-03j]]"
-1068.6959009241043j,"[[ 0.84320119+1.95365182e-03j -0.41694701-8.75555648e-09j]
 [-0.41542255-8.75582918e-09j  3.156799  +1.95359471e-03j]]"
-1068.3263017883878j,"[[ 0.84327982+1.96816696e-03j -0.4169474 -3.81029894e-08j]
 [-0.41542294-3.81032688e-08j  3.15672037+1.96806835e-03j]]"
-1067.9567026526715j,"[[ 0.84335835+1.99326265e-03j -0.41692442-5.33770954e-08j]
 [-0.41539996-5.33776800e-08j  3.15664206+1.99320561e-03j]]"
-1067.587103516955j,"[[ 0.84330806+1.94724007e-03j -0.41689766-2.36785883e-08j]
 [-0.4153732 -2.36793500e-08j  3.15669247+1.94724554e-03j]]"
-1067.2175043812385j,"[[ 0.8432832 +1.93498135e-03j -0.41681701-2.07545525e-08j]
 [-0.41529255-2.07552934e-08j  3.15671732+1.93518804e-03j]]"
-1066.847905245522j,"[[ 0.84330386+2.03894957e-03j -0.41677293-2.38373542e-08j]
 [-0.41524847-2.38379766e-08j  3.15669658+2.03926695e-03j]]"
-1066.4783061098055j,"[[ 0.84337454+2.11479140e-03j -0.41675108-2.65275120e-08j]
 [-0.41522662-2.65279885e-08j  3.15662579+2.11510321e-03j]]"
-1066.1087069740893j,"[[ 0.84346395+2.09991912e-03j -0.41674322-4.24336350e-08j]
 [-0.41521876-4.24341080e-08j  3.15653638+2.10018568e-03j]]"
-1065.7391078383728j,"[[ 0.84352635+2.03752863e-03j -0.41675439-4.64495271e-08j]
 [-0.41522993-4.64500144e-08j  3.15647399+2.03789390e-03j]]"
-1065.3695087026563j,"[[ 0.84361635+2.00993656e-03j -0.41674623-6.07979496e-08j]
 [-0.41522177-6.07983607e-08j  3.15638394+2.01029393e-03j]]"
-1064.9999095669398j,"[[ 0.84369391+2.04911164e-03j -0.41676419-1.01041483e-07j]
 [-0.41523973-1.01041744e-07j  3.15630627+2.04942219e-03j]]"
-1064.6303104312233j,"[[ 0.84361207+2.05813131e-03j -0.41682039-1.36427658e-07j]
 [-0.41529593-1.36427926e-07j  3.15638812+2.05827778e-03j]]"
-1064.2607112955068j,"[[ 0.84351338+1.97099787e-03j -0.41685611-1.38352874e-07j]
 [-0.41533165-1.38353445e-07j  3.15648702+1.97096217e-03j]]"
-1063.8911121597905j,"[[ 0.84350389+1.89103590e-03j -0.4168598 -1.40452953e-07j]
 [-0.41533534-1.40453652e-07j  3.1564966 +1.89082872e-03j]]"
-1063.521513024074j,"[[ 0.84345084+1.90757007e-03j -0.416834  -1.58505114e-07j]
 [-0.41530954-1.58506115e-07j  3.15654986+1.90732881e-03j]]"
-1063.1519138883577j,"[[ 0.84340289+1.93653602e-03j -0.4168307 -1.30125943e-07j]
 [-0.41530624-1.30127131e-07j  3.15659794+1.93628229e-03j]]"
-1062.7823147526412j,"[[ 0.84338771+1.89433679e-03j -0.41684268-8.62254813e-08j]
 [-0.41531823-8.62266146e-08j  3.15661308+1.89412816e-03j]]"
-1062.4127156169247j,"[[ 0.84328079+1.91177665e-03j -0.41684621-8.23982767e-08j]
 [-0.41532175-8.23993872e-08j  3.15671998+1.91158875e-03j]]"
-1062.0431164812085j,"[[ 0.84327143+1.99931783e-03j -0.41683768-6.86689376e-08j]
 [-0.41531322-6.86699638e-08j  3.15672929+1.99920604e-03j]]"
-1061.673517345492j,"[[ 0.8433464 +2.09109989e-03j -0.41685846-6.71900411e-08j]
 [-0.415334  -6.71907641e-08j  3.1566541 +2.09101338e-03j]]"
-1061.3039182097755j,"[[ 0.84337061+2.05315549e-03j -0.41689971-8.69515500e-08j]
 [-0.41537525-8.69523119e-08j  3.15662992+2.05302373e-03j]]"
-1060.934319074059j,"[[ 0.84335415+2.03517836e-03j -0.4168924 -9.23325608e-08j]
 [-0.41536794-9.23333101e-08j  3.15664638+2.03504509e-03j]]"
-1060.5647199383425j,"[[ 0.84336379+2.05673771e-03j -0.41686762-1.00428711e-07j]
 [-0.41534316-1.00429410e-07j  3.1566367 +2.05651577e-03j]]"
-1060.195120802626j,"[[ 0.84333878+2.01694199e-03j -0.41687314-8.89715873e-08j]
 [-0.41534868-8.89723722e-08j  3.15666176+2.01664652e-03j]]"
-1059.8255216669097j,"[[ 0.84331766+1.93221250e-03j -0.41688387-7.73889770e-08j]
 [-0.41535941-7.73899566e-08j  3.15668302+1.93187978e-03j]]"
-1059.4559225311932j,"[[ 0.84327637+1.88063316e-03j -0.41685785-9.61281155e-08j]
 [-0.41533339-9.61291689e-08j  3.15672436+1.88043246e-03j]]"
-1059.0863233954767j,"[[ 0.84325951+1.90918527e-03j -0.41683668-1.37366004e-07j]
 [-0.41531222-1.37367264e-07j  3.15674136+1.90903000e-03j]]"
-1058.7167242597602j,"[[ 0.84322196+1.92261915e-03j -0.41685321-1.40474426e-07j]
 [-0.41532875-1.40475921e-07j  3.15677907+1.92251932e-03j]]"
-1058.3471251240437j,"[[ 0.8431834 +1.91560675e-03j -0.41686138-1.29668457e-07j]
 [-0.41533692-1.29670026e-07j  3.15681769+1.91554673e-03j]]"
-1057.9775259883274j,"[[ 0.84317994+1.88681017e-03j -0.41685209-1.42413240e-07j]
 [-0.41532763-1.42414971e-07j  3.15682126+1.88683582e-03j]]"
-1057.607926852611j,"[[ 0.8432121 +1.92432909e-03j -0.41682833-1.29315955e-07j]
 [-0.41530387-1.29317907e-07j  3.15678926+1.92439745e-03j]]"
-1057.2383277168944j,"[[ 0.84326981+1.95971968e-03j -0.41681363-1.17292871e-07j]
 [-0.41528917-1.17294886e-07j  3.15673159+1.95987890e-03j]]"
-1056.868728581178j,"[[ 0.84332859+2.02287782e-03j -0.4168372 -1.02256371e-07j]
 [-0.41531274-1.02258342e-07j  3.15667278+2.02311183e-03j]]"
-1056.4991294454614j,"[[ 0.84334777+2.06286041e-03j -0.41687011-5.43961148e-08j]
 [-0.41534565-5.43980772e-08j  3.15665359+2.06306998e-03j]]"
-1056.129530309745j,"[[ 0.84335633+2.10059202e-03j -0.41687785-3.70161298e-08j]
 [-0.41535339-3.70180062e-08j  3.15664497+2.10070729e-03j]]"
-1055.7599311740287j,"[[ 0.84340165+2.10426132e-03j -0.41687885-4.54915899e-08j]
 [-0.41535439-4.54935920e-08j  3.15659973+2.10446336e-03j]]"
-1055.3903320383124j,"[[ 0.84343921+2.07717135e-03j -0.41687055-1.15239772e-08j]
 [-0.41534608-1.15261051e-08j  3.15656227+2.07749525e-03j]]"
-1055.020732902596j,"[[ 0.84340029+1.99865033e-03j -0.41685086-8.52766378e-10j]
 [-0.4153264 -8.54713381e-10j  3.15660106+1.99916283e-03j]]"
-1054.6511337668794j,"[[ 0.84336039+1.94942449e-03j -0.41682916-2.16463726e-08j]
 [-0.4153047 -2.16480413e-08j  3.15664076+1.95002742e-03j]]"
-1054.281534631163j,"[[ 0.84333972+1.89960234e-03j -0.4168145 -1.96232426e-08j]
 [-0.41529004-1.96247049e-08j  3.15666129+1.90008998e-03j]]"
-1053.9119354954466j,"[[ 0.8432748 +1.84093637e-03j -0.41681341-1.62074438e-08j]
 [-0.41528895-1.62087961e-08j  3.15672613+1.84132147e-03j]]"
-1053.5423363597301j,"[[ 0.8432139 +1.85283810e-03j -0.41680049-2.85804109e-08j]
 [-0.41527603-2.85817523e-08j  3.15678702+1.85334774e-03j]]"
-1053.1727372240136j,"[[ 0.8431638 +1.94778020e-03j -0.41679571-1.33523775e-08j]
 [-0.41527125-1.33537273e-08j  3.15683713+1.94837847e-03j]]"
-1052.8031380882971j,"[[ 0.84314948+2.03569861e-03j -0.41683186+8.96558030e-09j]
 [-0.4153074 +8.96447957e-09j  3.15685128+2.03631853e-03j]]"
-1052.4335389525806j,"[[ 0.84311026+2.08628577e-03j -0.41688753+9.57095508e-09j]
 [-0.41536307+9.57009419e-09j  3.15689034+2.08676071e-03j]]"
-1052.0639398168641j,"[[ 0.84314749+2.14413396e-03j -0.41691432+7.25539620e-08j]
 [-0.41538986+7.25530887e-08j  3.15685311+2.14429181e-03j]]"
-1051.6943406811479j,"[[ 0.84320185+2.18031835e-03j -0.41691273+1.38813341e-07j]
 [-0.41538827+1.38812559e-07j  3.15679869+2.18034349e-03j]]"
-1051.3247415454314j,"[[ 0.84323582+2.16209964e-03j -0.41689321+1.39912491e-07j]
 [-0.41536875+1.39911762e-07j  3.15676468+2.16216951e-03j]]"
-1050.9551424097149j,"[[ 0.84331083+2.14253627e-03j -0.41688304+1.40135161e-07j]
 [-0.41535858+1.40134478e-07j  3.15668964+2.14270167e-03j]]"
-1050.5855432739984j,"[[ 0.84335289+2.12313691e-03j -0.41685802+1.67790413e-07j]
 [-0.41533356+1.67789729e-07j  3.15664758+2.12340282e-03j]]"
-1050.2159441382819j,"[[ 0.84334576+2.14727457e-03j -0.41681234+1.74418507e-07j]
 [-0.41528788+1.74417945e-07j  3.15665463+2.14756311e-03j]]"
-1049.8463450025656j,"[[ 0.84331367+2.17088071e-03j -0.41679872+1.77007187e-07j]
 [-0.41527426+1.77006578e-07j  3.15668675+2.17116823e-03j]]"
