iw_n,Sigma_iw_n
-545.713123885333j,"[[ 0.96286935+4.25202213e-03j -0.50571434-8.70126413e-08j]
 [-0.50263622-8.70298267e-08j  3.03713377+4.25116019e-03j]]"
-545.3435247496164j,"[[ 0.96289746+4.20191008e-03j -0.50570271-6.25222492e-08j]
 [-0.50262459-6.25404260e-08j  3.03710583+4.20095113e-03j]]"
-544.9739256139j,"[[ 0.96283332+4.15224496e-03j -0.50566758-6.09532898e-08j]
 [-0.50258946-6.09728217e-08j  3.0371702 +4.15121425e-03j]]"
-544.6043264781836j,"[[ 0.96274643+4.16834150e-03j -0.50571547-6.81386110e-08j]
 [-0.50263735-6.81592388e-08j  3.03725728+4.16737665e-03j]]"
-544.2347273424671j,"[[ 0.96277392+4.12393924e-03j -0.50575863-8.76837039e-08j]
 [-0.50268051-8.77054315e-08j  3.03722998+4.12311047e-03j]]"
-543.8651282067506j,"[[ 0.96279324+4.09034635e-03j -0.50572946-1.07423783e-07j]
 [-0.50265135-1.07446861e-07j  3.03721089+4.08965505e-03j]]"
-543.4955290710342j,"[[ 0.96281137+4.15314741e-03j -0.50571548-9.19889282e-08j]
 [-0.50263736-9.20129028e-08j  3.03719291+4.15263804e-03j]]"
-543.1259299353178j,"[[ 0.96277907+4.21383934e-03j -0.50575514-4.36348591e-08j]
 [-0.50267702-4.36595165e-08j  3.03722533+4.21353250e-03j]]"
-542.7563307996014j,"[[ 0.96270908+4.19416676e-03j -0.50577596+1.03751486e-08j]
 [-0.50269784+1.03505420e-08j  3.03729531+4.19409511e-03j]]"
-542.3867316638849j,"[[ 0.96264566+4.16053562e-03j -0.50573245+4.93414340e-08j]
 [-0.50265433+4.93171995e-08j  3.03735867+4.16063083e-03j]]"
-542.0171325281684j,"[[ 0.96257246+4.13696833e-03j -0.50565918+7.66574343e-08j]
 [-0.50258106+7.66339088e-08j  3.03743175+4.13723704e-03j]]"
-541.647533392452j,"[[ 0.96258029+4.16291732e-03j -0.50563283+1.01595838e-07j]
 [-0.50255471+1.01573140e-07j  3.03742377+4.16326954e-03j]]"
-541.2779342567355j,"[[ 0.96260086+4.22468823e-03j -0.50562655+1.17745086e-07j]
 [-0.50254843+1.17723152e-07j  3.03740306+4.22516220e-03j]]"
-540.908335121019j,"[[ 0.96256036+4.28418731e-03j -0.50562551+1.39069885e-07j]
 [-0.50254739+1.39049040e-07j  3.03744337+4.28474047e-03j]]"
-540.5387359853027j,"[[ 0.96248036+4.38799478e-03j -0.50562597+1.54889918e-07j]
 [-0.50254785+1.54870572e-07j  3.03752311+4.38858222e-03j]]"
-540.1691368495862j,"[[ 0.96245312+4.54615314e-03j -0.50567348+1.45326466e-07j]
 [-0.50259535+1.45308730e-07j  3.03755007+4.54671924e-03j]]"
-539.7995377138697j,"[[ 0.96251694+4.63588345e-03j -0.50574848+1.09296850e-07j]
 [-0.50267035+1.09280201e-07j  3.03748607+4.63644385e-03j]]"
-539.4299385781533j,"[[ 0.96259722+4.66139309e-03j -0.50577365+9.13369491e-08j]
 [-0.50269552+9.13206462e-08j  3.03740572+4.66183812e-03j]]"
-539.0603394424369j,"[[ 0.96263178+4.72348701e-03j -0.50577545+6.53341330e-08j]
 [-0.50269732+6.53180654e-08j  3.03737112+4.72382061e-03j]]"
-538.6907403067205j,"[[ 0.9627151 +4.71533614e-03j -0.50579393+4.37802707e-08j]
 [-0.5027158 +4.37646143e-08j  3.03728772+4.71553852e-03j]]"
-538.321141171004j,"[[ 0.96282048+4.65894253e-03j -0.50583332+1.08980992e-08j]
 [-0.5027552 +1.08833607e-08j  3.03718218+4.65893771e-03j]]"
-537.9515420352875j,"[[ 0.96291377+4.61206805e-03j -0.50588218-2.15176499e-08j]
 [-0.50280406-2.15322407e-08j  3.03708886+4.61181832e-03j]]"
-537.5819428995711j,"[[ 0.96301595+4.54985528e-03j -0.50590737-3.65043026e-08j]
 [-0.50282924-3.65190062e-08j  3.0369867 +4.54938669e-03j]]"
-537.2123437638546j,"[[ 0.96310655+4.49892754e-03j -0.50588159-6.58954191e-08j]
 [-0.50280346-6.59112404e-08j  3.03689629+4.49832785e-03j]]"
-536.8427446281381j,"[[ 0.9631384 +4.48496488e-03j -0.50588119-6.76925020e-08j]
 [-0.50280306-6.77097718e-08j  3.03686468+4.48431137e-03j]]"
-536.4731454924217j,"[[ 0.96311424+4.41513807e-03j -0.50591097-6.92603337e-08j]
 [-0.50283284-6.92784889e-08j  3.03688899+4.41442796e-03j]]"
-536.1035463567052j,"[[ 0.96307745+4.30368268e-03j -0.50590974-7.63578528e-08j]
 [-0.50283162-7.63764532e-08j  3.03692586+4.30293917e-03j]]"
-535.7339472209887j,"[[ 0.96306701+4.30201445e-03j -0.50588812-7.11410218e-08j]
 [-0.50281   -7.11600467e-08j  3.03693636+4.30126417e-03j]]"
-535.3643480852725j,"[[ 0.96304438+4.30695191e-03j -0.5058992 -1.15408499e-07j]
 [-0.50282107-1.15428268e-07j  3.03695911+4.30631380e-03j]]"
-534.994748949556j,"[[ 0.96296831+4.22786466e-03j -0.50592102-1.41776213e-07j]
 [-0.50284289-1.41797662e-07j  3.03703547+4.22735388e-03j]]"
-534.6251498138396j,"[[ 0.96295259+4.16611505e-03j -0.50592829-1.14661186e-07j]
 [-0.50285016-1.14684095e-07j  3.03705144+4.16570662e-03j]]"
-534.2555506781231j,"[[ 0.96298159+4.22456152e-03j -0.50593014-8.49830413e-08j]
 [-0.50285202-8.50072763e-08j  3.03702267+4.22422571e-03j]]"
-533.8859515424066j,"[[ 0.96302572+4.39633795e-03j -0.50592384-3.21166391e-08j]
 [-0.50284572-3.21415561e-08j  3.03697866+4.39611244e-03j]]"
-533.5163524066902j,"[[ 0.96305221+4.55338378e-03j -0.50595616+1.62995076e-08j]
 [-0.50287803+1.62746210e-08j  3.03695216+4.55334798e-03j]]"
-533.1467532709737j,"[[ 0.96297149+4.63568376e-03j -0.50595453+4.22205656e-08j]
 [-0.5028764 +4.21961591e-08j  3.03703279+4.63590081e-03j]]"
-532.7771541352572j,"[[ 0.96297032+4.65761028e-03j -0.50594958+6.73591846e-08j]
 [-0.50287145+6.73356281e-08j  3.03703382+4.65806240e-03j]]"
-532.4075549995408j,"[[ 0.96299273+4.65466298e-03j -0.5059622 +9.87599498e-08j]
 [-0.50288408+9.87371165e-08j  3.03701128+4.65529664e-03j]]"
-532.0379558638243j,"[[ 0.96300945+4.60289498e-03j -0.50598807+1.65619279e-07j]
 [-0.50290995+1.65597546e-07j  3.03699438+4.60360747e-03j]]"
-531.6683567281079j,"[[ 0.96307128+4.53945388e-03j -0.50596828+2.13296258e-07j]
 [-0.50289015+2.13276139e-07j  3.03693228+4.54019678e-03j]]"
-531.2987575923916j,"[[ 0.96305588+4.48324710e-03j -0.50594031+1.79501283e-07j]
 [-0.50286218+1.79483142e-07j  3.03694734+4.48403833e-03j]]"
-530.929158456675j,"[[ 0.96303617+4.43610394e-03j -0.50596847+1.26572928e-07j]
 [-0.50289035+1.26555910e-07j  3.03696685+4.43691488e-03j]]"
-530.5595593209587j,"[[ 0.96302527+4.43284283e-03j -0.50598764+9.89691191e-08j]
 [-0.50290952+9.89526274e-08j  3.03697766+4.43362746e-03j]]"
-530.1899601852422j,"[[ 0.9629836 +4.43870951e-03j -0.50600779+7.34013299e-08j]
 [-0.50292967+7.33853439e-08j  3.03701925+4.43934706e-03j]]"
-529.8203610495257j,"[[ 0.96287443+4.48830067e-03j -0.50601157+3.19519410e-08j]
 [-0.50293344+3.19367936e-08j  3.03712828+4.48878367e-03j]]"
-529.4507619138093j,"[[ 0.96281604+4.52872432e-03j -0.50600193-5.38610131e-09j]
 [-0.5029238 -5.40057681e-09j  3.03718655+4.52906280e-03j]]"
-529.0811627780928j,"[[ 0.96284235+4.52955920e-03j -0.50596998-1.06762981e-08j]
 [-0.50289185-1.06902039e-08j  3.03716014+4.52985565e-03j]]"
-528.7115636423763j,"[[ 0.96292696+4.56081451e-03j -0.5059674 -4.57490603e-08j]
 [-0.50288927-4.57620906e-08j  3.03707537+4.56114013e-03j]]"
-528.3419645066599j,"[[ 0.96292413+4.54133263e-03j -0.50596396-1.04738286e-07j]
 [-0.50288583-1.04751183e-07j  3.03707818+4.54152547e-03j]]"
-527.9723653709434j,"[[ 0.96288022+4.46923197e-03j -0.50596413-1.15089892e-07j]
 [-0.502886  -1.15103475e-07j  3.0371222 +4.46911423e-03j]]"
-527.602766235227j,"[[ 0.96289347+4.40883993e-03j -0.50596107-1.29077678e-07j]
 [-0.50288294-1.29092231e-07j  3.03710911+4.40846843e-03j]]"
-527.2331670995106j,"[[ 0.96293636+4.36897507e-03j -0.50594812-1.32199450e-07j]
 [-0.50286999-1.32215360e-07j  3.03706645+4.36836501e-03j]]"
-526.8635679637941j,"[[ 0.96293381+4.42852661e-03j -0.50595695-6.63946935e-08j]
 [-0.50287882-6.64119405e-08j  3.03706922+4.42779086e-03j]]"
-526.4939688280778j,"[[ 0.96299141+4.44718042e-03j -0.50598376-2.57979561e-08j]
 [-0.50290564-2.58155184e-08j  3.03701167+4.44637645e-03j]]"
-526.1243696923613j,"[[ 0.96304969+4.41258947e-03j -0.50600679-3.32266097e-08j]
 [-0.50292866-3.32445548e-08j  3.03695345+4.41170940e-03j]]"
-525.7547705566448j,"[[ 0.96309722+4.31633599e-03j -0.50600459-3.49855440e-08j]
 [-0.50292646-3.50038614e-08j  3.03690597+4.31531032e-03j]]"
-525.3851714209284j,"[[ 0.96304479+4.18569156e-03j -0.50599313-6.10493305e-08j]
 [-0.502915  -6.10682233e-08j  3.03695849+4.18462337e-03j]]"
-525.0155722852119j,"[[ 0.96301061+4.07004691e-03j -0.50601269-6.54784479e-08j]
 [-0.50293456-6.54985178e-08j  3.03699287+4.06903752e-03j]]"
-524.6459731494954j,"[[ 0.96300794+4.03099014e-03j -0.50605044-3.12250526e-08j]
 [-0.50297231-3.12462540e-08j  3.03699573+4.03016669e-03j]]"
-524.276374013779j,"[[ 0.96303169+3.96743460e-03j -0.50598284-1.92048358e-08j]
 [-0.50290471-1.92270799e-08j  3.03697215+3.96672930e-03j]]"
-523.9067748780626j,"[[ 0.96302197+4.06223129e-03j -0.50592984-1.57146093e-08j]
 [-0.50285172-1.57378350e-08j  3.03698203+4.06164771e-03j]]"
-523.5371757423461j,"[[ 0.96299537+4.09521920e-03j -0.50595238-1.33744803e-08j]
 [-0.50287425-1.33986211e-08j  3.03700878+4.09473387e-03j]]"
-523.1675766066297j,"[[ 0.96296057+4.14203127e-03j -0.50598981+4.37368160e-08j]
 [-0.50291168+4.37122214e-08j  3.03704366+4.14171689e-03j]]"
-522.7979774709132j,"[[ 0.96293523+4.13511797e-03j -0.50599497+7.78199170e-08j]
 [-0.50291685+7.77956659e-08j  3.03706894+4.13496713e-03j]]"
-522.4283783351968j,"[[ 0.96294059+4.20815857e-03j -0.50599687+1.10436137e-07j]
 [-0.50291874+1.10412117e-07j  3.03706354+4.20815569e-03j]]"
-522.0587791994803j,"[[ 0.9629981 +4.28085819e-03j -0.50601301+1.34219478e-07j]
 [-0.50293489+1.34196061e-07j  3.03700592+4.28095121e-03j]]"
-521.6891800637638j,"[[ 0.96301542+4.37761094e-03j -0.50597646+1.25770582e-07j]
 [-0.50289833+1.25747354e-07j  3.03698857+4.37780950e-03j]]"
-521.3195809280475j,"[[ 0.96294368+4.42199200e-03j -0.50595851+1.27610331e-07j]
 [-0.50288038+1.27587818e-07j  3.03706019+4.42231975e-03j]]"
-520.949981792331j,"[[ 0.96295162+4.49631251e-03j -0.50592519+1.29511090e-07j]
 [-0.50284706+1.29490179e-07j  3.03705199+4.49676993e-03j]]"
-520.5803826566145j,"[[ 0.96300349+4.54335102e-03j -0.50589082+1.05573259e-07j]
 [-0.50281269+1.05553717e-07j  3.03699989+4.54384122e-03j]]"
-520.2107835208981j,"[[ 0.96304538+4.59370685e-03j -0.50588634+5.87116465e-08j]
 [-0.50280821+5.86930537e-08j  3.03695784+4.59417370e-03j]]"
-519.8411843851817j,"[[ 0.96308143+4.60624025e-03j -0.50592453+2.11178237e-08j]
 [-0.5028464 +2.10993550e-08j  3.03692177+4.60662162e-03j]]"
-519.4715852494652j,"[[ 0.96315899+4.43094789e-03j -0.50594533-6.10427595e-09j]
 [-0.5028672 -6.12253864e-09j  3.03684417+4.43122114e-03j]]"
-519.1019861137488j,"[[ 0.9631776 +4.24147676e-03j -0.50591867-3.37325839e-08j]
 [-0.50284055-3.37504763e-08j  3.0368255 +4.24167139e-03j]]"
-518.7323869780323j,"[[ 0.96315098+4.11943559e-03j -0.50587613-6.67807716e-08j]
 [-0.50279801-6.67979964e-08j  3.036852  +4.11962492e-03j]]"
-518.3627878423158j,"[[ 0.96312483+4.10638608e-03j -0.50585669-9.62506226e-08j]
 [-0.50277857-9.62676651e-08j  3.03687812+4.10651344e-03j]]"
-517.9931887065994j,"[[ 0.96305364+4.12675457e-03j -0.50584664-1.14874745e-07j]
 [-0.50276852-1.14891706e-07j  3.03694929+4.12676656e-03j]]"
-517.6235895708829j,"[[ 0.96301377+4.04422845e-03j -0.50585091-1.38524301e-07j]
 [-0.50277279-1.38541429e-07j  3.03698919+4.04405647e-03j]]"
-517.2539904351665j,"[[ 0.96297796+3.90180834e-03j -0.5058335 -1.52823180e-07j]
 [-0.50275538-1.52841117e-07j  3.03702513+3.90146517e-03j]]"
-516.88439129945j,"[[ 0.96294345+3.79875041e-03j -0.5057696 -1.45814621e-07j]
 [-0.50269148-1.45833784e-07j  3.03705984+3.79837035e-03j]]"
-516.5147921637335j,"[[ 0.96285505+3.86531694e-03j -0.50573611-1.36186787e-07j]
 [-0.50265799-1.36206443e-07j  3.03714831+3.86497132e-03j]]"
-516.1451930280173j,"[[ 0.96281655+3.85932595e-03j -0.5057575 -1.19947340e-07j]
 [-0.50267938-1.19967392e-07j  3.03718688+3.85895200e-03j]]"
-515.7755938923008j,"[[ 0.96274744+3.84799788e-03j -0.5057274 -9.21428017e-08j]
 [-0.50264928-9.21630636e-08j  3.03725602+3.84752269e-03j]]"
-515.4059947565843j,"[[ 0.96273074+3.96400740e-03j -0.50562477-7.79816178e-08j]
 [-0.50254665-7.80022612e-08j  3.03727278+3.96343808e-03j]]"
-515.0363956208679j,"[[ 0.96280156+4.17071383e-03j -0.50560238-5.40400314e-08j]
 [-0.50252426-5.40612406e-08j  3.03720205+4.17005012e-03j]]"
-514.6667964851514j,"[[ 0.96282841+4.29115162e-03j -0.50566235-2.09212331e-08j]
 [-0.50258422-2.09429771e-08j  3.03717529+4.29053552e-03j]]"
-514.2971973494349j,"[[ 0.96283035+4.30136381e-03j -0.50568803+2.62687079e-09j]
 [-0.5026099 +2.60523312e-09j  3.03717332+4.30084773e-03j]]"
-513.9275982137185j,"[[ 0.96281015+4.24860938e-03j -0.50569351+4.11583558e-08j]
 [-0.50261538+4.11365067e-08j  3.03719355+4.24820635e-03j]]"
-513.557999078002j,"[[ 0.96280973+4.20842206e-03j -0.5056838 +9.65689805e-08j]
 [-0.50260567+9.65469668e-08j  3.037194  +4.20807989e-03j]]"
-513.1883999422856j,"[[ 0.96271103+4.17812380e-03j -0.50561412+1.31173977e-07j]
 [-0.50253599+1.31151809e-07j  3.03729272+4.17789305e-03j]]"
-512.8188008065691j,"[[ 0.96263843+4.21962179e-03j -0.50553167+1.45239218e-07j]
 [-0.50245355+1.45217603e-07j  3.03736524+4.21945432e-03j]]"
-512.4492016708527j,"[[ 0.96267076+4.33273777e-03j -0.50548031+1.38729900e-07j]
 [-0.50240218+1.38708732e-07j  3.03733283+4.33256518e-03j]]"
-512.0796025351364j,"[[ 0.9627729 +4.51243076e-03j -0.50547964+1.02153131e-07j]
 [-0.50240151+1.02132364e-07j  3.03723061+4.51222840e-03j]]"
-511.7100033994198j,"[[ 0.96277694+4.61899792e-03j -0.50548127+8.82250853e-08j]
 [-0.50240314+8.82041283e-08j  3.03722661+4.61878307e-03j]]"
-511.34040426370336j,"[[ 0.96271867+4.80647679e-03j -0.50549569+1.20373147e-07j]
 [-0.50241755+1.20351879e-07j  3.03728492+4.80628314e-03j]]"
-510.970805127987j,"[[ 0.96272849+4.95411627e-03j -0.50555416+1.32086842e-07j]
 [-0.50247602+1.32065638e-07j  3.0372751 +4.95406934e-03j]]"
-510.6012059922705j,"[[ 0.9628072 +5.00050633e-03j -0.50560607+1.25165217e-07j]
 [-0.50252793+1.25144770e-07j  3.03719627+5.00058703e-03j]]"
-510.231606856554j,"[[ 0.96286594+5.01312729e-03j -0.50562328+1.23634623e-07j]
 [-0.50254514+1.23614917e-07j  3.03713741+5.01321813e-03j]]"
-509.8620077208376j,"[[ 0.96290634+4.93915592e-03j -0.50563712+1.21849972e-07j]
 [-0.50255898+1.21830866e-07j  3.0370969 +4.93920364e-03j]]"
-509.49240858512115j,"[[ 0.96284374+4.91258175e-03j -0.50569752+1.04834791e-07j]
 [-0.50261938+1.04815812e-07j  3.03715948+4.91264412e-03j]]"
-509.12280944940477j,"[[ 0.96287453+4.93016256e-03j -0.50577696+9.13115707e-08j]
 [-0.50269882+9.12925352e-08j  3.0371287 +4.93024409e-03j]]"
-508.75321031368827j,"[[ 0.9629462 +4.96272734e-03j -0.50578994+6.79673229e-08j]
 [-0.5027118 +6.79488510e-08j  3.03705693+4.96286225e-03j]]"
-508.3836111779718j,"[[ 0.96289132+4.99358749e-03j -0.50582205+1.95734807e-08j]
 [-0.50274391+1.95553750e-08j  3.03711174+4.99375374e-03j]]"
-508.0140120422554j,"[[ 0.96277583+5.03324448e-03j -0.50587386-2.68689487e-08j]
 [-0.50279572-2.68869249e-08j  3.03722722+5.03337862e-03j]]"
-507.64441290653895j,"[[ 0.96281651+5.04488933e-03j -0.50590749-7.13132812e-08j]
 [-0.50282935-7.13314146e-08j  3.03718655+5.04495922e-03j]]"
-507.27481377082245j,"[[ 0.96293712+4.98746969e-03j -0.50592758-1.18029298e-07j]
 [-0.50284944-1.18047515e-07j  3.03706595+4.98746954e-03j]]"
-506.90521463510606j,"[[ 0.96295226+4.91897105e-03j -0.50596416-1.74631865e-07j]
 [-0.50288602-1.74650285e-07j  3.03705085+4.91894460e-03j]]"
-506.53561549938956j,"[[ 0.96292681+4.75000148e-03j -0.50600624-2.03815529e-07j]
 [-0.5029281 -2.03834308e-07j  3.03707635+4.75002102e-03j]]"
-506.16601636367307j,"[[ 0.96295291+4.60030600e-03j -0.50604083-1.85869441e-07j]
 [-0.50296269-1.85889097e-07j  3.03705039+4.60031670e-03j]]"
-505.7964172279567j,"[[ 0.96290733+4.51801141e-03j -0.50607717-1.58524427e-07j]
 [-0.50299904-1.58544675e-07j  3.03709606+4.51799130e-03j]]"
-505.42681809224024j,"[[ 0.96290037+4.50570332e-03j -0.50607036-1.49968569e-07j]
 [-0.50299222-1.49989667e-07j  3.03710316+4.50562484e-03j]]"
-505.05721895652385j,"[[ 0.96291271+4.50782847e-03j -0.50603618-1.19220228e-07j]
 [-0.50295805-1.19242364e-07j  3.03709099+4.50773840e-03j]]"
-504.68761982080736j,"[[ 0.96296668+4.45133546e-03j -0.5060646 -6.55543877e-08j]
 [-0.50298647-6.55773315e-08j  3.03703714+4.45126144e-03j]]"
-504.31802068509086j,"[[ 0.96294875+4.43393632e-03j -0.50608741-2.61195174e-08j]
 [-0.50300928-2.61428634e-08j  3.03705514+4.43392285e-03j]]"
-503.9484215493745j,"[[ 0.96295303+4.44264683e-03j -0.50603632-7.95572845e-09j]
 [-0.50295819-7.97944361e-09j  3.03705092+4.44266574e-03j]]"
-503.57882241365803j,"[[ 0.96296762+4.43079731e-03j -0.50598136+7.06645706e-09j]
 [-0.50290323+7.04274701e-09j  3.03703632+4.43083101e-03j]]"
-503.20922327794153j,"[[ 0.9629903 +4.45264753e-03j -0.5059488 +8.35727475e-09j]
 [-0.50287067+8.33363784e-09j  3.03701363+4.45269474e-03j]]"
-502.83962414222515j,"[[ 0.96300523+4.50792088e-03j -0.50600892+6.23522623e-08j]
 [-0.50293079+6.23287204e-08j  3.03699868+4.50794899e-03j]]"
-502.47002500650865j,"[[ 0.96301379+4.37674907e-03j -0.50607782+1.35878979e-07j]
 [-0.50299968+1.35856593e-07j  3.03698993+4.37676690e-03j]]"
-502.10042587079215j,"[[ 0.96297357+4.28111933e-03j -0.50606634+1.24926573e-07j]
 [-0.50298821+1.24905172e-07j  3.03702999+4.28109077e-03j]]"
-501.7308267350758j,"[[ 0.96293254+4.23491488e-03j -0.50600807+9.96184080e-08j]
 [-0.50292994+9.95965711e-08j  3.0370711 +4.23485992e-03j]]"
-501.3612275993593j,"[[ 0.96292698+4.30805118e-03j -0.50596199+1.08061131e-07j]
 [-0.50288386+1.08039654e-07j  3.03707659+4.30797788e-03j]]"
-500.99162846364294j,"[[ 0.96290386+4.37788349e-03j -0.50597747+1.07861460e-07j]
 [-0.50289934+1.07840847e-07j  3.03709958+4.37779474e-03j]]"
-500.62202932792644j,"[[ 0.96280832+4.50571979e-03j -0.50599066+8.46813111e-08j]
 [-0.50291253+8.46618673e-08j  3.03719492+4.50560923e-03j]]"
-500.25243019220994j,"[[ 0.96277128+4.62151434e-03j -0.50600157+3.57959183e-08j]
 [-0.50292344+3.57766956e-08j  3.03723193+4.62134941e-03j]]"
-499.8828310564936j,"[[ 0.96272419+4.66728239e-03j -0.50602054+2.00217777e-08j]
 [-0.50294241+2.00021741e-08j  3.03727907+4.66698867e-03j]]"
-499.5132319207771j,"[[ 0.96266429+4.77684164e-03j -0.5060402 +3.26019379e-08j]
 [-0.50296206+3.25817402e-08j  3.03733906+4.77648243e-03j]]"
-499.1436327850606j,"[[ 0.96260731+4.84041176e-03j -0.50604349+3.75661783e-08j]
 [-0.50296535+3.75458188e-08j  3.03739606+4.84003166e-03j]]"
-498.77403364934423j,"[[ 0.96260496+4.93026698e-03j -0.50603977+5.26062329e-08j]
 [-0.50296163+5.25864869e-08j  3.03739831+4.92988403e-03j]]"
-498.40443451362773j,"[[ 0.96264232+5.00648344e-03j -0.50605384+3.95861233e-08j]
 [-0.5029757 +3.95673200e-08j  3.03736079+5.00604402e-03j]]"
-498.0348353779113j,"[[ 0.96261574+5.03478482e-03j -0.50609252+1.85456451e-08j]
 [-0.50301438+1.85268851e-08j  3.03738736+5.03426878e-03j]]"
-497.6652362421949j,"[[ 0.96259691+5.09076794e-03j -0.50615472+4.57789823e-10j]
 [-0.50307657+4.38712720e-10j  3.03740624+5.09017241e-03j]]"
-497.2956371064784j,"[[ 0.9625953 +5.07668342e-03j -0.50618297-8.61179664e-09j]
 [-0.50310483-8.63189106e-09j  3.03740801+5.07602995e-03j]]"
-496.926037970762j,"[[ 0.96262289+5.09669635e-03j -0.50619277-2.22467730e-08j]
 [-0.50311463-2.22674841e-08j  3.03738051+5.09603336e-03j]]"
-496.5564388350455j,"[[ 0.96275708+5.12860604e-03j -0.50622252-4.97434265e-08j]
 [-0.50314438-4.97643673e-08j  3.03724635+5.12798739e-03j]]"
-496.1868396993291j,"[[ 0.96287977+5.08101946e-03j -0.50626229-7.63653353e-08j]
 [-0.50318414-7.63865880e-08j  3.03712371+5.08051665e-03j]]"
-495.8172405636127j,"[[ 0.96292567+4.92852765e-03j -0.50624723-9.12552676e-08j]
 [-0.50316909-9.12769399e-08j  3.03707787+4.92818170e-03j]]"
-495.4476414278962j,"[[ 0.96289665+4.84614859e-03j -0.50620777-8.34748408e-08j]
 [-0.50312963-8.34969654e-08j  3.03710696+4.84599914e-03j]]"
-495.0780422921797j,"[[ 0.96280909+4.83796695e-03j -0.50621474-3.56319509e-08j]
 [-0.5031366 -3.56544520e-08j  3.03719459+4.83788672e-03j]]"
-494.7084431564633j,"[[ 0.96277453+4.82380692e-03j -0.50619712+5.14184982e-10j]
 [-0.50311897+4.91789553e-10j  3.03722913+4.82376048e-03j]]"
