iw_n,Sigma_iw_n
-1102.6990214100174j,"[[ 1.65001399+2.03804960e-03j -0.9978872 -7.23314098e-08j]
 [-0.99657864-7.23311182e-08j  2.34998577+2.03802908e-03j]]"
-1102.329422274301j,"[[ 1.64998228+2.04960605e-03j -0.99780802-5.33259577e-08j]
 [-0.99649947-5.33256881e-08j  2.35001749+2.04967347e-03j]]"
-1101.9598231385844j,"[[ 1.65001544+2.03810962e-03j -0.99774977+6.81036110e-09j]
 [-0.99644122+6.81071145e-09j  2.34998426+2.03823388e-03j]]"
-1101.5902240028681j,"[[ 1.65007582+2.00380880e-03j -0.99769655+7.45800409e-08j]
 [-0.99638799+7.45805766e-08j  2.34992373+2.00398788e-03j]]"
-1101.2206248671516j,"[[ 1.65008739+1.99547481e-03j -0.99764583+9.51089420e-08j]
 [-0.99633727+9.51096633e-08j  2.34991201+1.99571438e-03j]]"
-1100.8510257314351j,"[[ 1.65006817+2.03369106e-03j -0.99762621+4.75451452e-08j]
 [-0.99631766+4.75459864e-08j  2.34993112+2.03394957e-03j]]"
-1100.4814265957189j,"[[ 1.65000995+2.09881819e-03j -0.9976154 -3.09945929e-08j]
 [-0.99630685-3.09937644e-08j  2.34998935+2.09902872e-03j]]"
-1100.1118274600024j,"[[ 1.64993482+2.19911727e-03j -0.99759499-8.24134544e-08j]
 [-0.99628644-8.24127857e-08j  2.35006461+2.19931274e-03j]]"
-1099.7422283242859j,"[[ 1.64991714+2.27890921e-03j -0.99760244-9.56127112e-08j]
 [-0.99629389-9.56122068e-08j  2.35008244+2.27913602e-03j]]"
-1099.3726291885694j,"[[ 1.64997381+2.30396317e-03j -0.99763701-8.97663558e-08j]
 [-0.99632846-8.97659934e-08j  2.35002588+2.30427319e-03j]]"
-1099.0030300528529j,"[[ 1.6500408 +2.29870730e-03j -0.99768391-5.70373987e-08j]
 [-0.99637536-5.70370953e-08j  2.34995894+2.29915271e-03j]]"
-1098.6334309171366j,"[[ 1.65008398+2.28306267e-03j -0.99771846-5.09441037e-08j]
 [-0.99640991-5.09437914e-08j  2.34991576+2.28354947e-03j]]"
-1098.26383178142j,"[[ 1.65011199+2.24261082e-03j -0.9977287 -7.06866344e-08j]
 [-0.99642015-7.06862936e-08j  2.34988772+2.24301597e-03j]]"
-1097.8942326457036j,"[[ 1.65011291+2.15804933e-03j -0.99771585-1.03377022e-07j]
 [-0.9964073 -1.03376659e-07j  2.34988678+2.15834173e-03j]]"
-1097.524633509987j,"[[ 1.650097  +2.12655938e-03j -0.99767952-1.08000721e-07j]
 [-0.99637097-1.08000384e-07j  2.34990271+2.12675739e-03j]]"
-1097.1550343742706j,"[[ 1.65011104+2.17043832e-03j -0.99767295-5.98164814e-08j]
 [-0.9963644 -5.98162281e-08j  2.34988874+2.17054064e-03j]]"
-1096.785435238554j,"[[ 1.65014687+2.22669072e-03j -0.99772216+1.94486489e-08j]
 [-0.99641361+1.94487841e-08j  2.34985301+2.22667967e-03j]]"
-1096.4158361028378j,"[[ 1.65016795+2.20416412e-03j -0.99779282+8.48522301e-08j]
 [-0.99648427+8.48522871e-08j  2.349832  +2.20407261e-03j]]"
-1096.0462369671213j,"[[ 1.65013792+2.09577904e-03j -0.997825  +1.25582610e-07j]
 [-0.99651645+1.25582701e-07j  2.349862  +2.09566917e-03j]]"
-1095.6766378314048j,"[[ 1.65010471+1.96294543e-03j -0.99778154+1.23813874e-07j]
 [-0.99647298+1.23814116e-07j  2.34989509+1.96284520e-03j]]"
-1095.3070386956883j,"[[ 1.65008231+1.86994589e-03j -0.9976704 +1.01133303e-07j]
 [-0.99636185+1.01133673e-07j  2.34991738+1.86987950e-03j]]"
-1094.9374395599718j,"[[ 1.65004256+1.85901596e-03j -0.99755961+8.96287668e-08j]
 [-0.99625106+8.96291925e-08j  2.34995708+1.85901880e-03j]]"
-1094.5678404242556j,"[[ 1.65001352+1.93964691e-03j -0.99751635+9.25719212e-08j]
 [-0.9962078 +9.25724013e-08j  2.34998608+1.93967792e-03j]]"
-1094.198241288539j,"[[ 1.65003377+2.03590063e-03j -0.99754555+1.06743618e-07j]
 [-0.99623699+1.06744206e-07j  2.34996574+2.03588202e-03j]]"
-1093.8286421528228j,"[[ 1.65006607+2.10020489e-03j -0.99757789+1.36858272e-07j]
 [-0.99626934+1.36858961e-07j  2.34993335+2.10016191e-03j]]"
-1093.4590430171063j,"[[ 1.65007458+2.11859810e-03j -0.99759347+1.68640673e-07j]
 [-0.99628492+1.68641455e-07j  2.34992476+2.11861770e-03j]]"
-1093.0894438813898j,"[[ 1.6500611 +2.08347014e-03j -0.99756096+1.73263752e-07j]
 [-0.99625241+1.73264597e-07j  2.3499382 +2.08361963e-03j]]"
-1092.7198447456733j,"[[ 1.65004664+2.03737320e-03j -0.9974951 +1.39524878e-07j]
 [-0.99618654+1.39525749e-07j  2.34995263+2.03762962e-03j]]"
-1092.350245609957j,"[[ 1.6499997 +2.00270898e-03j -0.99746385+7.15735170e-08j]
 [-0.9961553 +7.15743297e-08j  2.34999962+2.00301251e-03j]]"
-1091.9806464742405j,"[[ 1.64993123+2.00622912e-03j -0.9974527 +1.34679463e-08j]
 [-0.99614415+1.34686468e-08j  2.35006819+2.00648572e-03j]]"
-1091.611047338524j,"[[ 1.64987438+2.06809147e-03j -0.99742266+8.84719285e-09j]
 [-0.99611411+8.84780364e-09j  2.35012512+2.06829374e-03j]]"
-1091.2414482028075j,"[[ 1.64982504+2.18686107e-03j -0.9974113 +2.66290537e-08j]
 [-0.99610275+2.66297366e-08j  2.35017439+2.18710584e-03j]]"
-1090.871849067091j,"[[ 1.64979147+2.30403093e-03j -0.99748322+1.71516321e-08j]
 [-0.99617466+1.71524475e-08j  2.35020785+2.30433008e-03j]]"
-1090.5022499313748j,"[[ 1.64977909+2.37263929e-03j -0.99761057-2.76540679e-08j]
 [-0.99630202-2.76532591e-08j  2.35022024+2.37285930e-03j]]"
-1090.1326507956583j,"[[ 1.6498003 +2.38771911e-03j -0.99771479-6.89110728e-08j]
 [-0.99640623-6.89103936e-08j  2.35019913+2.38780644e-03j]]"
-1089.7630516599418j,"[[ 1.64987173+2.35779629e-03j -0.99774992-8.77560620e-08j]
 [-0.99644136-8.77555161e-08j  2.35012781+2.35781975e-03j]]"
-1089.3934525242253j,"[[ 1.64997011+2.31593404e-03j -0.99774529-1.02364686e-07j]
 [-0.99643674-1.02364270e-07j  2.35002955+2.31593743e-03j]]"
-1089.0238533885088j,"[[ 1.6500536 +2.27943977e-03j -0.99772838-8.98859331e-08j]
 [-0.99641983-8.98855958e-08j  2.34994612+2.27949216e-03j]]"
-1088.6542542527923j,"[[ 1.65012326+2.28124880e-03j -0.99771735-4.41786581e-08j]
 [-0.9964088 -4.41783465e-08j  2.34987648+2.28141758e-03j]]"
-1088.284655117076j,"[[ 1.65016365+2.30921681e-03j -0.99774959+1.23530970e-08j]
 [-0.99644104+1.23533606e-08j  2.34983613+2.30948380e-03j]]"
-1087.9150559813595j,"[[ 1.65019099+2.34139107e-03j -0.99782696+5.73694234e-08j]
 [-0.9965184 +5.73696685e-08j  2.34980881+2.34167717e-03j]]"
-1087.545456845643j,"[[ 1.65020373+2.33592110e-03j -0.9979094 +1.09815671e-07j]
 [-0.99660085+1.09815978e-07j  2.34979602+2.33617942e-03j]]"
-1087.1758577099265j,"[[ 1.6501719 +2.27456483e-03j -0.99795252+1.68223226e-07j]
 [-0.99664396+1.68223721e-07j  2.34982769+2.27483614e-03j]]"
-1086.80625857421j,"[[ 1.65009394+2.21181189e-03j -0.99794482+1.98584454e-07j]
 [-0.99663626+1.98585191e-07j  2.34990544+2.21218726e-03j]]"
-1086.4366594384937j,"[[ 1.65000761+2.21085123e-03j -0.99791115+2.13895198e-07j]
 [-0.9966026 +2.13896071e-07j  2.34999167+2.21131630e-03j]]"
-1086.0670603027775j,"[[ 1.64996303+2.22406885e-03j -0.99785658+2.32354256e-07j]
 [-0.99654802+2.32355105e-07j  2.35003626+2.22451831e-03j]]"
-1085.697461167061j,"[[ 1.64994955+2.23361354e-03j -0.99780148+2.46459235e-07j]
 [-0.99649292+2.46459996e-07j  2.35004982+2.23398360e-03j]]"
-1085.3278620313445j,"[[ 1.64992119+2.22923191e-03j -0.99778876+2.44985995e-07j]
 [-0.9964802 +2.44986789e-07j  2.35007815+2.22952642e-03j]]"
-1084.958262895628j,"[[ 1.64990689+2.23210838e-03j -0.99781043+2.14447292e-07j]
 [-0.99650187+2.14448206e-07j  2.35009236+2.23238369e-03j]]"
-1084.5886637599115j,"[[ 1.64995234+2.26098614e-03j -0.99784298+2.00892273e-07j]
 [-0.99653443+2.00893274e-07j  2.35004683+2.26127169e-03j]]"
-1084.2190646241952j,"[[ 1.65002759+2.26566486e-03j -0.99787718+2.02653444e-07j]
 [-0.99656862+2.02654523e-07j  2.34997152+2.26592283e-03j]]"
-1083.8494654884787j,"[[ 1.6500401 +2.24739475e-03j -0.99790452+1.62123826e-07j]
 [-0.99659596+1.62124958e-07j  2.34995896+2.24758309e-03j]]"
-1083.4798663527622j,"[[ 1.64997559+2.27953254e-03j -0.99792687+7.80506047e-08j]
 [-0.99661832+7.80517253e-08j  2.35002348+2.27967685e-03j]]"
-1083.1102672170457j,"[[ 1.64990289+2.36399382e-03j -0.99795857+2.12977876e-08j]
 [-0.99665002+2.12988394e-08j  2.35009624+2.36409126e-03j]]"
-1082.7406680813292j,"[[ 1.64987551+2.43014277e-03j -0.99802142-1.33774462e-09j]
 [-0.99671287-1.33671788e-09j  2.35012364+2.43020582e-03j]]"
-1082.371068945613j,"[[ 1.64986514+2.44766168e-03j -0.99809132-1.16998320e-08j]
 [-0.99678277-1.16988697e-08j  2.35013407+2.44769701e-03j]]"
-1082.0014698098964j,"[[ 1.64988658+2.43198296e-03j -0.99811414+9.40538049e-09j]
 [-0.99680558+9.40623361e-09j  2.35011272+2.43199379e-03j]]"
-1081.63187067418j,"[[ 1.64994942+2.40733584e-03j -0.99810893+6.00479029e-08j]
 [-0.99680038+6.00486808e-08j  2.35004994+2.40737549e-03j]]"
-1081.2622715384634j,"[[ 1.65001519+2.40735880e-03j -0.99812103+1.28321839e-07j]
 [-0.99681247+1.28322700e-07j  2.3499841 +2.40740770e-03j]]"
-1080.892672402747j,"[[ 1.65004295+2.42686656e-03j -0.99817397+1.56847414e-07j]
 [-0.99686542+1.56848535e-07j  2.34995613+2.42682040e-03j]]"
-1080.5230732670304j,"[[ 1.65000408+2.42513105e-03j -0.99822159+1.35023185e-07j]
 [-0.99691303+1.35024551e-07j  2.34999479+2.42497086e-03j]]"
-1080.1534741313142j,"[[ 1.64995045+2.37423487e-03j -0.99821944+1.29695458e-07j]
 [-0.99691088+1.29696878e-07j  2.35004838+2.37401193e-03j]]"
-1079.7838749955977j,"[[ 1.64994119+2.30727264e-03j -0.99821427+1.46467689e-07j]
 [-0.99690572+1.46469107e-07j  2.35005764+2.30703465e-03j]]"
-1079.4142758598812j,"[[ 1.64996634+2.25671846e-03j -0.99823343+1.24290959e-07j]
 [-0.99692488+1.24292388e-07j  2.35003248+2.25649161e-03j]]"
-1079.0446767241647j,"[[ 1.64995415+2.21927172e-03j -0.99827065+9.31869747e-08j]
 [-0.9969621 +9.31884121e-08j  2.35004466+2.21908948e-03j]]"
-1078.6750775884484j,"[[ 1.649924  +2.19183646e-03j -0.99827813+6.90056398e-08j]
 [-0.99696957+6.90071270e-08j  2.35007477+2.19174061e-03j]]"
-1078.3054784527321j,"[[ 1.6499114 +2.17358580e-03j -0.99821159+4.46777535e-08j]
 [-0.99690303+4.46792544e-08j  2.35008737+2.17362920e-03j]]"
-1077.9358793170156j,"[[ 1.64991218+2.17948324e-03j -0.9980928 +2.83141719e-08j]
 [-0.99678425+2.83154918e-08j  2.35008673+2.17964398e-03j]]"
-1077.5662801812991j,"[[ 1.64997301+2.22682827e-03j -0.998005  +2.34149032e-08j]
 [-0.99669645+2.34159623e-08j  2.35002612+2.22700129e-03j]]"
-1077.1966810455826j,"[[ 1.65007071+2.24982082e-03j -0.99800328+2.19546651e-08j]
 [-0.99669473+2.19555233e-08j  2.34992859+2.24989551e-03j]]"
-1076.8270819098661j,"[[ 1.65012284+2.21707972e-03j -0.99802825+1.15558048e-08j]
 [-0.9967197 +1.15565354e-08j  2.34987656+2.21702320e-03j]]"
-1076.4574827741496j,"[[ 1.65016501+2.19934536e-03j -0.99801636-2.39970004e-08j]
 [-0.99670781-2.39963185e-08j  2.34983443+2.19923405e-03j]]"
-1076.0878836384334j,"[[ 1.65018824+2.24346026e-03j -0.99798777-6.79528211e-08j]
 [-0.99667922-6.79521581e-08j  2.34981121+2.24336612e-03j]]"
-1075.7182845027169j,"[[ 1.65019042+2.34176406e-03j -0.9980007 -1.01105603e-07j]
 [-0.99669215-1.01104944e-07j  2.34980903+2.34164919e-03j]]"
-1075.3486853670004j,"[[ 1.65015645+2.45409022e-03j -0.99808369-1.21391750e-07j]
 [-0.99677513-1.21391033e-07j  2.34984296+2.45386147e-03j]]"
-1074.9790862312839j,"[[ 1.65012028+2.50367344e-03j -0.99820628-1.16205324e-07j]
 [-0.99689773-1.16204562e-07j  2.34987909+2.50329651e-03j]]"
-1074.6094870955674j,"[[ 1.65010472+2.43757302e-03j -0.99829772-9.81895375e-08j]
 [-0.99698916-9.81887290e-08j  2.34989462+2.43712478e-03j]]"
-1074.239887959851j,"[[ 1.65005929+2.32624084e-03j -0.99830134-9.20192078e-08j]
 [-0.99699278-9.20183498e-08j  2.34994   +2.32582921e-03j]]"
-1073.8702888241346j,"[[ 1.65003662+2.28716382e-03j -0.99825363-9.71226860e-08j]
 [-0.99694508-9.71218277e-08j  2.34996268+2.28683042e-03j]]"
-1073.500689688418j,"[[ 1.65008255+2.31635797e-03j -0.99821635-9.48810187e-08j]
 [-0.99690779-9.48802128e-08j  2.34991679+2.31606008e-03j]]"
-1073.1310905527016j,"[[ 1.65012181+2.35937856e-03j -0.99816989-9.52936794e-08j]
 [-0.99686134-9.52929536e-08j  2.3498776 +2.35907389e-03j]]"
-1072.761491416985j,"[[ 1.650135  +2.40009628e-03j -0.99814757-8.76804478e-08j]
 [-0.99683902-8.76798228e-08j  2.34986449+2.39976025e-03j]]"
-1072.3918922812686j,"[[ 1.65016276+2.41534203e-03j -0.99818283-7.47740509e-08j]
 [-0.99687428-7.47734676e-08j  2.34983676+2.41501736e-03j]]"
-1072.0222931455523j,"[[ 1.65018856+2.39992468e-03j -0.99822705-7.34786157e-08j]
 [-0.99691849-7.34780139e-08j  2.34981095+2.39969773e-03j]]"
-1071.6526940098358j,"[[ 1.65019569+2.35366323e-03j -0.99825037-8.01684383e-08j]
 [-0.99694181-8.01678211e-08j  2.34980381+2.35348527e-03j]]"
-1071.2830948741193j,"[[ 1.65018979+2.34618637e-03j -0.99824957-9.12658378e-08j]
 [-0.99694102-9.12653119e-08j  2.34980978+2.34595522e-03j]]"
-1070.913495738403j,"[[ 1.65020657+2.40976535e-03j -0.99824391-7.27785659e-08j]
 [-0.99693535-7.27781197e-08j  2.34979306+2.40940621e-03j]]"
-1070.5438966026866j,"[[ 1.65024716+2.43897241e-03j -0.99825806-1.91030217e-08j]
 [-0.9969495 -1.91025099e-08j  2.34975242+2.43848874e-03j]]"
-1070.1742974669703j,"[[ 1.65028148+2.37255473e-03j -0.99825213+1.45905634e-08j]
 [-0.99694357+1.45912719e-08j  2.34971794+2.37209083e-03j]]"
-1069.8046983312538j,"[[ 1.65029767+2.30653671e-03j -0.99820246+3.72903043e-10j]
 [-0.99689391+3.73798204e-10j  2.3497016 +2.30621183e-03j]]"
-1069.4350991955373j,"[[ 1.65029838+2.33063126e-03j -0.99817404-4.11238090e-08j]
 [-0.99686548-4.11228154e-08j  2.34970081+2.33044728e-03j]]"
-1069.0655000598208j,"[[ 1.65026987+2.36599347e-03j -0.99819781-9.67495408e-08j]
 [-0.99688926-9.67485286e-08j  2.3497293 +2.36582825e-03j]]"
-1068.6959009241043j,"[[ 1.65020007+2.35962344e-03j -0.9982341 -1.36088735e-07j]
 [-0.99692555-1.36087731e-07j  2.34979911+2.35932342e-03j]]"
-1068.3263017883878j,"[[ 1.6501213 +2.34487965e-03j -0.99826693-1.49286126e-07j]
 [-0.99695838-1.49285048e-07j  2.34987782+2.34438687e-03j]]"
-1067.9567026526715j,"[[ 1.65009438+2.32436934e-03j -0.99829533-1.63422588e-07j]
 [-0.99698677-1.63421435e-07j  2.34990468+2.32378186e-03j]]"
-1067.587103516955j,"[[ 1.65011978+2.30163201e-03j -0.99829456-1.64096936e-07j]
 [-0.99698601-1.64095814e-07j  2.3498793 +2.30105212e-03j]]"
-1067.2175043812385j,"[[ 1.65011979+2.27841409e-03j -0.99826092-1.38572646e-07j]
 [-0.99695236-1.38571570e-07j  2.34987934+2.27787529e-03j]]"
-1066.847905245522j,"[[ 1.65007629+2.27018921e-03j -0.99821397-1.35716903e-07j]
 [-0.99690542-1.35715886e-07j  2.34992288+2.26969805e-03j]]"
-1066.4783061098055j,"[[ 1.65005221+2.28406091e-03j -0.99817442-1.58956325e-07j]
 [-0.99686586-1.58955331e-07j  2.34994698+2.28357074e-03j]]"
-1066.1087069740893j,"[[ 1.65005372+2.29025679e-03j -0.99813398-1.94696345e-07j]
 [-0.99682542-1.94695288e-07j  2.34994542+2.28979449e-03j]]"
-1065.7391078383728j,"[[ 1.65000793+2.28018226e-03j -0.99810389-2.22953130e-07j]
 [-0.99679534-2.22952010e-07j  2.34999116+2.27987069e-03j]]"
-1065.3695087026563j,"[[ 1.64994475+2.25739997e-03j -0.99811069-2.44083071e-07j]
 [-0.99680214-2.44081963e-07j  2.35005435+2.25724397e-03j]]"
-1064.9999095669398j,"[[ 1.64987826+2.23649341e-03j -0.99813466-2.43720244e-07j]
 [-0.99682611-2.43719269e-07j  2.35012094+2.23637896e-03j]]"
-1064.6303104312233j,"[[ 1.64982078+2.26396439e-03j -0.99815431-1.87129474e-07j]
 [-0.99684575-1.87128581e-07j  2.35017849+2.26379417e-03j]]"
-1064.2607112955068j,"[[ 1.64982336+2.34036837e-03j -0.99815727-1.18879650e-07j]
 [-0.99684871-1.18878638e-07j  2.35017582+2.34015618e-03j]]"
-1063.8911121597905j,"[[ 1.64990015+2.40980241e-03j -0.99815684-1.08975290e-07j]
 [-0.99684829-1.08974072e-07j  2.35009886+2.40960775e-03j]]"
-1063.521513024074j,"[[ 1.65001719+2.47308983e-03j -0.99816571-1.36127255e-07j]
 [-0.99685715-1.36125944e-07j  2.34998174+2.47295220e-03j]]"
-1063.1519138883577j,"[[ 1.65013166+2.50453710e-03j -0.99817115-1.75804227e-07j]
 [-0.99686259-1.75803003e-07j  2.34986735+2.50445220e-03j]]"
-1062.7823147526412j,"[[ 1.65023483+2.54306780e-03j -0.9981641 -1.96571126e-07j]
 [-0.99685554-1.96570151e-07j  2.34976437+2.54308107e-03j]]"
-1062.4127156169247j,"[[ 1.65034733+2.58467944e-03j -0.99817328-1.77206783e-07j]
 [-0.99686472-1.77206062e-07j  2.34965209+2.58473100e-03j]]"
-1062.0431164812085j,"[[ 1.65046144+2.58353868e-03j -0.99821181-1.28771067e-07j]
 [-0.99690326-1.28770431e-07j  2.34953804+2.58349880e-03j]]"
-1061.673517345492j,"[[ 1.65054871+2.56335319e-03j -0.99824012-9.52969206e-08j]
 [-0.99693157-9.52961870e-08j  2.3494507 +2.56320631e-03j]]"
-1061.3039182097755j,"[[ 1.65059037+2.55658264e-03j -0.99827246-9.99396221e-08j]
 [-0.99696391-9.99387444e-08j  2.34940892+2.55638703e-03j]]"
-1060.934319074059j,"[[ 1.65059832+2.52010829e-03j -0.9983271 -1.07297739e-07j]
 [-0.99701854-1.07296772e-07j  2.34940089+2.51986672e-03j]]"
-1060.5647199383425j,"[[ 1.65057261+2.46414174e-03j -0.99837995-1.15290532e-07j]
 [-0.9970714 -1.15289558e-07j  2.3494266 +2.46381571e-03j]]"
-1060.195120802626j,"[[ 1.65052411+2.42408025e-03j -0.99844535-1.39263716e-07j]
 [-0.99713679-1.39262833e-07j  2.34947518+2.42367213e-03j]]"
-1059.8255216669097j,"[[ 1.6504358 +2.36860512e-03j -0.99852804-1.66294929e-07j]
 [-0.99721948-1.66294161e-07j  2.34956358+2.36819288e-03j]]"
-1059.4559225311932j,"[[ 1.65031279+2.29299499e-03j -0.99856178-1.46540111e-07j]
 [-0.99725322-1.46539436e-07j  2.34968667+2.29268509e-03j]]"
-1059.0863233954767j,"[[ 1.65018824+2.23222891e-03j -0.99853614-7.22839242e-08j]
 [-0.99722758-7.22832348e-08j  2.3498112 +2.23203718e-03j]]"
-1058.7167242597602j,"[[ 1.65012441+2.20839641e-03j -0.99849627-1.89837235e-08j]
 [-0.99718772-1.89829267e-08j  2.34987494+2.20820523e-03j]]"
-1058.3471251240437j,"[[ 1.65014146+2.20404361e-03j -0.99847334-1.09104337e-08j]
 [-0.99716479-1.09095541e-08j  2.34985783+2.20372953e-03j]]"
-1057.9775259883274j,"[[ 1.65018285+2.22990781e-03j -0.99847881-2.62032833e-08j]
 [-0.99717026-2.62023341e-08j  2.34981638+2.22943123e-03j]]"
-1057.607926852611j,"[[ 1.65022627+2.28258718e-03j -0.99851669-3.94549615e-08j]
 [-0.99720814-3.94539707e-08j  2.34977293+2.28203740e-03j]]"
-1057.2383277168944j,"[[ 1.65026309+2.33268429e-03j -0.99856046-2.69239763e-08j]
 [-0.99725191-2.69230112e-08j  2.34973613+2.33220103e-03j]]"
-1056.868728581178j,"[[ 1.65027265+2.31658620e-03j -0.99858016+2.81876306e-09j]
 [-0.99727161+2.81970566e-09j  2.34972658+2.31619748e-03j]]"
-1056.4991294454614j,"[[ 1.65022806+2.23184836e-03j -0.99858477+1.74378013e-08j]
 [-0.99727622+1.74387011e-08j  2.34977121+2.23151296e-03j]]"
-1056.129530309745j,"[[ 1.6501741 +2.14862333e-03j -0.99857996-1.06191507e-08j]
 [-0.9972714 -1.06183394e-08j  2.34982525+2.14835572e-03j]]"
-1055.7599311740287j,"[[ 1.65014531+2.09140162e-03j -0.99854994-5.30395982e-08j]
 [-0.99724139-5.30388551e-08j  2.34985409+2.09122740e-03j]]"
-1055.3903320383124j,"[[ 1.65009276+2.06673279e-03j -0.99846733-8.90664506e-08j]
 [-0.99715878-8.90656586e-08j  2.3499066 +2.06658519e-03j]]"
-1055.020732902596j,"[[ 1.65000653+2.09252776e-03j -0.99836946-1.38347144e-07j]
 [-0.99706091-1.38346269e-07j  2.34999277+2.09228760e-03j]]"
-1054.6511337668794j,"[[ 1.64994472+2.14105437e-03j -0.99830452-1.79253876e-07j]
 [-0.99699597-1.79252974e-07j  2.35005456+2.14071857e-03j]]"
-1054.281534631163j,"[[ 1.64993674+2.20693024e-03j -0.99826212-1.82687743e-07j]
 [-0.99695356-1.82686904e-07j  2.35006259+2.20655701e-03j]]"
-1053.9119354954466j,"[[ 1.6499706 +2.26538858e-03j -0.99822226-1.82200360e-07j]
 [-0.9969137 -1.82199614e-07j  2.3500288 +2.26502486e-03j]]"
-1053.5423363597301j,"[[ 1.65002344+2.33660078e-03j -0.99820042-1.85911895e-07j]
 [-0.99689186-1.85911183e-07j  2.34997599+2.33625411e-03j]]"
-1053.1727372240136j,"[[ 1.65005397+2.41735963e-03j -0.99821083-1.77312983e-07j]
 [-0.99690228-1.77312303e-07j  2.34994548+2.41705600e-03j]]"
-1052.8031380882971j,"[[ 1.65003629+2.47506573e-03j -0.99820403-1.60794031e-07j]
 [-0.99689547-1.60793341e-07j  2.34996316+2.47489086e-03j]]"
-1052.4335389525806j,"[[ 1.65001036+2.54229095e-03j -0.99819633-1.64753607e-07j]
 [-0.99688777-1.64752812e-07j  2.349989  +2.54224579e-03j]]"
-1052.0639398168641j,"[[ 1.65000959+2.60890026e-03j -0.99821774-2.06282809e-07j]
 [-0.99690918-2.06281919e-07j  2.3499897 +2.60894113e-03j]]"
-1051.6943406811479j,"[[ 1.65001663+2.63345940e-03j -0.99824481-2.30193404e-07j]
 [-0.99693626-2.30192489e-07j  2.34998263+2.63356182e-03j]]"
-1051.3247415454314j,"[[ 1.65005907+2.60138158e-03j -0.99825063-2.08840940e-07j]
 [-0.99694208-2.08840027e-07j  2.3499402 +2.60145673e-03j]]"
-1050.9551424097149j,"[[ 1.65009415+2.54699655e-03j -0.99822148-1.73817184e-07j]
 [-0.99691293-1.73816245e-07j  2.34990509+2.54701838e-03j]]"
-1050.5855432739984j,"[[ 1.65010125+2.49434417e-03j -0.99818496-1.46162744e-07j]
 [-0.9968764 -1.46161815e-07j  2.349898  +2.49433323e-03j]]"
-1050.2159441382819j,"[[ 1.6500697 +2.45699989e-03j -0.99818378-1.20232309e-07j]
 [-0.99687522-1.20231513e-07j  2.34992966+2.45694844e-03j]]"
-1049.8463450025656j,"[[ 1.65005178+2.47970495e-03j -0.99819387-7.80443913e-08j]
 [-0.99688532-7.80438050e-08j  2.34994775+2.47963571e-03j]]"
