iw_n,Sigma_iw_n
-527.9723653709434j,"[[ 1.50450141+4.77268363e-03j -0.91979212-1.89591216e-08j]
 [-0.92436441-1.89745026e-08j  2.49549677+4.77254576e-03j]]"
-527.602766235227j,"[[ 1.50446225+4.78658509e-03j -0.9198104 -6.72104244e-08j]
 [-0.92438269-6.72252971e-08j  2.49553598+4.78650597e-03j]]"
-527.2331670995106j,"[[ 1.50437295+4.76789673e-03j -0.91983149-7.91161959e-08j]
 [-0.92440379-7.91304320e-08j  2.49562534+4.76789069e-03j]]"
-526.8635679637941j,"[[ 1.50428719+4.76144928e-03j -0.91986457-5.42313737e-08j]
 [-0.92443686-5.42450576e-08j  2.49571116+4.76155643e-03j]]"
-526.4939688280778j,"[[ 1.50422588+4.75654188e-03j -0.91989853-4.39944971e-08j]
 [-0.92447083-4.40077431e-08j  2.4957725 +4.75672082e-03j]]"
-526.1243696923613j,"[[ 1.50419668+4.75177703e-03j -0.91990783-1.69390137e-08j]
 [-0.92448013-1.69522349e-08j  2.4958017 +4.75195818e-03j]]"
-525.7547705566448j,"[[ 1.50418284+4.72731641e-03j -0.91992449+1.73152237e-08j]
 [-0.92449678+1.73017215e-08j  2.49581551+4.72747727e-03j]]"
-525.3851714209284j,"[[ 1.50413306+4.68340665e-03j -0.9199477 -6.90604002e-10j]
 [-0.92451999-7.04101461e-10j  2.4958653 +4.68356808e-03j]]"
-525.0155722852119j,"[[ 1.50396631+4.67169860e-03j -0.9199781 -4.10420429e-08j]
 [-0.92455039-4.10548329e-08j  2.49603211+4.67182937e-03j]]"
-524.6459731494954j,"[[ 1.5038179 +4.73944713e-03j -0.92002098-5.31656022e-08j]
 [-0.92459328-5.31780788e-08j  2.49618054+4.73955329e-03j]]"
-524.276374013779j,"[[ 1.50381841+4.84155676e-03j -0.92003003-8.86106048e-08j]
 [-0.92460233-8.86228624e-08j  2.49618005+4.84159947e-03j]]"
-523.9067748780626j,"[[ 1.50394443+4.95836480e-03j -0.91998082-1.27726740e-07j]
 [-0.92455312-1.27738335e-07j  2.49605412+4.95831120e-03j]]"
-523.5371757423461j,"[[ 1.50412287+5.00602133e-03j -0.91992921-1.29717016e-07j]
 [-0.92450151-1.29727803e-07j  2.49587578+5.00590807e-03j]]"
-523.1675766066297j,"[[ 1.50427693+5.00505818e-03j -0.91991978-1.09357603e-07j]
 [-0.92449208-1.09368281e-07j  2.49572175+5.00492205e-03j]]"
-522.7979774709132j,"[[ 1.50430481+4.99229796e-03j -0.9199339 -1.26934429e-07j]
 [-0.9245062 -1.26945387e-07j  2.49569385+4.99215346e-03j]]"
-522.4283783351968j,"[[ 1.50431962+4.96698434e-03j -0.91994504-1.43661847e-07j]
 [-0.92451734-1.43672979e-07j  2.49567903+4.96685634e-03j]]"
-522.0587791994803j,"[[ 1.50438148+4.92691677e-03j -0.91992711-1.21337836e-07j]
 [-0.92449941-1.21348955e-07j  2.49561718+4.92678874e-03j]]"
-521.6891800637638j,"[[ 1.50444842+4.89765986e-03j -0.91989625-9.46127601e-08j]
 [-0.92446855-9.46240375e-08j  2.49555022+4.89751170e-03j]]"
-521.3195809280475j,"[[ 1.50448699+4.87316032e-03j -0.9198817 -7.62380744e-08j]
 [-0.924454  -7.62501527e-08j  2.49551155+4.87304702e-03j]]"
-520.949981792331j,"[[ 1.50446695+4.85937708e-03j -0.91988057-6.58666334e-08j]
 [-0.92445287-6.58805135e-08j  2.49553142+4.85931784e-03j]]"
-520.5803826566145j,"[[ 1.5043886 +4.86829022e-03j -0.91989887-9.75630181e-08j]
 [-0.92447117-9.75784644e-08j  2.49560962+4.86819975e-03j]]"
-520.2107835208981j,"[[ 1.50436042+4.89279978e-03j -0.91994207-1.56272182e-07j]
 [-0.92451437-1.56287847e-07j  2.49563776+4.89264457e-03j]]"
-519.8411843851817j,"[[ 1.5044393 +4.89479221e-03j -0.91998151-1.83805372e-07j]
 [-0.9245538 -1.83819777e-07j  2.49555897+4.89457171e-03j]]"
-519.4715852494652j,"[[ 1.50455035+4.86582802e-03j -0.91999436-1.83650490e-07j]
 [-0.92456665-1.83663379e-07j  2.49544805+4.86556707e-03j]]"
-519.1019861137488j,"[[ 1.50461406+4.78720062e-03j -0.91996705-1.93107431e-07j]
 [-0.92453935-1.93119034e-07j  2.49538444+4.78695902e-03j]]"
-518.7323869780323j,"[[ 1.50463625+4.76120399e-03j -0.91989682-1.72160698e-07j]
 [-0.92446912-1.72171261e-07j  2.49536235+4.76105577e-03j]]"
-518.3627878423158j,"[[ 1.50463674+4.82721792e-03j -0.91985276-1.26554476e-07j]
 [-0.92442506-1.26564589e-07j  2.49536193+4.82717359e-03j]]"
-517.9931887065994j,"[[ 1.50458271+4.93684808e-03j -0.91987045-1.07764350e-07j]
 [-0.92444275-1.07774288e-07j  2.49541599+4.93687600e-03j]]"
-517.6235895708829j,"[[ 1.50452913+5.05017589e-03j -0.91990615-1.11921832e-07j]
 [-0.92447845-1.11931747e-07j  2.49546959+5.05027096e-03j]]"
-517.2539904351665j,"[[ 1.50452151+5.13307089e-03j -0.91998669-7.99350372e-08j]
 [-0.92455899-7.99439414e-08j  2.49547733+5.13321342e-03j]]"
-516.88439129945j,"[[ 1.50456371+5.14245326e-03j -0.92006771-2.56416285e-08j]
 [-0.92464001-2.56494237e-08j  2.49543524+5.14261931e-03j]]"
-516.5147921637335j,"[[ 1.50459001+5.13776475e-03j -0.92008327+3.38304848e-08j]
 [-0.92465558+3.38229440e-08j  2.49540895+5.13789042e-03j]]"
-516.1451930280173j,"[[ 1.50460415+5.15173774e-03j -0.92007754+1.21412466e-07j]
 [-0.92464984+1.21404705e-07j  2.49539479+5.15181448e-03j]]"
-515.7755938923008j,"[[ 1.50463129+5.10346073e-03j -0.92008848+1.79795575e-07j]
 [-0.92466079+1.79787437e-07j  2.49536762+5.10351005e-03j]]"
-515.4059947565843j,"[[ 1.50462499+5.03470172e-03j -0.92010111+1.86143443e-07j]
 [-0.92467341+1.86135000e-07j  2.49537389+5.03478967e-03j]]"
-515.0363956208679j,"[[ 1.50457559+4.97296137e-03j -0.92010357+1.87357293e-07j]
 [-0.92467588+1.87348589e-07j  2.49542327+4.97307784e-03j]]"
-514.6667964851514j,"[[ 1.50457839+4.90795160e-03j -0.9200833 +1.92874409e-07j]
 [-0.9246556 +1.92865353e-07j  2.49542042+4.90805458e-03j]]"
-514.2971973494349j,"[[ 1.50463757+4.87138034e-03j -0.9200866 +1.80287381e-07j]
 [-0.9246589 +1.80278095e-07j  2.49536122+4.87142901e-03j]]"
-513.9275982137185j,"[[ 1.5046701 +4.84512690e-03j -0.92008389+1.78938450e-07j]
 [-0.92465619+1.78929222e-07j  2.49532872+4.84510550e-03j]]"
-513.557999078002j,"[[ 1.50456879+4.84626473e-03j -0.91999541+1.95466553e-07j]
 [-0.92456771+1.95457036e-07j  2.49543003+4.84619940e-03j]]"
-513.1883999422856j,"[[ 1.5044107 +4.91428903e-03j -0.91992122+2.05723483e-07j]
 [-0.92449352+2.05713262e-07j  2.49558807+4.91421410e-03j]]"
-512.8188008065691j,"[[ 1.50433355+4.96905073e-03j -0.91995676+2.05131571e-07j]
 [-0.92452906+2.05120239e-07j  2.49566512+4.96892774e-03j]]"
-512.4492016708527j,"[[ 1.50433889+4.96878167e-03j -0.9200194 +2.42381702e-07j]
 [-0.9245917 +2.42368841e-07j  2.49565964+4.96860198e-03j]]"
-512.0796025351364j,"[[ 1.50433463+4.92348926e-03j -0.92003071+2.62836448e-07j]
 [-0.92460301+2.62821552e-07j  2.49566369+4.92323105e-03j]]"
-511.7100033994198j,"[[ 1.50427668+4.89347858e-03j -0.92000345+2.41359443e-07j]
 [-0.92457575+2.41343754e-07j  2.49572155+4.89311785e-03j]]"
-511.34040426370336j,"[[ 1.50416764+4.91191036e-03j -0.91995366+2.47680833e-07j]
 [-0.92452596+2.47665554e-07j  2.49583062+4.91151111e-03j]]"
-510.970805127987j,"[[ 1.50404701+5.00786065e-03j -0.91990905+2.74115277e-07j]
 [-0.92448135+2.74100172e-07j  2.49595126+5.00751483e-03j]]"
-510.6012059922705j,"[[ 1.50397659+5.11575600e-03j -0.91991795+2.66620395e-07j]
 [-0.92449026+2.66604561e-07j  2.49602161+5.11548011e-03j]]"
-510.231606856554j,"[[ 1.50400391+5.17850849e-03j -0.92000778+2.35466202e-07j]
 [-0.92458008+2.35449428e-07j  2.49599421+5.17830450e-03j]]"
-509.8620077208376j,"[[ 1.50406213+5.16091598e-03j -0.92013461+2.07070068e-07j]
 [-0.92470692+2.07052496e-07j  2.4959359 +5.16075934e-03j]]"
-509.49240858512115j,"[[ 1.50409247+5.13823509e-03j -0.92022185+1.63732186e-07j]
 [-0.92479415+1.63713979e-07j  2.49590549+5.13813119e-03j]]"
-509.12280944940477j,"[[ 1.50414608+5.11084698e-03j -0.92026812+1.14958285e-07j]
 [-0.92484043+1.14939799e-07j  2.49585186+5.11077902e-03j]]"
-508.75321031368827j,"[[ 1.50419771+5.03061412e-03j -0.92026541+8.81416417e-08j]
 [-0.92483772+8.81231382e-08j  2.49580022+5.03054147e-03j]]"
-508.3836111779718j,"[[ 1.50420867+4.93096640e-03j -0.92019811+4.51522489e-08j]
 [-0.92477042+4.51345001e-08j  2.49578934+4.93090049e-03j]]"
-508.0140120422554j,"[[ 1.50416362+4.90537309e-03j -0.92010858+1.31379049e-09j]
 [-0.92468088+1.29727282e-09j  2.49583453+4.90539324e-03j]]"
-507.64441290653895j,"[[ 1.50414751+4.96683353e-03j -0.92003346-1.56501060e-08j]
 [-0.92460576-1.56661276e-08j  2.49585069+4.96692594e-03j]]"
-507.27481377082245j,"[[ 1.50420336+5.04803162e-03j -0.91999763-3.97316490e-08j]
 [-0.92456994-3.97478627e-08j  2.49579483+5.04819343e-03j]]"
-506.90521463510606j,"[[ 1.50425021+5.11412674e-03j -0.92004517-9.69094040e-08j]
 [-0.92461748-9.69257971e-08j  2.49574796+5.11437428e-03j]]"
-506.53561549938956j,"[[ 1.50422303+5.12649728e-03j -0.92010853-1.50746327e-07j]
 [-0.92468084-1.50762420e-07j  2.49577518+5.12682607e-03j]]"
-506.16601636367307j,"[[ 1.5041861 +5.13115042e-03j -0.92014726-1.60157530e-07j]
 [-0.92471957-1.60173558e-07j  2.49581213+5.13151265e-03j]]"
-505.7964172279567j,"[[ 1.50414576+5.05321349e-03j -0.9202047 -1.84592040e-07j]
 [-0.924777  -1.84608048e-07j  2.49585248+5.05351821e-03j]]"
-505.42681809224024j,"[[ 1.50411637+4.92725616e-03j -0.92020718-2.26646924e-07j]
 [-0.92477948-2.26662266e-07j  2.49588193+4.92749637e-03j]]"
-505.05721895652385j,"[[ 1.50411082+4.86427995e-03j -0.92017354-2.48000566e-07j]
 [-0.92474584-2.48014924e-07j  2.49588756+4.86446867e-03j]]"
-504.68761982080736j,"[[ 1.50411755+4.85357369e-03j -0.92017627-2.78729618e-07j]
 [-0.92474858-2.78743386e-07j  2.49588089+4.85368604e-03j]]"
-504.31802068509086j,"[[ 1.50411392+4.86133897e-03j -0.92019144-3.12395486e-07j]
 [-0.92476374-3.12408482e-07j  2.49588459+4.86137828e-03j]]"
-503.9484215493745j,"[[ 1.50412101+4.89785874e-03j -0.92018361-3.01429948e-07j]
 [-0.92475592-3.01442247e-07j  2.49587756+4.89783632e-03j]]"
-503.57882241365803j,"[[ 1.50417175+4.99164648e-03j -0.92019526-2.70273146e-07j]
 [-0.92476756-2.70285194e-07j  2.49582684+4.99151186e-03j]]"
-503.20922327794153j,"[[ 1.50423749+5.05174352e-03j -0.92023203-2.73615136e-07j]
 [-0.92480433-2.73626482e-07j  2.49576118+5.05144125e-03j]]"
-502.83962414222515j,"[[ 1.50432879+5.01085221e-03j -0.92027482-2.53412567e-07j]
 [-0.92484713-2.53422791e-07j  2.49567   +5.01050035e-03j]]"
-502.47002500650865j,"[[ 1.50436669+4.91055611e-03j -0.92028906-2.03004213e-07j]
 [-0.92486136-2.03013984e-07j  2.49563215+4.91027682e-03j]]"
-502.10042587079215j,"[[ 1.50426586+4.82672224e-03j -0.92025862-1.73056868e-07j]
 [-0.92483092-1.73066968e-07j  2.49573294+4.82645115e-03j]]"
-501.7308267350758j,"[[ 1.50411022+4.81705416e-03j -0.92022618-1.48749891e-07j]
 [-0.92479848-1.48760724e-07j  2.49588851+4.81673336e-03j]]"
-501.3612275993593j,"[[ 1.50400366+4.85196939e-03j -0.92024041-1.21812503e-07j]
 [-0.92481271-1.21824691e-07j  2.49599493+4.85162709e-03j]]"
-500.99162846364294j,"[[ 1.50399433+4.89235794e-03j -0.92025196-1.15463388e-07j]
 [-0.92482427-1.15476957e-07j  2.49600413+4.89195706e-03j]]"
-500.62202932792644j,"[[ 1.50403077+4.94505004e-03j -0.92024017-1.36551826e-07j]
 [-0.92481248-1.36565878e-07j  2.49596764+4.94454505e-03j]]"
-500.25243019220994j,"[[ 1.50405895+4.99765369e-03j -0.92023601-1.55633134e-07j]
 [-0.92480832-1.55646115e-07j  2.49593957+4.99713292e-03j]]"
-499.8828310564936j,"[[ 1.50408612+5.01324835e-03j -0.92024122-1.37702853e-07j]
 [-0.92481352-1.37714104e-07j  2.49591257+5.01280500e-03j]]"
-499.5132319207771j,"[[ 1.50413496+4.98799854e-03j -0.92027592-8.83222666e-08j]
 [-0.92484823-8.83324478e-08j  2.49586384+4.98763609e-03j]]"
-499.1436327850606j,"[[ 1.50417032+4.90733580e-03j -0.92031641-3.58243962e-08j]
 [-0.92488871-3.58349495e-08j  2.49582843+4.90703505e-03j]]"
-498.77403364934423j,"[[ 1.50416366+4.79064872e-03j -0.92030573+1.03110729e-08j]
 [-0.92487803+1.02997263e-08j  2.49583498+4.79035596e-03j]]"
-498.40443451362773j,"[[ 1.50410887+4.69358176e-03j -0.92024406+7.56207428e-09j]
 [-0.92481636+7.55025049e-09j  2.4958897 +4.69330904e-03j]]"
-498.0348353779113j,"[[ 1.50401837+4.65024266e-03j -0.92017993-1.77750025e-08j]
 [-0.92475223-1.77864239e-08j  2.49598023+4.65002703e-03j]]"
-497.6652362421949j,"[[ 1.50395139+4.68628447e-03j -0.9201309 -1.57962830e-08j]
 [-0.9247032 -1.58066848e-08j  2.49604731+4.68617200e-03j]]"
-497.2956371064784j,"[[ 1.50390316+4.78627520e-03j -0.92008031-1.05344733e-08j]
 [-0.92465261-1.05438606e-08j  2.49609564+4.78624499e-03j]]"
-496.926037970762j,"[[ 1.50386431+4.93227098e-03j -0.92004913-3.83857639e-08j]
 [-0.92462144-3.83947863e-08j  2.49613454+4.93230047e-03j]]"
-496.5564388350455j,"[[ 1.50386552+5.09250558e-03j -0.92005288-5.97644990e-08j]
 [-0.92462519-5.97730619e-08j  2.49613338+5.09257939e-03j]]"
-496.1868396993291j,"[[ 1.50393897+5.21949751e-03j -0.92008867-5.72921070e-08j]
 [-0.92466098-5.73001625e-08j  2.49606   +5.21957485e-03j]]"
-495.8172405636127j,"[[ 1.50407971+5.28944760e-03j -0.92009816-5.00824244e-08j]
 [-0.92467048-5.00899491e-08j  2.49591932+5.28953210e-03j]]"
-495.4476414278962j,"[[ 1.50420857+5.34420343e-03j -0.92009531-2.13639514e-08j]
 [-0.92466763-2.13709184e-08j  2.49579052+5.34433505e-03j]]"
-495.0780422921797j,"[[ 1.5042888 +5.39088681e-03j -0.9201527 +2.00617181e-08j]
 [-0.92472502+2.00547640e-08j  2.4957103 +5.39103943e-03j]]"
-494.7084431564633j,"[[ 1.50430089+5.38308919e-03j -0.92022603+2.74718198e-08j]
 [-0.92479835+2.74641320e-08j  2.49569816+5.38318133e-03j]]"
