iw_n,Sigma_iw_n
-548.6699169710645j,"[[ 0.51023455+3.00765736e-03j -0.21947774-3.50911012e-08j]
 [-0.21965745-3.50909683e-08j  3.48976571+3.00733192e-03j]]"
-548.300317835348j,"[[ 0.51019413+2.97250999e-03j -0.21951479-8.33958575e-08j]
 [-0.21969451-8.33957900e-08j  3.48980593+2.97246825e-03j]]"
-547.9307186996315j,"[[ 0.51021172+2.87509503e-03j -0.21950269-7.22653215e-08j]
 [-0.21968241-7.22651614e-08j  3.48978863+2.87500945e-03j]]"
-547.5611195639151j,"[[ 0.51021584+2.89356731e-03j -0.2195142 -6.96225289e-08j]
 [-0.21969391-6.96224379e-08j  3.48978429+2.89368542e-03j]]"
-547.1915204281986j,"[[ 0.51023401+2.82684048e-03j -0.21957516-1.25362068e-07j]
 [-0.21975487-1.25361932e-07j  3.48976625+2.82688138e-03j]]"
-546.8219212924823j,"[[ 0.51017815+2.77192232e-03j -0.21959476-1.22633708e-07j]
 [-0.21977448-1.22633601e-07j  3.48982203+2.77231111e-03j]]"
-546.4523221567658j,"[[ 0.51013505+2.65751737e-03j -0.2195891 -7.94667046e-08j]
 [-0.21976882-7.94666108e-08j  3.48986509+2.65772825e-03j]]"
-546.0827230210493j,"[[ 0.51008672+2.66232854e-03j -0.21954029-9.32519200e-08j]
 [-0.21972001-9.32518752e-08j  3.48991328+2.66286368e-03j]]"
-545.713123885333j,"[[ 0.51001969+2.72581144e-03j -0.21954679-8.39863265e-08j]
 [-0.21972651-8.39863304e-08j  3.48998015+2.72609769e-03j]]"
-545.3435247496164j,"[[ 0.51001034+2.71308270e-03j -0.21958196-5.61858137e-08j]
 [-0.21976168-5.61858417e-08j  3.48998942+2.71348559e-03j]]"
-544.9739256139j,"[[ 0.5099551 +2.82274271e-03j -0.21957355-7.18877587e-08j]
 [-0.21975327-7.18878652e-08j  3.49004442+2.82286950e-03j]]"
-544.6043264781836j,"[[ 0.50986153+2.92389798e-03j -0.21959736-9.16101482e-08j]
 [-0.21977708-9.16102241e-08j  3.4901381 +2.92403658e-03j]]"
-544.2347273424671j,"[[ 0.50984591+2.84576621e-03j -0.2196092 -1.26792424e-07j]
 [-0.21978892-1.26792540e-07j  3.4901536 +2.84569066e-03j]]"
-543.8651282067506j,"[[ 0.51004269+2.83323765e-03j -0.21958203-1.69809724e-07j]
 [-0.21976175-1.69809731e-07j  3.48995715+2.83334098e-03j]]"
-543.4955290710342j,"[[ 0.51020828+2.80812288e-03j -0.21954893-1.51082303e-07j]
 [-0.21972865-1.51082355e-07j  3.48979142+2.80803954e-03j]]"
-543.1259299353178j,"[[ 0.51039921+2.74431423e-03j -0.2195411 -1.20969993e-07j]
 [-0.21972081-1.20969990e-07j  3.48960065+2.74410380e-03j]]"
-542.7563307996014j,"[[ 0.51043622+2.67963384e-03j -0.21952092-9.81458851e-08j]
 [-0.21970064-9.81459541e-08j  3.48956343+2.67922368e-03j]]"
-542.3867316638849j,"[[ 0.51028763+2.73940747e-03j -0.21951783-1.16717048e-07j]
 [-0.21969755-1.16717046e-07j  3.48971223+2.73887800e-03j]]"
-542.0171325281684j,"[[ 0.51014401+2.71999893e-03j -0.2196023 -1.32042433e-07j]
 [-0.21978202-1.32042484e-07j  3.48985569+2.71938245e-03j]]"
-541.647533392452j,"[[ 0.51004484+2.76489918e-03j -0.21966394-1.23030856e-07j]
 [-0.21984366-1.23030799e-07j  3.48995518+2.76407089e-03j]]"
-541.2779342567355j,"[[ 0.51001708+2.76076135e-03j -0.21969446-1.07933582e-07j]
 [-0.21987418-1.07933538e-07j  3.4899829 +2.75990128e-03j]]"
-540.908335121019j,"[[ 0.50990574+2.74999386e-03j -0.21972817-8.75429847e-08j]
 [-0.21990789-8.75428743e-08j  3.49009445+2.74885193e-03j]]"
-540.5387359853027j,"[[ 0.50983376+2.60100391e-03j -0.21972037-5.79623163e-08j]
 [-0.21990008-5.79622449e-08j  3.4901663 +2.59991185e-03j]]"
-540.1691368495862j,"[[ 0.50988801+2.52547128e-03j -0.21965726-3.31976663e-08j]
 [-0.21983698-3.31975022e-08j  3.49011233+2.52414769e-03j]]"
-539.7995377138697j,"[[ 0.50981909+2.62528360e-03j -0.21963062-4.24916878e-08j]
 [-0.21981034-4.24915516e-08j  3.49018116+2.62416898e-03j]]"
-539.4299385781533j,"[[ 0.50987317+2.68880333e-03j -0.21958673-3.89574424e-08j]
 [-0.21976645-3.89572347e-08j  3.4901273 +2.68751279e-03j]]"
-539.0603394424369j,"[[ 0.50983457+2.85970779e-03j -0.21964236-6.49408937e-08j]
 [-0.21982208-6.49406352e-08j  3.49016605+2.85870031e-03j]]"
-538.6907403067205j,"[[ 0.50992264+2.94292445e-03j -0.2197039 -7.31260287e-08j]
 [-0.21988362-7.31257013e-08j  3.49007819+2.94174506e-03j]]"
-538.321141171004j,"[[ 0.51004088+2.89600925e-03j -0.21972188-3.86319652e-08j]
 [-0.2199016 -3.86316289e-08j  3.48995997+2.89510012e-03j]]"
-537.9515420352875j,"[[ 0.51007822+2.76117582e-03j -0.21974084-4.40752240e-08j]
 [-0.21992056-4.40749012e-08j  3.48992259+2.76023533e-03j]]"
-537.5819428995711j,"[[ 0.51013273+2.64095759e-03j -0.21974988-7.93402172e-08j]
 [-0.21992959-7.93398662e-08j  3.48986818+2.64025363e-03j]]"
-537.2123437638546j,"[[ 0.51010002+2.51399349e-03j -0.21973581-9.99121918e-08j]
 [-0.21991553-9.99118308e-08j  3.48990091+2.51330943e-03j]]"
-536.8427446281381j,"[[ 0.51012775+2.46174431e-03j -0.21965361-9.38165476e-08j]
 [-0.21983333-9.38161177e-08j  3.48987339+2.46136926e-03j]]"
-536.4731454924217j,"[[ 0.51013667+2.57760496e-03j -0.21961631-7.45176434e-08j]
 [-0.21979603-7.45172258e-08j  3.48986443+2.57719088e-03j]]"
-536.1035463567052j,"[[ 0.51013742+2.58404351e-03j -0.21963348-6.82086292e-08j]
 [-0.21981319-6.82081559e-08j  3.48986384+2.58391487e-03j]]"
-535.7339472209887j,"[[ 0.51006367+2.70254294e-03j -0.21962325-6.91798202e-08j]
 [-0.21980297-6.91794085e-08j  3.48993741+2.70244161e-03j]]"
-535.3643480852725j,"[[ 0.50992771+2.84345771e-03j -0.21960595-6.14844768e-08j]
 [-0.21978567-6.14840121e-08j  3.49007354+2.84347695e-03j]]"
-534.994748949556j,"[[ 0.50987493+2.90662772e-03j -0.21967393-6.91189079e-08j]
 [-0.21985365-6.91185324e-08j  3.49012604+2.90673820e-03j]]"
-534.6251498138396j,"[[ 0.50977762+2.85402766e-03j -0.21972149-5.01826313e-08j]
 [-0.21990121-5.01821716e-08j  3.49022359+2.85424694e-03j]]"
-534.2555506781231j,"[[ 0.5097389 +2.82335489e-03j -0.21967962-3.46544963e-08j]
 [-0.21985934-3.46541301e-08j  3.49026204+2.82367990e-03j]]"
-533.8859515424066j,"[[ 0.50973379+2.92381685e-03j -0.21964016-3.53044988e-08j]
 [-0.21981988-3.53040918e-08j  3.49026727+2.92411264e-03j]]"
-533.5163524066902j,"[[ 0.50982546+2.97813356e-03j -0.21964474-8.88987149e-09j]
 [-0.21982446-8.88957326e-09j  3.49017528+2.97848151e-03j]]"
-533.1467532709737j,"[[ 0.50986319+3.09587653e-03j -0.21964881+9.25833931e-09j]
 [-0.21982853+9.25862038e-09j  3.4901375 +3.09609126e-03j]]"
-532.7771541352572j,"[[ 0.50995502+3.16528267e-03j -0.21965189-3.82158440e-08j]
 [-0.21983161-3.82156915e-08j  3.49004529+3.16569222e-03j]]"
-532.4075549995408j,"[[ 0.51010302+3.09946782e-03j -0.21962802-6.13039695e-08j]
 [-0.21980774-6.13037732e-08j  3.48989742+3.09973379e-03j]]"
-532.0379558638243j,"[[ 0.51000822+3.10061989e-03j -0.21964856-2.75191784e-08j]
 [-0.21982828-2.75190143e-08j  3.48999213+3.10097901e-03j]]"
-531.6683567281079j,"[[ 0.5099646 +3.04303077e-03j -0.21965512+9.46927281e-09j]
 [-0.21983484+9.46940905e-09j  3.49003566+3.04310020e-03j]]"
-531.2987575923916j,"[[ 0.50991153+3.03434519e-03j -0.21959829+7.47851885e-09j]
 [-0.21977801+7.47859852e-09j  3.49008856+3.03454620e-03j]]"
-530.929158456675j,"[[ 0.51000961+3.05474485e-03j -0.21962226+3.86910782e-09j]
 [-0.21980198+3.86920001e-09j  3.48999052+3.05460244e-03j]]"
-530.5595593209587j,"[[ 0.51021977+3.01833482e-03j -0.21967081-4.33982082e-09j]
 [-0.21985053-4.33970175e-09j  3.48978044+3.01835494e-03j]]"
-530.1899601852422j,"[[ 0.51033039+2.80280689e-03j -0.21964312+2.29274377e-08j]
 [-0.21982284+2.29275754e-08j  3.48966988+2.80253643e-03j]]"
-529.8203610495257j,"[[ 0.51026213+2.70212428e-03j -0.21959921+3.00362785e-08j]
 [-0.21977893+3.00364227e-08j  3.48973816+2.70199739e-03j]]"
-529.4507619138093j,"[[ 0.51023176+2.67391061e-03j -0.21956132+2.04644993e-08j]
 [-0.21974104+2.04646161e-08j  3.48976844+2.67349911e-03j]]"
-529.0811627780928j,"[[ 0.51019956+2.65950350e-03j -0.21953669+1.11161788e-08j]
 [-0.21971641+1.11163643e-08j  3.48980084+2.65920603e-03j]]"
-528.7115636423763j,"[[ 0.51020582+2.50694913e-03j -0.21952712+6.06148150e-09j]
 [-0.21970684+6.06166800e-09j  3.48979459+2.50649744e-03j]]"
-528.3419645066599j,"[[ 0.51023423+2.47117389e-03j -0.2194949 +9.23465064e-09j]
 [-0.21967462+9.23492386e-09j  3.48976643+2.47084997e-03j]]"
-527.9723653709434j,"[[ 0.51022883+2.55009640e-03j -0.21943512-1.84426311e-08j]
 [-0.21961484-1.84424064e-08j  3.48977169+2.54964879e-03j]]"
-527.602766235227j,"[[ 0.51010257+2.64004308e-03j -0.21943288-3.70830848e-08j]
 [-0.2196126 -3.70826977e-08j  3.48989843+2.63966692e-03j]]"
-527.2331670995106j,"[[ 0.50994511+2.62351098e-03j -0.21945502+4.74336158e-09j]
 [-0.21963474+4.74370805e-09j  3.49005577+2.62321674e-03j]]"
-526.8635679637941j,"[[ 0.50990384+2.74328240e-03j -0.21949801+2.56911933e-08j]
 [-0.21967773+2.56916276e-08j  3.49009729+2.74289961e-03j]]"
-526.4939688280778j,"[[ 0.5098886 +2.75706218e-03j -0.21945361+1.87126194e-08j]
 [-0.21963332+1.87130187e-08j  3.49011242+2.75674135e-03j]]"
-526.1243696923613j,"[[ 0.5099496 +2.91406020e-03j -0.21944693+3.75319376e-08j]
 [-0.21962665+3.75324312e-08j  3.4900517 +2.91376850e-03j]]"
-525.7547705566448j,"[[ 0.50994821+2.95079665e-03j -0.21951132+4.65288658e-08j]
 [-0.21969103+4.65292861e-08j  3.49005288+2.95078413e-03j]]"
-525.3851714209284j,"[[ 0.50991325+2.92837057e-03j -0.21953106+4.81103537e-08j]
 [-0.21971078+4.81108431e-08j  3.49008804+2.92822758e-03j]]"
-525.0155722852119j,"[[ 0.51002057+2.91061955e-03j -0.21952802+5.90333165e-08j]
 [-0.21970774+5.90337520e-08j  3.48998057+2.91076524e-03j]]"
-524.6459731494954j,"[[ 0.51006062+3.00532720e-03j -0.21957918+8.10208389e-08j]
 [-0.2197589 +8.10212887e-08j  3.48994056+3.00539289e-03j]]"
-524.276374013779j,"[[ 0.51007817+2.95865193e-03j -0.21957933+6.45866231e-08j]
 [-0.21975905+6.45870009e-08j  3.48992279+2.95910221e-03j]]"
-523.9067748780626j,"[[ 0.51013416+2.97018880e-03j -0.21957244+4.60389964e-08j]
 [-0.21975216+4.60393751e-08j  3.4898668 +2.97054364e-03j]]"
-523.5371757423461j,"[[ 0.51024696+2.94491993e-03j -0.21954095+5.21330689e-08j]
 [-0.21972067+5.21334519e-08j  3.48975401+2.94562374e-03j]]"
-523.1675766066297j,"[[ 0.51033339+2.91003269e-03j -0.21950599+1.01458901e-07j]
 [-0.21968571+1.01459238e-07j  3.48966746+2.91057667e-03j]]"
-522.7979774709132j,"[[ 0.51032257+2.77444161e-03j -0.21949766+1.02529299e-07j]
 [-0.21967738+1.02529576e-07j  3.4896781 +2.77528463e-03j]]"
-522.4283783351968j,"[[ 0.51025682+2.72637076e-03j -0.21950453+1.00019541e-07j]
 [-0.21968425+1.00019766e-07j  3.48974369+2.72705172e-03j]]"
-522.0587791994803j,"[[ 0.51026759+2.68521732e-03j -0.21947269+1.33591197e-07j]
 [-0.21965241+1.33591446e-07j  3.489733  +2.68602024e-03j]]"
-521.6891800637638j,"[[ 0.51031102+2.75387126e-03j -0.21941275+1.40686629e-07j]
 [-0.21959247+1.40686735e-07j  3.48968915+2.75448128e-03j]]"
-521.3195809280475j,"[[ 0.51027957+2.86541966e-03j -0.21940298+1.19219754e-07j]
 [-0.2195827 +1.19219875e-07j  3.48972064+2.86614650e-03j]]"
-520.949981792331j,"[[ 0.51031392+2.80592343e-03j -0.21943528+1.16968673e-07j]
 [-0.219615  +1.16968691e-07j  3.48968599+2.80647516e-03j]]"
-520.5803826566145j,"[[ 0.51019242+2.72550994e-03j -0.21940355+9.47537193e-08j]
 [-0.21958327+9.47538169e-08j  3.48980773+2.72607804e-03j]]"
-520.2107835208981j,"[[ 0.51013388+2.86380277e-03j -0.21937447+9.40842624e-08j]
 [-0.21955419+9.40842490e-08j  3.48986594+2.86426943e-03j]]"
-519.8411843851817j,"[[ 0.51012005+2.91516408e-03j -0.21941355+9.41633043e-08j]
 [-0.21959327+9.41633364e-08j  3.4898799 +2.91553834e-03j]]"
-519.4715852494652j,"[[ 0.51020823+2.87092140e-03j -0.2194361 +6.78294493e-08j]
 [-0.21961582+6.78293908e-08j  3.48979146+2.87133256e-03j]]"
-519.1019861137488j,"[[ 0.51024099+2.85771398e-03j -0.21944778+5.20132822e-08j]
 [-0.2196275 +5.20132959e-08j  3.48975892+2.85796880e-03j]]"
-518.7323869780323j,"[[ 0.51030187+2.88171732e-03j -0.21946101+5.97487135e-08j]
 [-0.21964073+5.97486905e-08j  3.48969793+2.88190803e-03j]]"
-518.3627878423158j,"[[ 0.51038108+2.80029346e-03j -0.21949255+7.23980526e-08j]
 [-0.21967227+7.23981245e-08j  3.48961898+2.80022471e-03j]]"
-517.9931887065994j,"[[ 0.51046262+2.75246277e-03j -0.21946882+6.91572420e-08j]
 [-0.21964854+6.91572751e-08j  3.48953733+2.75253385e-03j]]"
-517.6235895708829j,"[[ 0.51039799+2.79009521e-03j -0.21946496+4.58206808e-08j]
 [-0.21964468+4.58207730e-08j  3.48960213+2.79001497e-03j]]"
-517.2539904351665j,"[[ 0.51028134+2.63871051e-03j -0.21949365+4.64049371e-08j]
 [-0.21967337+4.64050503e-08j  3.48971884+2.63880050e-03j]]"
-516.88439129945j,"[[ 0.51019291+2.61256300e-03j -0.21948221+1.01612730e-07j]
 [-0.21966192+1.01612879e-07j  3.48980738+2.61247256e-03j]]"
-516.5147921637335j,"[[ 0.51023285+2.55638858e-03j -0.21942292+1.09931138e-07j]
 [-0.21960264+1.09931235e-07j  3.48976729+2.55648880e-03j]]"
-516.1451930280173j,"[[ 0.51022327+2.69366853e-03j -0.2193614 +7.53289683e-08j]
 [-0.21954112+7.53290597e-08j  3.48977685+2.69353478e-03j]]"
-515.7755938923008j,"[[ 0.51024808+2.84660730e-03j -0.21941078+4.74271879e-08j]
 [-0.2195905 +4.74273168e-08j  3.48975215+2.84672376e-03j]]"
-515.4059947565843j,"[[ 0.5102698 +2.84718256e-03j -0.21947012+3.66310094e-08j]
 [-0.21964984+3.66311530e-08j  3.48973048+2.84724366e-03j]]"
-515.0363956208679j,"[[ 0.51031979+2.68386624e-03j -0.21945972+2.97303843e-08j]
 [-0.21963944+2.97305781e-08j  3.48968063+2.68419717e-03j]]"
-514.6667964851514j,"[[ 0.51034396+2.68420806e-03j -0.21943673+2.55726774e-08j]
 [-0.21961644+2.55728522e-08j  3.48965641+2.68432195e-03j]]"
-514.2971973494349j,"[[ 0.51024584+2.71492330e-03j -0.21947065+2.01747424e-08j]
 [-0.21965037+2.01750199e-08j  3.48975482+2.71532268e-03j]]"
-513.9275982137185j,"[[ 0.51024225+2.69268760e-03j -0.21951232+6.53668091e-08j]
 [-0.21969204+6.53670339e-08j  3.48975826+2.69302798e-03j]]"
-513.557999078002j,"[[ 0.51009451+2.62745732e-03j -0.21953906+9.92710314e-08j]
 [-0.21971878+9.92712718e-08j  3.48990604+2.62793846e-03j]]"
-513.1883999422856j,"[[ 0.50997669+2.62032386e-03j -0.21951293+9.62863272e-08j]
 [-0.21969265+9.62864551e-08j  3.49002354+2.62080862e-03j]]"
-512.8188008065691j,"[[ 0.50983996+2.62777327e-03j -0.21951503+9.00618279e-08j]
 [-0.21969475+9.00620046e-08j  3.49016041+2.62830756e-03j]]"
-512.4492016708527j,"[[ 0.50987802+2.56838608e-03j -0.21948387+9.26050633e-08j]
 [-0.21966359+9.26051473e-08j  3.49012208+2.56887194e-03j]]"
-512.0796025351364j,"[[ 0.50996416+2.76458240e-03j -0.21948308+1.14645577e-07j]
 [-0.21966279+1.14645697e-07j  3.49003605+2.76505832e-03j]]"
-511.7100033994198j,"[[ 0.51000181+2.71040850e-03j -0.21951499+1.03791441e-07j]
 [-0.21969471+1.03791438e-07j  3.48999805+2.71085992e-03j]]"
-511.34040426370336j,"[[ 0.5100023 +2.61902092e-03j -0.21948092+7.69218417e-08j]
 [-0.21966064+7.69218801e-08j  3.48999768+2.61941312e-03j]]"
-510.970805127987j,"[[ 0.51005531+2.67426465e-03j -0.2194703 +6.65699926e-08j]
 [-0.21965001+6.65699483e-08j  3.48994443+2.67470995e-03j]]"
-510.6012059922705j,"[[ 0.50998886+2.73383820e-03j -0.2195293 +5.86826026e-08j]
 [-0.21970902+5.86826216e-08j  3.49001105+2.73418807e-03j]]"
-510.231606856554j,"[[ 0.51002327+2.63618147e-03j -0.21955287+6.43186257e-08j]
 [-0.21973258+6.43185830e-08j  3.48997647+2.63659108e-03j]]"
-509.8620077208376j,"[[ 0.50991165+2.56796576e-03j -0.21952828+8.68748225e-08j]
 [-0.219708  +8.68747930e-08j  3.49008814+2.56813054e-03j]]"
-509.49240858512115j,"[[ 0.50987419+2.57961761e-03j -0.2195628 +7.83320618e-08j]
 [-0.21974252+7.83319625e-08j  3.4901254 +2.57996700e-03j]]"
-509.12280944940477j,"[[ 0.50984733+2.49590766e-03j -0.21958681+5.05706985e-08j]
 [-0.21976653+5.05705816e-08j  3.49015221+2.49594806e-03j]]"
-508.75321031368827j,"[[ 0.50983577+2.45649347e-03j -0.21956172+4.71627052e-08j]
 [-0.21974143+4.71625592e-08j  3.49016369+2.45657933e-03j]]"
-508.3836111779718j,"[[ 0.50981048+2.42576791e-03j -0.21951945+6.59194754e-08j]
 [-0.21969917+6.59193275e-08j  3.49018897+2.42557887e-03j]]"
-508.0140120422554j,"[[ 0.50987545+2.40299084e-03j -0.21947174+4.89951043e-08j]
 [-0.21965146+4.89949396e-08j  3.49012395+2.40295593e-03j]]"
-507.64441290653895j,"[[ 0.50981315+2.35958407e-03j -0.21948998+5.05368129e-08j]
 [-0.2196697 +5.05366578e-08j  3.49018627+2.35919047e-03j]]"
-507.27481377082245j,"[[ 0.50972392+2.36263365e-03j -0.21949218+4.78967815e-08j]
 [-0.2196719 +4.78966575e-08j  3.49027559+2.36238813e-03j]]"
-506.90521463510606j,"[[ 0.50967595+2.49677412e-03j -0.21949287+2.60043558e-08j]
 [-0.21967259+2.60041959e-08j  3.49032346+2.49630001e-03j]]"
-506.53561549938956j,"[[ 0.50964833+2.71047846e-03j -0.21953893-2.55660248e-08j]
 [-0.21971865-2.55660984e-08j  3.49035132+2.71020486e-03j]]"
-506.16601636367307j,"[[ 0.50977419+2.64936218e-03j -0.21954524-6.20000642e-08j]
 [-0.21972496-6.20001168e-08j  3.49022552+2.64900576e-03j]]"
-505.7964172279567j,"[[ 0.5097513 +2.61792142e-03j -0.21954981-7.05135872e-08j]
 [-0.21972953-7.05135111e-08j  3.49024877+2.61770348e-03j]]"
-505.42681809224024j,"[[ 0.50975806+2.48537583e-03j -0.21953446-6.39869304e-08j]
 [-0.21971418-6.39868976e-08j  3.49024189+2.48504049e-03j]]"
-505.05721895652385j,"[[ 0.50974751+2.62416012e-03j -0.21949787-5.78309176e-08j]
 [-0.21967759-5.78307706e-08j  3.49025276+2.62387558e-03j]]"
-504.68761982080736j,"[[ 0.50984147+2.76133465e-03j -0.21952099-4.59517769e-08j]
 [-0.21970071-4.59516815e-08j  3.49015866+2.76098414e-03j]]"
-504.31802068509086j,"[[ 0.50982552+2.82730373e-03j -0.21950942-7.26278877e-08j]
 [-0.21968914-7.26277181e-08j  3.49017481+2.82701774e-03j]]"
-503.9484215493745j,"[[ 0.5098906 +2.83226711e-03j -0.21952325-8.58056458e-08j]
 [-0.21970297-8.58055096e-08j  3.49010964+2.83206889e-03j]]"
-503.57882241365803j,"[[ 0.50987379+2.80205407e-03j -0.21952977-5.05227849e-08j]
 [-0.21970949-5.05225548e-08j  3.49012672+2.80183094e-03j]]"
-503.20922327794153j,"[[ 0.50995565+2.88852881e-03j -0.21948925-4.05954675e-08j]
 [-0.21966897-4.05953149e-08j  3.49004464+2.88847347e-03j]]"
-502.83962414222515j,"[[ 0.5101197 +2.85583547e-03j -0.21951429-2.53006363e-08j]
 [-0.219694  -2.53004432e-08j  3.48988071+2.85569178e-03j]]"
-502.47002500650865j,"[[ 0.5101854 +2.73526291e-03j -0.21955867-8.68273740e-09j]
 [-0.21973839-8.68265788e-09j  3.48981468+2.73524425e-03j]]"
-502.10042587079215j,"[[ 0.51017904+2.63381597e-03j -0.21956287-3.63317935e-09j]
 [-0.21974258-3.63306307e-09j  3.48982114+2.63366505e-03j]]"
-501.7308267350758j,"[[ 0.51007743+2.79448449e-03j -0.21954648-1.90486109e-08j]
 [-0.2197262 -1.90485290e-08j  3.48992266+2.79462271e-03j]]"
-501.3612275993593j,"[[ 0.50991101+2.78477944e-03j -0.21959037-1.15356657e-08j]
 [-0.21977009-1.15355654e-08j  3.49008914+2.78477082e-03j]]"
-500.99162846364294j,"[[ 0.50989711+2.78861519e-03j -0.21958412-5.20328592e-09j]
 [-0.21976384-5.20326495e-09j  3.49010281+2.78879123e-03j]]"
-500.62202932792644j,"[[ 0.51000609+2.85136214e-03j -0.21958868-9.43096063e-09j]
 [-0.2197684 -9.43097798e-09j  3.48999372+2.85118007e-03j]]"
-500.25243019220994j,"[[ 0.51003273+2.85633201e-03j -0.21966469-2.08969932e-08j]
 [-0.21984441-2.08970242e-08j  3.48996704+2.85634380e-03j]]"
-499.8828310564936j,"[[ 0.5099793 +2.74747437e-03j -0.21967578-3.18995420e-08j]
 [-0.2198555 -3.18995994e-08j  3.4900204 +2.74722983e-03j]]"
-499.5132319207771j,"[[ 0.51001042+2.70847255e-03j -0.21962449-5.21866146e-08j]
 [-0.21980421-5.21866360e-08j  3.48998937+2.70838600e-03j]]"
-499.1436327850606j,"[[ 0.51010517+2.74494812e-03j -0.21966477-5.84405148e-08j]
 [-0.21984449-5.84405738e-08j  3.48989453+2.74460188e-03j]]"
-498.77403364934423j,"[[ 0.51012523+2.55682739e-03j -0.21970389-3.05299698e-08j]
 [-0.21988361-3.05299759e-08j  3.48987461+2.55649503e-03j]]"
-498.40443451362773j,"[[ 0.51013877+2.38624009e-03j -0.21965839-1.11296514e-08j]
 [-0.21983811-1.11297425e-08j  3.48986083+2.38568815e-03j]]"
-498.0348353779113j,"[[ 0.51012553+2.29231251e-03j -0.21963824-5.77190560e-08j]
 [-0.21981795-5.77190875e-08j  3.48987425+2.29176102e-03j]]"
-497.6652362421949j,"[[ 0.51002829+2.26197063e-03j -0.21960043-7.78264056e-08j]
 [-0.21978015-7.78264394e-08j  3.48997147+2.26124397e-03j]]"
-497.2956371064784j,"[[ 0.50987079+2.21479023e-03j -0.21952193-5.63448105e-08j]
 [-0.21970165-5.63447378e-08j  3.49012927+2.21405117e-03j]]"
-496.926037970762j,"[[ 0.50982164+2.25471231e-03j -0.21949209-7.54645902e-08j]
 [-0.21967181-7.54645722e-08j  3.49017827+2.25395150e-03j]]"
-496.5564388350455j,"[[ 0.50975591+2.29934903e-03j -0.21946934-1.00911165e-07j]
 [-0.21964906-1.00911044e-07j  3.49024428+2.29849199e-03j]]"
-496.1868396993291j,"[[ 0.5097002 +2.37818290e-03j -0.2194545 -1.09753613e-07j]
 [-0.21963422-1.09753516e-07j  3.49029992+2.37738652e-03j]]"
-495.8172405636127j,"[[ 0.50957799+2.33128853e-03j -0.21949303-1.11247048e-07j]
 [-0.21967275-1.11246831e-07j  3.49042246+2.33036122e-03j]]"
-495.4476414278962j,"[[ 0.50964389+2.34128244e-03j -0.21952147-1.16830336e-07j]
 [-0.21970119-1.16830116e-07j  3.49035658+2.34055046e-03j]]"
-495.0780422921797j,"[[ 0.50964386+2.45218111e-03j -0.2195049 -1.12982376e-07j]
 [-0.21968462-1.12982052e-07j  3.49035689+2.45135141e-03j]]"
-494.7084431564633j,"[[ 0.50978798+2.50031984e-03j -0.21950943-1.07366880e-07j]
 [-0.21968915-1.07366542e-07j  3.49021281+2.49976543e-03j]]"
