iw_n,Sigma_iw_n
-1101.5902240028681j,"[[ 1.37850677+2.56825633e-03j -0.8362992 +1.78096328e-07j]
 [-0.83712121+1.78096312e-07j  2.62149321+2.56825200e-03j]]"
-1101.2206248671516j,"[[ 1.37849618+2.55844022e-03j -0.83628585+2.15803285e-07j]
 [-0.83710786+2.15803374e-07j  2.62150394+2.55861207e-03j]]"
-1100.8510257314351j,"[[ 1.37848679+2.53157054e-03j -0.83629668+2.59161576e-07j]
 [-0.8371187 +2.59161685e-07j  2.62151335+2.53182252e-03j]]"
-1100.4814265957189j,"[[ 1.37847773+2.46910378e-03j -0.83629571+2.87313050e-07j]
 [-0.83711773+2.87313131e-07j  2.62152237+2.46942766e-03j]]"
-1100.1118274600024j,"[[ 1.37845589+2.41185477e-03j -0.83628785+2.90110585e-07j]
 [-0.83710987+2.90110631e-07j  2.62154417+2.41226889e-03j]]"
-1099.7422283242859j,"[[ 1.37839846+2.33893876e-03j -0.83627872+2.76478310e-07j]
 [-0.83710073+2.76478323e-07j  2.62160155+2.33934194e-03j]]"
-1099.3726291885694j,"[[ 1.37830179+2.28275183e-03j -0.83626867+2.57466179e-07j]
 [-0.83709068+2.57466124e-07j  2.62169813+2.28304055e-03j]]"
-1099.0030300528529j,"[[ 1.37820839+2.25728774e-03j -0.83625953+2.20851402e-07j]
 [-0.83708155+2.20851326e-07j  2.6217915 +2.25741144e-03j]]"
-1098.6334309171366j,"[[ 1.37813061+2.25227219e-03j -0.83624014+1.71394966e-07j]
 [-0.83706216+1.71394928e-07j  2.62186934+2.25232688e-03j]]"
-1098.26383178142j,"[[ 1.37807751+2.24528741e-03j -0.83624197+1.38366570e-07j]
 [-0.83706398+1.38366578e-07j  2.6219225 +2.24538324e-03j]]"
-1097.8942326457036j,"[[ 1.37806761+2.25922773e-03j -0.83627214+1.45070938e-07j]
 [-0.83709416+1.45070976e-07j  2.62193244+2.25942397e-03j]]"
-1097.524633509987j,"[[ 1.37803759+2.27858882e-03j -0.83628413+2.01926987e-07j]
 [-0.83710615+2.01927101e-07j  2.62196256+2.27885978e-03j]]"
-1097.1550343742706j,"[[ 1.37798197+2.34137430e-03j -0.83627252+2.83556131e-07j]
 [-0.83709454+2.83556254e-07j  2.62201819+2.34172695e-03j]]"
-1096.785435238554j,"[[ 1.37797807+2.43714932e-03j -0.83629079+3.12006208e-07j]
 [-0.8371128 +3.12006283e-07j  2.62202203+2.43753188e-03j]]"
-1096.4158361028378j,"[[ 1.37801951+2.47340590e-03j -0.83634192+2.85566091e-07j]
 [-0.83716393+2.85566145e-07j  2.62198057+2.47378086e-03j]]"
-1096.0462369671213j,"[[ 1.37806559+2.48641397e-03j -0.8363828 +2.55086165e-07j]
 [-0.83720482+2.55086211e-07j  2.62193447+2.48675322e-03j]]"
-1095.6766378314048j,"[[ 1.37813896+2.47799905e-03j -0.83643324+2.04333946e-07j]
 [-0.83725526+2.04333955e-07j  2.62186106+2.47833819e-03j]]"
-1095.3070386956883j,"[[ 1.37817492+2.44778283e-03j -0.83649004+1.45126524e-07j]
 [-0.83731205+1.45126539e-07j  2.6218251 +2.44806326e-03j]]"
-1094.9374395599718j,"[[ 1.37814017+2.39640826e-03j -0.8365366 +1.25412234e-07j]
 [-0.83735861+1.25412234e-07j  2.62185983+2.39658672e-03j]]"
-1094.5678404242556j,"[[ 1.37807562+2.38559634e-03j -0.83656033+1.38095280e-07j]
 [-0.83738234+1.38095285e-07j  2.62192438+2.38559680e-03j]]"
-1094.198241288539j,"[[ 1.37804356+2.42008907e-03j -0.83656704+1.52239126e-07j]
 [-0.83738905+1.52239146e-07j  2.62195646+2.41998795e-03j]]"
-1093.8286421528228j,"[[ 1.37805178+2.46188115e-03j -0.83657091+1.51139383e-07j]
 [-0.83739292+1.51139402e-07j  2.62194824+2.46183216e-03j]]"
-1093.4590430171063j,"[[ 1.37807977+2.46883972e-03j -0.83660184+1.29285636e-07j]
 [-0.83742386+1.29285595e-07j  2.62192017+2.46889403e-03j]]"
-1093.0894438813898j,"[[ 1.37805584+2.44906591e-03j -0.83662239+9.42028021e-08j]
 [-0.8374444 +9.42026546e-08j  2.62194396+2.44926912e-03j]]"
-1092.7198447456733j,"[[ 1.37800022+2.46509893e-03j -0.83660776+6.92971992e-08j]
 [-0.83742978+6.92969219e-08j  2.62199941+2.46543138e-03j]]"
-1092.350245609957j,"[[ 1.3779787 +2.52359895e-03j -0.8366022 +2.12533110e-08j]
 [-0.83742422+2.12529905e-08j  2.62202087+2.52392049e-03j]]"
-1091.9806464742405j,"[[ 1.3779943 +2.56556766e-03j -0.83662705-2.29089898e-08j]
 [-0.83744906-2.29092463e-08j  2.62200536+2.56578524e-03j]]"
-1091.611047338524j,"[[ 1.37806892+2.56546932e-03j -0.83665009-4.11480100e-08j]
 [-0.83747211-4.11482064e-08j  2.62193082+2.56552859e-03j]]"
-1091.2414482028075j,"[[ 1.37814903+2.53956127e-03j -0.83662443-4.36043835e-08j]
 [-0.83744644-4.36045647e-08j  2.62185073+2.53941912e-03j]]"
-1090.871849067091j,"[[ 1.37818211+2.52001208e-03j -0.83659368-5.65687739e-08j]
 [-0.8374157 -5.65689290e-08j  2.62181768+2.51975640e-03j]]"
-1090.5022499313748j,"[[ 1.37820357+2.45724257e-03j -0.83661936-8.15659368e-08j]
 [-0.83744137-8.15660384e-08j  2.62179629+2.45696970e-03j]]"
-1090.1326507956583j,"[[ 1.37818037+2.37462423e-03j -0.83667882-9.38987776e-08j]
 [-0.83750083-9.38988265e-08j  2.62181956+2.37439802e-03j]]"
-1089.7630516599418j,"[[ 1.3781537 +2.34075729e-03j -0.83670721-9.88356450e-08j]
 [-0.83752923-9.88356844e-08j  2.62184625+2.34065205e-03j]]"
-1089.3934525242253j,"[[ 1.37816414+2.38316957e-03j -0.83671499-1.18613286e-07j]
 [-0.837537  -1.18613412e-07j  2.6218357 +2.38322349e-03j]]"
-1089.0238533885088j,"[[ 1.3782392 +2.44901959e-03j -0.83670855-1.51145896e-07j]
 [-0.83753057-1.51146161e-07j  2.62176045+2.44911707e-03j]]"
-1088.6542542527923j,"[[ 1.37833715+2.49472817e-03j -0.83672083-2.03803816e-07j]
 [-0.83754284-2.03804139e-07j  2.62166243+2.49478540e-03j]]"
-1088.284655117076j,"[[ 1.37839493+2.44468904e-03j -0.83676949-2.45332418e-07j]
 [-0.8375915 -2.45332710e-07j  2.62160469+2.44476335e-03j]]"
-1087.9150559813595j,"[[ 1.37837734+2.34241193e-03j -0.83681578-2.59561170e-07j]
 [-0.83763779-2.59561488e-07j  2.62162224+2.34256499e-03j]]"
-1087.545456845643j,"[[ 1.37831029+2.19657382e-03j -0.83684062-2.69526977e-07j]
 [-0.83766263-2.69527291e-07j  2.62168929+2.19670152e-03j]]"
-1087.1758577099265j,"[[ 1.37823463+2.10633697e-03j -0.83684385-2.81222476e-07j]
 [-0.83766586-2.81222700e-07j  2.62176508+2.10642045e-03j]]"
-1086.80625857421j,"[[ 1.37820313+2.06235880e-03j -0.83685598-2.97517788e-07j]
 [-0.83767799-2.97517912e-07j  2.62179671+2.06242708e-03j]]"
-1086.4366594384937j,"[[ 1.37818665+2.00344769e-03j -0.83683686-3.11300773e-07j]
 [-0.83765887-3.11300744e-07j  2.62181338+2.00342610e-03j]]"
-1086.0670603027775j,"[[ 1.37818809+1.98094229e-03j -0.83676035-2.98643015e-07j]
 [-0.83758236-2.98642823e-07j  2.62181216+1.98088277e-03j]]"
-1085.697461167061j,"[[ 1.37823366+1.98191645e-03j -0.83666948-2.73866593e-07j]
 [-0.83749149-2.73866333e-07j  2.62176669+1.98197422e-03j]]"
-1085.3278620313445j,"[[ 1.37829094+1.99329528e-03j -0.83663169-2.47972314e-07j]
 [-0.8374537 -2.47972007e-07j  2.62170947+1.99343080e-03j]]"
-1084.958262895628j,"[[ 1.37833541+2.02171766e-03j -0.83664777-2.12243122e-07j]
 [-0.83746978-2.12242758e-07j  2.62166507+2.02191174e-03j]]"
-1084.5886637599115j,"[[ 1.37837046+2.03288571e-03j -0.83666904-1.81726496e-07j]
 [-0.83749105-1.81726163e-07j  2.62162998+2.03306256e-03j]]"
-1084.2190646241952j,"[[ 1.37838283+2.03746206e-03j -0.83669854-1.70558514e-07j]
 [-0.83752056-1.70558319e-07j  2.62161742+2.03752522e-03j]]"
-1083.8494654884787j,"[[ 1.37835303+2.02168422e-03j -0.836721  -1.75695488e-07j]
 [-0.83754301-1.75695442e-07j  2.62164703+2.02161112e-03j]]"
-1083.4798663527622j,"[[ 1.3783006 +2.00686465e-03j -0.83669903-1.86848065e-07j]
 [-0.83752104-1.86848121e-07j  2.62169932+2.00664430e-03j]]"
-1083.1102672170457j,"[[ 1.37825193+2.03967437e-03j -0.83664499-1.90229273e-07j]
 [-0.83746701-1.90229333e-07j  2.62174799+2.03927630e-03j]]"
-1082.7406680813292j,"[[ 1.3782163 +2.13687071e-03j -0.83661034-1.63614618e-07j]
 [-0.83743236-1.63614601e-07j  2.62178372+2.13636942e-03j]]"
-1082.371068945613j,"[[ 1.3781905 +2.22744099e-03j -0.83659517-1.29949743e-07j]
 [-0.83741718-1.29949646e-07j  2.62180963+2.22697139e-03j]]"
-1082.0014698098964j,"[[ 1.37822264+2.27058618e-03j -0.83659616-1.33615029e-07j]
 [-0.83741817-1.33614989e-07j  2.62177741+2.27020197e-03j]]"
-1081.63187067418j,"[[ 1.37828851+2.29197760e-03j -0.83658088-1.82994304e-07j]
 [-0.83740289-1.82994384e-07j  2.62171139+2.29170905e-03j]]"
-1081.2622715384634j,"[[ 1.37832476+2.33410239e-03j -0.83653964-2.48973127e-07j]
 [-0.83736165-2.48973285e-07j  2.62167504+2.33398383e-03j]]"
-1080.892672402747j,"[[ 1.37832762+2.36315503e-03j -0.83648987-3.24492928e-07j]
 [-0.83731188-3.24493094e-07j  2.62167217+2.36313636e-03j]]"
-1080.5230732670304j,"[[ 1.37827132+2.43781192e-03j -0.83645434-3.87145785e-07j]
 [-0.83727635-3.87145867e-07j  2.62172857+2.43779804e-03j]]"
-1080.1534741313142j,"[[ 1.37823723+2.53304207e-03j -0.83647009-3.90080197e-07j]
 [-0.8372921 -3.90080163e-07j  2.62176281+2.53299808e-03j]]"
-1079.7838749955977j,"[[ 1.37823103+2.59546525e-03j -0.83652217-3.57450236e-07j]
 [-0.83734418-3.57450228e-07j  2.62176898+2.59543480e-03j]]"
-1079.4142758598812j,"[[ 1.3782276 +2.62146251e-03j -0.83658466-3.32272672e-07j]
 [-0.83740668-3.32272770e-07j  2.62177227+2.62153846e-03j]]"
-1079.0446767241647j,"[[ 1.37824357+2.62858218e-03j -0.83664914-3.13227024e-07j]
 [-0.83747116-3.13227211e-07j  2.62175618+2.62873912e-03j]]"
-1078.6750775884484j,"[[ 1.37829723+2.61273305e-03j -0.83670993-3.26793613e-07j]
 [-0.83753195-3.26793866e-07j  2.62170244+2.61285686e-03j]]"
-1078.3054784527321j,"[[ 1.37834786+2.57786767e-03j -0.83678586-3.63134154e-07j]
 [-0.83760787-3.63134470e-07j  2.62165173+2.57787887e-03j]]"
-1077.9358793170156j,"[[ 1.37839932+2.50718823e-03j -0.83686388-3.82233784e-07j]
 [-0.8376859 -3.82234121e-07j  2.62160024+2.50709513e-03j]]"
-1077.5662801812991j,"[[ 1.37845814+2.41692009e-03j -0.83692606-3.67769239e-07j]
 [-0.83774808-3.67769549e-07j  2.62154145+2.41679494e-03j]]"
-1077.1966810455826j,"[[ 1.37849439+2.32605810e-03j -0.83694399-3.37159302e-07j]
 [-0.837766  -3.37159500e-07j  2.62150535+2.32601592e-03j]]"
-1076.8270819098661j,"[[ 1.37851102+2.24874932e-03j -0.83693566-3.30632831e-07j]
 [-0.83775767-3.30632950e-07j  2.62148882+2.24882628e-03j]]"
-1076.4574827741496j,"[[ 1.37847947+2.22782764e-03j -0.83690618-3.21762776e-07j]
 [-0.8377282 -3.21762858e-07j  2.62152043+2.22798570e-03j]]"
-1076.0878836384334j,"[[ 1.37840999+2.27755860e-03j -0.83688315-2.92874833e-07j]
 [-0.83770517-2.92874890e-07j  2.62158994+2.27777520e-03j]]"
-1075.7182845027169j,"[[ 1.3783659 +2.31990719e-03j -0.83689028-2.83993624e-07j]
 [-0.8377123 -2.83993682e-07j  2.62163402+2.32014552e-03j]]"
-1075.3486853670004j,"[[ 1.37841068+2.28666944e-03j -0.8369104 -2.90693521e-07j]
 [-0.83773241-2.90693501e-07j  2.62158934+2.28684142e-03j]]"
-1074.9790862312839j,"[[ 1.37845641+2.20356322e-03j -0.83690669-2.51452075e-07j]
 [-0.8377287 -2.51451866e-07j  2.62154386+2.20372693e-03j]]"
-1074.6094870955674j,"[[ 1.37846233+2.13027487e-03j -0.83688813-1.91222895e-07j]
 [-0.83771014-1.91222499e-07j  2.62153818+2.13045987e-03j]]"
-1074.239887959851j,"[[ 1.3784295 +2.09951955e-03j -0.83685915-1.63108899e-07j]
 [-0.83768116-1.63108378e-07j  2.62157118+2.09971466e-03j]]"
-1073.8702888241346j,"[[ 1.37837869+2.10708988e-03j -0.83681765-1.63777774e-07j]
 [-0.83763966-1.63777220e-07j  2.62162203+2.10732357e-03j]]"
-1073.500689688418j,"[[ 1.37833017+2.12584158e-03j -0.83681501-1.60396746e-07j]
 [-0.83763703-1.60396271e-07j  2.62167045+2.12616616e-03j]]"
-1073.1310905527016j,"[[ 1.37826431+2.12267115e-03j -0.83682459-1.66511059e-07j]
 [-0.8376466 -1.66510692e-07j  2.62173617+2.12305173e-03j]]"
-1072.761491416985j,"[[ 1.37821487+2.12000018e-03j -0.83682134-1.88975580e-07j]
 [-0.83764335-1.88975252e-07j  2.62178555+2.12032678e-03j]]"
-1072.3918922812686j,"[[ 1.37817985+2.13934104e-03j -0.83681732-2.01079235e-07j]
 [-0.83763933-2.01078878e-07j  2.62182062+2.13950854e-03j]]"
-1072.0222931455523j,"[[ 1.37815681+2.17178601e-03j -0.83682105-2.03479847e-07j]
 [-0.83764306-2.03479447e-07j  2.62184371+2.17181191e-03j]]"
-1071.6526940098358j,"[[ 1.37813782+2.12705974e-03j -0.83682904-1.78540966e-07j]
 [-0.83765106-1.78540524e-07j  2.62186275+2.12704130e-03j]]"
-1071.2830948741193j,"[[ 1.37809526+2.06957011e-03j -0.83682093-1.38103509e-07j]
 [-0.83764295-1.38103069e-07j  2.62190531+2.06954196e-03j]]"
-1070.913495738403j,"[[ 1.37803183+2.05945967e-03j -0.83682418-1.02820233e-07j]
 [-0.83764619-1.02819773e-07j  2.62196877+2.05935124e-03j]]"
-1070.5438966026866j,"[[ 1.37801604+2.13866842e-03j -0.83684902-5.81529799e-08j]
 [-0.83767104-5.81524442e-08j  2.62198465+2.13849383e-03j]]"
-1070.1742974669703j,"[[ 1.37807697+2.21986976e-03j -0.83689115+8.96218621e-09j]
 [-0.83771316+8.96280898e-09j  2.62192384+2.21968874e-03j]]"
-1069.8046983312538j,"[[ 1.37812998+2.25796984e-03j -0.83693165+7.04273774e-08j]
 [-0.83775367+7.04280222e-08j  2.62187086+2.25787710e-03j]]"
-1069.4350991955373j,"[[ 1.37815582+2.27487153e-03j -0.83695597+1.11556474e-07j]
 [-0.83777798+1.11557064e-07j  2.62184494+2.27490243e-03j]]"
-1069.0655000598208j,"[[ 1.37816151+2.30980641e-03j -0.83698639+1.09664733e-07j]
 [-0.8378084 +1.09665196e-07j  2.6218391 +2.30990075e-03j]]"
-1068.6959009241043j,"[[ 1.37818285+2.33854547e-03j -0.83702259+7.80151872e-08j]
 [-0.8378446 +7.80155169e-08j  2.62181758+2.33863323e-03j]]"
-1068.3263017883878j,"[[ 1.37821888+2.31352217e-03j -0.83703153+4.68554573e-08j]
 [-0.83785354+4.68556578e-08j  2.62178138+2.31346301e-03j]]"
-1067.9567026526715j,"[[ 1.37820514+2.25226457e-03j -0.83700564+1.72135052e-08j]
 [-0.83782766+1.72136545e-08j  2.62179505+2.25205057e-03j]]"
-1067.587103516955j,"[[ 1.37817994+2.21251822e-03j -0.83696903-5.74160897e-09j]
 [-0.83779104-5.74150928e-09j  2.62182019+2.21225367e-03j]]"
-1067.2175043812385j,"[[ 1.37814205+2.19734848e-03j -0.83693236-8.46177062e-09j]
 [-0.83775437-8.46170043e-09j  2.62185804+2.19702774e-03j]]"
-1066.847905245522j,"[[ 1.37806658+2.22998962e-03j -0.83690889+1.16316160e-08j]
 [-0.8377309 +1.16316706e-08j  2.6219335 +2.22964883e-03j]]"
-1066.4783061098055j,"[[ 1.37803374+2.29321927e-03j -0.83690674+1.43713442e-08j]
 [-0.83772876+1.43713765e-08j  2.6219663 +2.29287351e-03j]]"
-1066.1087069740893j,"[[ 1.37807843+2.35098361e-03j -0.83694532+6.98249180e-09j]
 [-0.83776734+6.98251940e-09j  2.6219216 +2.35062737e-03j]]"
-1065.7391078383728j,"[[ 1.3781426 +2.37034588e-03j -0.8370226 +1.80917082e-08j]
 [-0.83784461+1.80917588e-08j  2.62185747+2.37003019e-03j]]"
-1065.3695087026563j,"[[ 1.37814273+2.35647231e-03j -0.83707211+2.05443937e-08j]
 [-0.83789412+2.05444385e-08j  2.62185733+2.35619384e-03j]]"
-1064.9999095669398j,"[[ 1.37811228+2.35739962e-03j -0.83707159+6.22834013e-10j]
 [-0.83789361+6.22939662e-10j  2.62188785+2.35713822e-03j]]"
-1064.6303104312233j,"[[ 1.37810949+2.37118383e-03j -0.83705037+2.04952273e-09j]
 [-0.83787238+2.04972605e-09j  2.62189077+2.37095068e-03j]]"
-1064.2607112955068j,"[[ 1.37816457+2.38161211e-03j -0.83704594+3.95059296e-08j]
 [-0.83786796+3.95061586e-08j  2.62183572+2.38147006e-03j]]"
-1063.8911121597905j,"[[ 1.37823616+2.37254784e-03j -0.83706176+7.46826942e-08j]
 [-0.83788377+7.46828411e-08j  2.62176403+2.37242894e-03j]]"
-1063.521513024074j,"[[ 1.37824076+2.38282231e-03j -0.83709487+9.43157565e-08j]
 [-0.83791688+9.43157960e-08j  2.62175929+2.38265414e-03j]]"
-1063.1519138883577j,"[[ 1.37817659+2.36319067e-03j -0.83713717+1.01038053e-07j]
 [-0.83795919+1.01038078e-07j  2.62182344+2.36298402e-03j]]"
-1062.7823147526412j,"[[ 1.37810367+2.37101681e-03j -0.83714551+1.08666030e-07j]
 [-0.83796752+1.08666194e-07j  2.62189654+2.37080919e-03j]]"
-1062.4127156169247j,"[[ 1.37806634+2.42266072e-03j -0.8371404 +1.27328756e-07j]
 [-0.83796242+1.27329053e-07j  2.62193405+2.42251654e-03j]]"
-1062.0431164812085j,"[[ 1.37807336+2.45425628e-03j -0.83714765+1.37604409e-07j]
 [-0.83796966+1.37604670e-07j  2.62192697+2.45423563e-03j]]"
-1061.673517345492j,"[[ 1.37809075+2.45140570e-03j -0.8371478 +1.39244007e-07j]
 [-0.83796981+1.39244154e-07j  2.62190944+2.45142261e-03j]]"
-1061.3039182097755j,"[[ 1.37807505+2.42740792e-03j -0.83715891+1.39050320e-07j]
 [-0.83798092+1.39050414e-07j  2.62192507+2.42743731e-03j]]"
-1060.934319074059j,"[[ 1.37810053+2.38472527e-03j -0.83719563+1.40652655e-07j]
 [-0.83801765+1.40652782e-07j  2.62189963+2.38476179e-03j]]"
-1060.5647199383425j,"[[ 1.37810583+2.32149233e-03j -0.83721877+1.44215530e-07j]
 [-0.83804078+1.44215665e-07j  2.62189435+2.32151759e-03j]]"
-1060.195120802626j,"[[ 1.37809425+2.30086254e-03j -0.83719721+1.51908881e-07j]
 [-0.83801922+1.51909018e-07j  2.62190592+2.30086393e-03j]]"
-1059.8255216669097j,"[[ 1.37813399+2.31828682e-03j -0.8371875 +1.76851567e-07j]
 [-0.83800951+1.76851630e-07j  2.62186609+2.31834194e-03j]]"
-1059.4559225311932j,"[[ 1.37821915+2.32904176e-03j -0.83718785+1.75217836e-07j]
 [-0.83800986+1.75217748e-07j  2.62178073+2.32909234e-03j]]"
-1059.0863233954767j,"[[ 1.37827596+2.30606696e-03j -0.83717786+1.55814449e-07j]
 [-0.83799987+1.55814233e-07j  2.62172376+2.30599904e-03j]]"
-1058.7167242597602j,"[[ 1.37828002+2.22787531e-03j -0.83718172+1.57131901e-07j]
 [-0.83800374+1.57131620e-07j  2.62171962+2.22770136e-03j]]"
-1058.3471251240437j,"[[ 1.37823408+2.14852684e-03j -0.8371529 +1.63879589e-07j]
 [-0.83797491+1.63879233e-07j  2.62176546+2.14828656e-03j]]"
-1057.9775259883274j,"[[ 1.37817132+2.14631438e-03j -0.83709373+1.64634944e-07j]
 [-0.83791574+1.64634617e-07j  2.62182826+2.14604165e-03j]]"
-1057.607926852611j,"[[ 1.37814962+2.21731436e-03j -0.8370668 +1.74148032e-07j]
 [-0.83788882+1.74147736e-07j  2.62185   +2.21713706e-03j]]"
-1057.2383277168944j,"[[ 1.37815809+2.30328335e-03j -0.8370609 +1.58533516e-07j]
 [-0.83788291+1.58533207e-07j  2.62184151+2.30318213e-03j]]"
-1056.868728581178j,"[[ 1.37818318+2.36567195e-03j -0.83708442+1.69552604e-07j]
 [-0.83790644+1.69552317e-07j  2.62181645+2.36562130e-03j]]"
-1056.4991294454614j,"[[ 1.37823929+2.36542794e-03j -0.83709904+2.22658214e-07j]
 [-0.83792105+2.22657922e-07j  2.62176033+2.36539239e-03j]]"
-1056.129530309745j,"[[ 1.37828548+2.32877996e-03j -0.83706692+2.48487616e-07j]
 [-0.83788893+2.48487307e-07j  2.62171412+2.32867108e-03j]]"
-1055.7599311740287j,"[[ 1.37828581+2.31778534e-03j -0.83703004+2.60494513e-07j]
 [-0.83785205+2.60494275e-07j  2.62171388+2.31761146e-03j]]"
-1055.3903320383124j,"[[ 1.37829687+2.32580233e-03j -0.83698625+2.84315324e-07j]
 [-0.83780827+2.84315158e-07j  2.62170291+2.32561830e-03j]]"
-1055.020732902596j,"[[ 1.37832976+2.37569048e-03j -0.83695056+3.12701193e-07j]
 [-0.83777258+3.12701033e-07j  2.62167003+2.37550523e-03j]]"
-1054.6511337668794j,"[[ 1.37836018+2.43665048e-03j -0.836926  +3.30888396e-07j]
 [-0.83774801+3.30888184e-07j  2.62163955+2.43656156e-03j]]"
-1054.281534631163j,"[[ 1.37835676+2.48858059e-03j -0.83687913+3.21846492e-07j]
 [-0.83770115+3.21846201e-07j  2.62164287+2.48869203e-03j]]"
-1053.9119354954466j,"[[ 1.37837715+2.55156544e-03j -0.83685376+2.96849361e-07j]
 [-0.83767578+2.96848985e-07j  2.62162237+2.55175611e-03j]]"
-1053.5423363597301j,"[[ 1.37839273+2.59365610e-03j -0.83686492+2.84679331e-07j]
 [-0.83768693+2.84678910e-07j  2.62160673+2.59373628e-03j]]"
-1053.1727372240136j,"[[ 1.37836867+2.62104949e-03j -0.83688905+2.75573184e-07j]
 [-0.83771107+2.75572724e-07j  2.62163074+2.62093766e-03j]]"
-1052.8031380882971j,"[[ 1.37831298+2.63452333e-03j -0.83693902+2.51568003e-07j]
 [-0.83776104+2.51567492e-07j  2.62168637+2.63427781e-03j]]"
-1052.4335389525806j,"[[ 1.3782768 +2.63048125e-03j -0.83699916+2.31380530e-07j]
 [-0.83782117+2.31380014e-07j  2.62172253+2.63025294e-03j]]"
-1052.0639398168641j,"[[ 1.37825729+2.60537374e-03j -0.83704848+2.19210762e-07j]
 [-0.8378705 +2.19210311e-07j  2.62174213+2.60523541e-03j]]"
-1051.6943406811479j,"[[ 1.37824968+2.54552347e-03j -0.83709455+2.27543535e-07j]
 [-0.83791656+2.27543151e-07j  2.62174983+2.54541387e-03j]]"
-1051.3247415454314j,"[[ 1.37825419+2.46437935e-03j -0.83711228+2.39337068e-07j]
 [-0.83793429+2.39336704e-07j  2.62174535+2.46425060e-03j]]"
-1050.9551424097149j,"[[ 1.37825598+2.42596192e-03j -0.83705206+2.37007545e-07j]
 [-0.83787408+2.37007207e-07j  2.62174359+2.42579485e-03j]]"
-1050.5855432739984j,"[[ 1.3782857 +2.49839669e-03j -0.83696754+2.23675749e-07j]
 [-0.83778956+2.23675381e-07j  2.62171383+2.49820296e-03j]]"
-1050.2159441382819j,"[[ 1.37829854+2.59960919e-03j -0.83693953+1.88676366e-07j]
 [-0.83776154+1.88675996e-07j  2.62170099+2.59937939e-03j]]"
-1049.8463450025656j,"[[ 1.37827598+2.62444113e-03j -0.83696039+1.55187725e-07j]
 [-0.8377824 +1.55187435e-07j  2.62172365+2.62429368e-03j]]"
