iw_n,Sigma_iw_n
-1104.5470170885997j,"[[ 1.02929893+2.03843937e-03j -0.55382127-1.38000999e-08j]
 [-0.55428514-1.37999193e-08j  2.9707015 +2.03887676e-03j]]"
-1104.1774179528832j,"[[ 1.02922718+2.02020201e-03j -0.55379259+3.82345939e-09j]
 [-0.55425646+3.82367090e-09j  2.97077332+2.02061535e-03j]]"
-1103.8078188171667j,"[[ 1.02918971+2.08989991e-03j -0.55374653+2.89175499e-08j]
 [-0.5542104 +2.89178115e-08j  2.97081091+2.09023337e-03j]]"
-1103.4382196814502j,"[[ 1.02921543+2.16840937e-03j -0.55374329+5.78823762e-08j]
 [-0.55420716+5.78826556e-08j  2.97078523+2.16874247e-03j]]"
-1103.0686205457337j,"[[ 1.02927726+2.25046614e-03j -0.55373635+8.28384005e-08j]
 [-0.55420022+8.28386507e-08j  2.97072334+2.25084986e-03j]]"
-1102.6990214100174j,"[[ 1.02933451+2.33282220e-03j -0.55370468+8.94683376e-08j]
 [-0.55416855+8.94685422e-08j  2.97066598+2.33320923e-03j]]"
-1102.329422274301j,"[[ 1.02938798+2.34875056e-03j -0.55369778+7.17952109e-08j]
 [-0.55416165+7.17953753e-08j  2.97061241+2.34903075e-03j]]"
-1101.9598231385844j,"[[ 1.02943342+2.31756572e-03j -0.55367941+5.20393802e-08j]
 [-0.55414328+5.20395726e-08j  2.97056704+2.31767720e-03j]]"
-1101.5902240028681j,"[[ 1.0294931 +2.32421196e-03j -0.55366176+6.77562726e-08j]
 [-0.55412562+6.77565030e-08j  2.97050745+2.32429537e-03j]]"
-1101.2206248671516j,"[[ 1.02951591+2.28735538e-03j -0.55370307+9.21051035e-08j]
 [-0.55416694+9.21053427e-08j  2.97048466+2.28752419e-03j]]"
-1100.8510257314351j,"[[ 1.02950753+2.21843559e-03j -0.55373494+8.49072662e-08j]
 [-0.55419881+8.49074926e-08j  2.97049301+2.21866269e-03j]]"
-1100.4814265957189j,"[[ 1.02941996+2.20589330e-03j -0.55371392+6.20527010e-08j]
 [-0.55417779+6.20528960e-08j  2.9705805 +2.20618216e-03j]]"
-1100.1118274600024j,"[[ 1.02936455+2.28087417e-03j -0.55369848+6.41178094e-09j]
 [-0.55416235+6.41194272e-09j  2.97063584+2.28119836e-03j]]"
-1099.7422283242859j,"[[ 1.02936942+2.31056360e-03j -0.55372152-4.85465986e-08j]
 [-0.55418539-4.85464964e-08j  2.97063082+2.31086229e-03j]]"
-1099.3726291885694j,"[[ 1.02939764+2.28095569e-03j -0.55375259-8.04317754e-08j]
 [-0.55421646-8.04316775e-08j  2.97060259+2.28117640e-03j]]"
-1099.0030300528529j,"[[ 1.02939967+2.26374594e-03j -0.55372447-7.38596158e-08j]
 [-0.55418834-7.38594977e-08j  2.97060061+2.26387238e-03j]]"
-1098.6334309171366j,"[[ 1.02942909+2.32347456e-03j -0.5536898 -6.31895959e-08j]
 [-0.55415367-6.31894595e-08j  2.97057123+2.32353387e-03j]]"
-1098.26383178142j,"[[ 1.02949865+2.37916505e-03j -0.55371824-5.51293464e-08j]
 [-0.55418211-5.51292128e-08j  2.97050166+2.37927699e-03j]]"
-1097.8942326457036j,"[[ 1.02950818+2.36577136e-03j -0.55376925-2.74444652e-08j]
 [-0.55423312-2.74443666e-08j  2.97049206+2.36605956e-03j]]"
-1097.524633509987j,"[[ 1.02945454+2.28184532e-03j -0.5537783 -2.31010105e-08j]
 [-0.55424217-2.31009913e-08j  2.97054551+2.28222579e-03j]]"
-1097.1550343742706j,"[[ 1.02940992+2.21306367e-03j -0.55379908-5.38282247e-08j]
 [-0.55426294-5.38282704e-08j  2.97058997+2.21339824e-03j]]"
-1096.785435238554j,"[[ 1.02935608+2.15967954e-03j -0.5538328 -7.78157811e-08j]
 [-0.55429667-7.78158686e-08j  2.97064371+2.16001760e-03j]]"
-1096.4158361028378j,"[[ 1.02931083+2.17114054e-03j -0.55381819-6.53054752e-08j]
 [-0.55428206-6.53055673e-08j  2.97068896+2.17145435e-03j]]"
-1096.0462369671213j,"[[ 1.02933039+2.23160187e-03j -0.55380557-6.55348369e-08j]
 [-0.55426944-6.55349023e-08j  2.97066946+2.23176570e-03j]]"
-1095.6766378314048j,"[[ 1.02942076+2.25884579e-03j -0.55384841-9.72260668e-08j]
 [-0.55431228-9.72260837e-08j  2.9705792 +2.25890414e-03j]]"
-1095.3070386956883j,"[[ 1.02948869+2.20129560e-03j -0.55386751-1.23657824e-07j]
 [-0.55433137-1.23657797e-07j  2.97051137+2.20134819e-03j]]"
-1094.9374395599718j,"[[ 1.02951054+2.08492020e-03j -0.55383838-1.11482087e-07j]
 [-0.55430224-1.11482051e-07j  2.97048955+2.08497555e-03j]]"
-1094.5678404242556j,"[[ 1.02942508+1.98310048e-03j -0.55378814-1.09892778e-07j]
 [-0.55425201-1.09892737e-07j  2.97057502+1.98311559e-03j]]"
-1094.198241288539j,"[[ 1.02936387+2.00978932e-03j -0.55376503-1.18940089e-07j]
 [-0.5542289 -1.18940023e-07j  2.97063629+2.00978707e-03j]]"
-1093.8286421528228j,"[[ 1.02935828+2.08795423e-03j -0.55377688-8.36809652e-08j]
 [-0.55424074-8.36809035e-08j  2.97064187+2.08792586e-03j]]"
-1093.4590430171063j,"[[ 1.02935332+2.18531337e-03j -0.5537464 -6.04520814e-08j]
 [-0.55421027-6.04520508e-08j  2.97064675+2.18531660e-03j]]"
-1093.0894438813898j,"[[ 1.02933079+2.28624949e-03j -0.55373491-7.08136240e-08j]
 [-0.55419878-7.08135960e-08j  2.97066928+2.28620724e-03j]]"
-1092.7198447456733j,"[[ 1.02931089+2.34681168e-03j -0.55376902-8.73214137e-08j]
 [-0.55423289-8.73213595e-08j  2.97068924+2.34679247e-03j]]"
-1092.350245609957j,"[[ 1.02936267+2.33466490e-03j -0.55378238-1.09524530e-07j]
 [-0.55424625-1.09524452e-07j  2.97063751+2.33456177e-03j]]"
-1091.9806464742405j,"[[ 1.02937968+2.30534962e-03j -0.5537877 -1.01889777e-07j]
 [-0.55425157-1.01889677e-07j  2.97062055+2.30512109e-03j]]"
-1091.611047338524j,"[[ 1.02933629+2.28179679e-03j -0.55376365-8.34133054e-08j]
 [-0.55422752-8.34132037e-08j  2.97066395+2.28151463e-03j]]"
-1091.2414482028075j,"[[ 1.02927515+2.28622017e-03j -0.55374207-9.13606591e-08j]
 [-0.55420594-9.13605606e-08j  2.97072509+2.28580357e-03j]]"
-1090.871849067091j,"[[ 1.02921361+2.28242189e-03j -0.55374825-8.60234892e-08j]
 [-0.55421212-8.60233627e-08j  2.97078669+2.28189921e-03j]]"
-1090.5022499313748j,"[[ 1.02917663+2.21370540e-03j -0.55374734-6.37055383e-08j]
 [-0.55421121-6.37054088e-08j  2.97082368+2.21312740e-03j]]"
-1090.1326507956583j,"[[ 1.02914137+2.20618202e-03j -0.55371892-1.43202663e-08j]
 [-0.55418279-1.43201144e-08j  2.97085899+2.20555397e-03j]]"
-1089.7630516599418j,"[[ 1.02912263+2.23068571e-03j -0.55369431+4.06016125e-09j]
 [-0.55415818+4.06030053e-09j  2.9708777 +2.23004259e-03j]]"
-1089.3934525242253j,"[[ 1.02914921+2.28842085e-03j -0.55372353-2.57783198e-08j]
 [-0.5541874 -2.57781817e-08j  2.97085112+2.28785818e-03j]]"
-1089.0238533885088j,"[[ 1.02922655+2.37344029e-03j -0.55374545-1.31823191e-08j]
 [-0.55420932-1.31821977e-08j  2.97077374+2.37301328e-03j]]"
-1088.6542542527923j,"[[ 1.02931307+2.41369306e-03j -0.55375172-3.56498804e-08j]
 [-0.55421559-3.56497849e-08j  2.97068715+2.41340728e-03j]]"
-1088.284655117076j,"[[ 1.02932753+2.35430126e-03j -0.55375786-9.19565868e-08j]
 [-0.55422173-9.19564199e-08j  2.97067286+2.35405874e-03j]]"
-1087.9150559813595j,"[[ 1.029319  +2.29047679e-03j -0.5537303 -8.78272877e-08j]
 [-0.55419417-8.78270672e-08j  2.97068152+2.29032485e-03j]]"
-1087.545456845643j,"[[ 1.02930269+2.30532615e-03j -0.5537428 -4.97428479e-08j]
 [-0.55420666-4.97426771e-08j  2.97069771+2.30519524e-03j]]"
-1087.1758577099265j,"[[ 1.02934812+2.33474436e-03j -0.5537534 -8.50855189e-09j]
 [-0.55421727-8.50842064e-09j  2.97065219+2.33463141e-03j]]"
-1086.80625857421j,"[[ 1.02938296+2.34874227e-03j -0.55375222+2.53031232e-08j]
 [-0.55421608+2.53032220e-08j  2.97061727+2.34874292e-03j]]"
-1086.4366594384937j,"[[ 1.02936388+2.30821660e-03j -0.55374013+4.90108726e-08j]
 [-0.554204  +4.90109612e-08j  2.97063633+2.30836840e-03j]]"
-1086.0670603027775j,"[[ 1.02941274+2.32737159e-03j -0.55375092+6.65629556e-08j]
 [-0.55421479+6.65630007e-08j  2.97058737+2.32757814e-03j]]"
-1085.697461167061j,"[[ 1.0294778 +2.38790699e-03j -0.55376546+7.57079026e-08j]
 [-0.55422933+7.57079381e-08j  2.97052228+2.38813527e-03j]]"
-1085.3278620313445j,"[[ 1.02952536+2.40971841e-03j -0.55374003+8.25154262e-08j]
 [-0.5542039 +8.25154855e-08j  2.97047478+2.40988800e-03j]]"
-1084.958262895628j,"[[ 1.02951098+2.36726142e-03j -0.55372573+8.62314237e-08j]
 [-0.5541896 +8.62315177e-08j  2.97048924+2.36742802e-03j]]"
-1084.5886637599115j,"[[ 1.02949987+2.29834511e-03j -0.55373707+1.15649725e-07j]
 [-0.55420093+1.15649880e-07j  2.9705005 +2.29857461e-03j]]"
-1084.2190646241952j,"[[ 1.02948857+2.22858956e-03j -0.55374775+1.65276867e-07j]
 [-0.55421162+1.65277017e-07j  2.97051178+2.22888963e-03j]]"
-1083.8494654884787j,"[[ 1.02946973+2.19779542e-03j -0.55370827+1.62251659e-07j]
 [-0.55417214+1.62251820e-07j  2.97053065+2.19807996e-03j]]"
-1083.4798663527622j,"[[ 1.02943364+2.22248528e-03j -0.55369443+1.57419008e-07j]
 [-0.5541583 +1.57419222e-07j  2.97056686+2.22271357e-03j]]"
-1083.1102672170457j,"[[ 1.02935104+2.24169891e-03j -0.5537057 +1.72984087e-07j]
 [-0.55416957+1.72984342e-07j  2.97064956+2.24190506e-03j]]"
-1082.7406680813292j,"[[ 1.02929875+2.26551417e-03j -0.55370936+1.82313092e-07j]
 [-0.55417323+1.82313333e-07j  2.97070181+2.26583059e-03j]]"
-1082.371068945613j,"[[ 1.02927986+2.29510113e-03j -0.55375017+1.77179358e-07j]
 [-0.55421404+1.77179558e-07j  2.97072061+2.29554536e-03j]]"
-1082.0014698098964j,"[[ 1.02925154+2.32427723e-03j -0.55379423+1.63365796e-07j]
 [-0.5542581 +1.63365979e-07j  2.97074889+2.32480550e-03j]]"
-1081.63187067418j,"[[ 1.02920777+2.37635974e-03j -0.55382242+1.54434077e-07j]
 [-0.55428629+1.54434225e-07j  2.97079258+2.37698662e-03j]]"
-1081.2622715384634j,"[[ 1.02919574+2.44890181e-03j -0.55386207+1.25868798e-07j]
 [-0.55432594+1.25868857e-07j  2.9708044 +2.44962256e-03j]]"
-1080.892672402747j,"[[ 1.02925794+2.51022871e-03j -0.55392772+1.17401218e-07j]
 [-0.55439159+1.17401172e-07j  2.97074195+2.51101195e-03j]]"
-1080.5230732670304j,"[[ 1.02925775+2.53452882e-03j -0.55398963+9.87264346e-08j]
 [-0.5544535 +9.87262860e-08j  2.97074191+2.53529051e-03j]]"
-1080.1534741313142j,"[[ 1.02924402+2.52079875e-03j -0.55401924+8.30623336e-08j]
 [-0.55448311+8.30621094e-08j  2.97075546+2.52143030e-03j]]"
-1079.7838749955977j,"[[ 1.02923408+2.43267739e-03j -0.55401371+5.96701963e-08j]
 [-0.55447758+5.96699529e-08j  2.97076536+2.43315944e-03j]]"
-1079.4142758598812j,"[[ 1.02922124+2.38272114e-03j -0.55403037+6.26812007e-08j]
 [-0.55449424+6.26810013e-08j  2.9707783 +2.38311062e-03j]]"
-1079.0446767241647j,"[[ 1.02920999+2.33231582e-03j -0.55406589+7.76150926e-08j]
 [-0.55452976+7.76149363e-08j  2.97078965+2.33269036e-03j]]"
-1078.6750775884484j,"[[ 1.02921433+2.31805372e-03j -0.55407833+6.18915843e-08j]
 [-0.5545422 +6.18914583e-08j  2.97078538+2.31839083e-03j]]"
-1078.3054784527321j,"[[ 1.02924227+2.31507836e-03j -0.55406672+2.70198277e-08j]
 [-0.55453059+2.70197215e-08j  2.97075748+2.31533001e-03j]]"
-1077.9358793170156j,"[[ 1.02925352+2.32497920e-03j -0.55405276-2.35335163e-08j]
 [-0.55451662-2.35335997e-08j  2.97074629+2.32526367e-03j]]"
-1077.5662801812991j,"[[ 1.02925131+2.34767397e-03j -0.55407694-3.06657952e-08j]
 [-0.55454081-3.06658331e-08j  2.97074861+2.34800447e-03j]]"
-1077.1966810455826j,"[[ 1.02925798+2.35744963e-03j -0.554115  -1.33618977e-08j]
 [-0.55457887-1.33618876e-08j  2.97074205+2.35773710e-03j]]"
-1076.8270819098661j,"[[ 1.02926958+2.31006723e-03j -0.55414125+4.81160695e-09j]
 [-0.55460512+4.81162104e-09j  2.97073045+2.31032329e-03j]]"
-1076.4574827741496j,"[[ 1.02933376+2.27759614e-03j -0.55414025+9.48821632e-09j]
 [-0.55460412+9.48820562e-09j  2.97066622+2.27786105e-03j]]"
-1076.0878836384334j,"[[ 1.02935918+2.28675815e-03j -0.55414656+2.63802200e-08j]
 [-0.55461043+2.63802035e-08j  2.97064078+2.28705118e-03j]]"
-1075.7182845027169j,"[[ 1.02938707+2.30937847e-03j -0.55416398+2.54998330e-08j]
 [-0.55462785+2.54998107e-08j  2.97061288+2.30972970e-03j]]"
-1075.3486853670004j,"[[ 1.02936047+2.33863709e-03j -0.55416664+7.00488099e-10j]
 [-0.55463051+7.00456862e-10j  2.97063946+2.33897397e-03j]]"
-1074.9790862312839j,"[[ 1.02931933+2.35330333e-03j -0.55413892-7.76452158e-09j]
 [-0.55460279-7.76455531e-09j  2.97068059+2.35359350e-03j]]"
-1074.6094870955674j,"[[ 1.02931937+2.38837618e-03j -0.55414201-5.91830264e-09j]
 [-0.55460588-5.91834322e-09j  2.97068054+2.38863240e-03j]]"
-1074.239887959851j,"[[ 1.02934289+2.39061039e-03j -0.55415899-3.39410780e-08j]
 [-0.55462286-3.39411599e-08j  2.97065692+2.39082945e-03j]]"
-1073.8702888241346j,"[[ 1.02930261+2.38287600e-03j -0.55415593-5.46662591e-08j]
 [-0.55461979-5.46663047e-08j  2.97069729+2.38301850e-03j]]"
-1073.500689688418j,"[[ 1.02925208+2.38155460e-03j -0.55417645-8.08887447e-08j]
 [-0.55464032-8.08887077e-08j  2.97074801+2.38156151e-03j]]"
-1073.1310905527016j,"[[ 1.02925323+2.35166566e-03j -0.5541784 -1.00148930e-07j]
 [-0.55464226-1.00148796e-07j  2.97074708+2.35165127e-03j]]"
-1072.761491416985j,"[[ 1.02932095+2.32578104e-03j -0.55416012-5.75473081e-08j]
 [-0.55462399-5.75471169e-08j  2.9706795 +2.32587368e-03j]]"
-1072.3918922812686j,"[[ 1.02934558+2.31730931e-03j -0.55414943-5.90566198e-09j]
 [-0.5546133 -5.90546527e-09j  2.97065487+2.31741429e-03j]]"
-1072.0222931455523j,"[[ 1.02933166+2.29110938e-03j -0.55416439+1.08541209e-08j]
 [-0.55462826+1.08542938e-08j  2.97066874+2.29115733e-03j]]"
-1071.6526940098358j,"[[ 1.02931026+2.26797129e-03j -0.554217  +4.10780244e-08j]
 [-0.55468086+4.10781601e-08j  2.97069006+2.26802542e-03j]]"
-1071.2830948741193j,"[[ 1.0293117 +2.24221525e-03j -0.55421888+5.71435758e-08j]
 [-0.55468275+5.71436687e-08j  2.97068852+2.24227174e-03j]]"
-1070.913495738403j,"[[ 1.0292932 +2.18632728e-03j -0.55417222+6.43333237e-08j]
 [-0.55463609+6.43334205e-08j  2.97070702+2.18627181e-03j]]"
-1070.5438966026866j,"[[ 1.02922665+2.16682590e-03j -0.55416922+7.43470211e-08j]
 [-0.55463309+7.43471136e-08j  2.97077356+2.16661426e-03j]]"
-1070.1742974669703j,"[[ 1.02918685+2.15172965e-03j -0.55419406+8.80566720e-08j]
 [-0.55465793+8.80568084e-08j  2.97081347+2.15145370e-03j]]"
-1069.8046983312538j,"[[ 1.02913442+2.16832495e-03j -0.5542258 +1.02168130e-07j]
 [-0.55468967+1.02168326e-07j  2.97086603+2.16805106e-03j]]"
-1069.4350991955373j,"[[ 1.02911409+2.11410668e-03j -0.55425659+1.21868033e-07j]
 [-0.55472046+1.21868228e-07j  2.97088636+2.11387127e-03j]]"
-1069.0655000598208j,"[[ 1.02910276+2.07082180e-03j -0.5542539 +1.14268267e-07j]
 [-0.55471777+1.14268412e-07j  2.97089758+2.07063761e-03j]]"
-1068.6959009241043j,"[[ 1.02910992+2.11939805e-03j -0.55423319+7.40845544e-08j]
 [-0.55469706+7.40846246e-08j  2.97089024+2.11927043e-03j]]"
-1068.3263017883878j,"[[ 1.02910244+2.17127988e-03j -0.55423838+4.64652334e-08j]
 [-0.55470225+4.64652603e-08j  2.97089762+2.17118610e-03j]]"
-1067.9567026526715j,"[[ 1.0290954 +2.18236549e-03j -0.55423398+4.63513712e-08j]
 [-0.55469785+4.63513589e-08j  2.97090458+2.18230513e-03j]]"
-1067.587103516955j,"[[ 1.02913659+2.17461316e-03j -0.55423941+1.57476085e-08j]
 [-0.55470328+1.57475980e-08j  2.97086339+2.17461979e-03j]]"
-1067.2175043812385j,"[[ 1.02917826+2.10589251e-03j -0.55427932-4.16556868e-08j]
 [-0.55474319-4.16556396e-08j  2.97082185+2.10587048e-03j]]"
-1066.847905245522j,"[[ 1.0292256 +2.05829775e-03j -0.55429129-3.35474501e-08j]
 [-0.55475515-3.35472992e-08j  2.97077475+2.05820913e-03j]]"
-1066.4783061098055j,"[[ 1.02921194+2.06813474e-03j -0.55425716+1.11592296e-08j]
 [-0.55472103+1.11594565e-08j  2.97078858+2.06804761e-03j]]"
-1066.1087069740893j,"[[ 1.02922424+2.06433933e-03j -0.55422663+5.59566169e-08j]
 [-0.5546905 +5.59568355e-08j  2.97077626+2.06424791e-03j]]"
-1065.7391078383728j,"[[ 1.02926439+2.06460192e-03j -0.55418622+6.55610312e-08j]
 [-0.55465009+6.55612293e-08j  2.97073607+2.06453491e-03j]]"
-1065.3695087026563j,"[[ 1.02924929+2.07714464e-03j -0.55413258+8.29018462e-08j]
 [-0.55459645+8.29020171e-08j  2.97075111+2.07707980e-03j]]"
-1064.9999095669398j,"[[ 1.02918236+2.13036663e-03j -0.5540982 +1.02172503e-07j]
 [-0.55456207+1.02172630e-07j  2.97081794+2.13021615e-03j]]"
-1064.6303104312233j,"[[ 1.02915094+2.19334089e-03j -0.55410798+1.08378593e-07j]
 [-0.55457184+1.08378698e-07j  2.97084931+2.19313653e-03j]]"
-1064.2607112955068j,"[[ 1.0291018 +2.23816221e-03j -0.55413669+8.00042435e-08j]
 [-0.55460056+8.00043122e-08j  2.97089836+2.23800172e-03j]]"
-1063.8911121597905j,"[[ 1.02909375+2.25611865e-03j -0.55414849+2.96123240e-08j]
 [-0.55461236+2.96123876e-08j  2.9709064 +2.25607056e-03j]]"
-1063.521513024074j,"[[ 1.029169  +2.28488335e-03j -0.55416477+2.33160772e-08j]
 [-0.55462864+2.33161644e-08j  2.9708312 +2.28491654e-03j]]"
-1063.1519138883577j,"[[ 1.02924646+2.28954829e-03j -0.55416447+4.76320224e-08j]
 [-0.55462834+4.76321040e-08j  2.97075373+2.28960828e-03j]]"
-1062.7823147526412j,"[[ 1.02926226+2.33096063e-03j -0.55417817+5.45097696e-08j]
 [-0.55464204+5.45098093e-08j  2.97073783+2.33113574e-03j]]"
-1062.4127156169247j,"[[ 1.02920164+2.35854871e-03j -0.55420126+2.21103764e-08j]
 [-0.55466513+2.21103667e-08j  2.97079834+2.35878443e-03j]]"
-1062.0431164812085j,"[[ 1.02916877+2.36336084e-03j -0.55419196+3.00003190e-08j]
 [-0.55465583+3.00002887e-08j  2.97083116+2.36357320e-03j]]"
-1061.673517345492j,"[[ 1.02914163+2.37347562e-03j -0.55416738+4.48422414e-08j]
 [-0.55463125+4.48421490e-08j  2.97085816+2.37359802e-03j]]"
-1061.3039182097755j,"[[ 1.02915803+2.41458263e-03j -0.55419702+2.31845267e-08j]
 [-0.55466089+2.31844380e-08j  2.97084177+2.41458567e-03j]]"
-1060.934319074059j,"[[ 1.02919942+2.36707218e-03j -0.55423035-1.00151049e-08j]
 [-0.55469422-1.00151503e-08j  2.97080048+2.36703726e-03j]]"
-1060.5647199383425j,"[[ 1.02923554+2.34243009e-03j -0.55420224-1.64740878e-08j]
 [-0.55466611-1.64740682e-08j  2.97076451+2.34252449e-03j]]"
-1060.195120802626j,"[[ 1.02928045+2.35267154e-03j -0.55414492+1.17234739e-08j]
 [-0.55460879+1.17235360e-08j  2.97071969+2.35291242e-03j]]"
-1059.8255216669097j,"[[ 1.02928998+2.37054930e-03j -0.55410517+4.21931770e-08j]
 [-0.55456904+4.21932555e-08j  2.97071021+2.37091946e-03j]]"
-1059.4559225311932j,"[[ 1.02929264+2.41631025e-03j -0.55410917+6.58308509e-08j]
 [-0.55457303+6.58309169e-08j  2.97070751+2.41687909e-03j]]"
-1059.0863233954767j,"[[ 1.02932996+2.40259398e-03j -0.55408463+9.32916633e-08j]
 [-0.55454849+9.32917067e-08j  2.97067014+2.40324949e-03j]]"
-1058.7167242597602j,"[[ 1.02932397+2.34219944e-03j -0.55405365+1.37728940e-07j]
 [-0.55451752+1.37728960e-07j  2.97067608+2.34287172e-03j]]"
-1058.3471251240437j,"[[ 1.02931137+2.32330934e-03j -0.55404804+1.48836807e-07j]
 [-0.55451191+1.48836791e-07j  2.9706886 +2.32390423e-03j]]"
-1057.9775259883274j,"[[ 1.02930943+2.34614273e-03j -0.55407011+1.35605744e-07j]
 [-0.55453398+1.35605693e-07j  2.97069046+2.34670566e-03j]]"
-1057.607926852611j,"[[ 1.02929645+2.37153012e-03j -0.55410534+1.06273816e-07j]
 [-0.55456921+1.06273754e-07j  2.97070341+2.37208945e-03j]]"
-1057.2383277168944j,"[[ 1.02932636+2.35772444e-03j -0.55412226+1.06459934e-07j]
 [-0.55458613+1.06459874e-07j  2.97067351+2.35821981e-03j]]"
-1056.868728581178j,"[[ 1.02935761+2.28144664e-03j -0.55412707+1.07021953e-07j]
 [-0.55459094+1.07021864e-07j  2.97064218+2.28191060e-03j]]"
-1056.4991294454614j,"[[ 1.02936654+2.18444833e-03j -0.55412436+8.95053202e-08j]
 [-0.55458823+8.95052097e-08j  2.97063321+2.18487445e-03j]]"
-1056.129530309745j,"[[ 1.0293805 +2.14931741e-03j -0.55409714+6.69717539e-08j]
 [-0.55456101+6.69716413e-08j  2.97061925+2.14960591e-03j]]"
-1055.7599311740287j,"[[ 1.02940117+2.20504933e-03j -0.55407541+4.20488447e-08j]
 [-0.55453927+4.20487418e-08j  2.9705986 +2.20533060e-03j]]"
-1055.3903320383124j,"[[ 1.02939803+2.25354276e-03j -0.55408971+4.05141740e-08j]
 [-0.55455358+4.05140691e-08j  2.97060173+2.25386943e-03j]]"
-1055.020732902596j,"[[ 1.02937796+2.31535670e-03j -0.55408658+3.07017874e-08j]
 [-0.55455045+3.07016786e-08j  2.9706218 +2.31564544e-03j]]"
-1054.6511337668794j,"[[ 1.0293497 +2.39137652e-03j -0.55409023+2.53265733e-08j]
 [-0.5545541 +2.53264666e-08j  2.97065006+2.39159759e-03j]]"
-1054.281534631163j,"[[ 1.02934108+2.42536438e-03j -0.55411177+9.10873223e-09j]
 [-0.55457564+9.10860999e-09j  2.97065864+2.42553313e-03j]]"
-1053.9119354954466j,"[[ 1.02929503+2.40514201e-03j -0.55413003+1.69282853e-08j]
 [-0.5545939 +1.69281595e-08j  2.97070469+2.40521830e-03j]]"
-1053.5423363597301j,"[[ 1.02926512+2.39898195e-03j -0.55413859+3.54372125e-08j]
 [-0.55460246+3.54370598e-08j  2.97073453+2.39898858e-03j]]"
-1053.1727372240136j,"[[ 1.02924276+2.37725192e-03j -0.55413241+1.89039524e-08j]
 [-0.55459628+1.89037751e-08j  2.97075684+2.37719908e-03j]]"
-1052.8031380882971j,"[[ 1.0291989 +2.41457400e-03j -0.55409377+1.10991810e-08j]
 [-0.55455764+1.10989916e-08j  2.97080067+2.41445222e-03j]]"
-1052.4335389525806j,"[[ 1.02922069+2.46273771e-03j -0.55405788-4.56230212e-09j]
 [-0.55452175-4.56250017e-09j  2.97077886+2.46250798e-03j]]"
-1052.0639398168641j,"[[ 1.02925714+2.45462034e-03j -0.55406335-3.06340823e-08j]
 [-0.55452722-3.06342612e-08j  2.97074246+2.45426514e-03j]]"
-1051.6943406811479j,"[[ 1.02928013+2.39848232e-03j -0.55407729-2.98885232e-08j]
 [-0.55454116-2.98887382e-08j  2.97071939+2.39801661e-03j]]"
-1051.3247415454314j,"[[ 1.02928176+2.31723714e-03j -0.55405123-3.25595865e-08j]
 [-0.5545151 -3.25598420e-08j  2.97071766+2.31666356e-03j]]"
-1050.9551424097149j,"[[ 1.02928356+2.32131617e-03j -0.5539965 -5.59779068e-08j]
 [-0.55446037-5.59781408e-08j  2.97071591+2.32067326e-03j]]"
-1050.5855432739984j,"[[ 1.02927786+2.38265285e-03j -0.55400881-7.35892868e-08j]
 [-0.55447268-7.35894456e-08j  2.97072178+2.38189727e-03j]]"
-1050.2159441382819j,"[[ 1.02923952+2.37958703e-03j -0.55404311-1.05315179e-07j]
 [-0.55450698-1.05315291e-07j  2.97076023+2.37882091e-03j]]"
-1049.8463450025656j,"[[ 1.02915041+2.39421441e-03j -0.5540316 -1.40431235e-07j]
 [-0.55449547-1.40431290e-07j  2.97084946+2.39351287e-03j]]"
